id,label_en
Q110697,إبراهيم المرتضى
Q110699,لي ابن الدوليمية
Q110923,أبو الحسين زيد ضياء الدين
Q111088,الملك أرتازركسيس- أردشير الأول  بن الملك زركسيس الأول
Q111092,الملك زركسيس الأول  بن الملك داريوس الأول
Q111098,الأميرة أتوسّا  بنت الملك قورش الثاني العظيم
Q111100,الملك داريوس الأول  بن الأمير هستاسبس
Q111104,الملك قورش الثاني العظيم  بن قمبيز الأول
Q111106,الأميرة كاسّاندان  بنت فارناسبس
Q111108,الأمير هستاسبس  بن أرسامس
Q111110,قمبيز الأول  بن قورش الأول
Q111112,الأميرة ماندان  بنت الملك أستياجس
Q111114,أرسامس  بن أريارامنس
Q111116,قورش الأول  بن الملك تسيبس
Q111118,الملك أستياجس  بن الملك سياخاريس
Q111120,الملكة أرينيس  بنت الملك ألياتّيس الثاني
Q111122,أريارامنس  بن الملك تيسبس
Q111124,الملك تيسبس  بن الملك أخمينيس
Q111126,الملك سياخاريس  بن الملك فراورتيس
Q111128,الملك الياتّيس الثاني  بن الملك سادياتّيس
Q111134,الملك أخمينيس
Q111136,الملك فراورتيس  بن الملك ديوكيس
Q111138,الملك سادياتّيس  بن الملك أرديس الثاني
Q111146,الملك ديوكيس
Q111148,الملك أرديس الثاني  بن الملك جيجس
Q111154,الملك جيجس
Q111752,بنت عبد الله
Q112053,Muza  Bint Ibn Musa Banu Qasi ولي تطيلةا وشقة
Q112059,موسى  بن قلند والي وشقة
Q112123,عبد الله  بن محمد والي توليدو
Q112469,مطرف  بن موسى والي وشقة
Q112493,محمد آل الطويل  ابن عبد الملك والي وشقة
Q112495,موسى  بن محمد والي وشقة
Q113174,عبد الرحمن الناصر لدين الله  محمد بن الخليفة قرطبة
Q113258,عبد الملك  بن موسى والي وشقة
Q114368,أبو العاص آل الحكم  بن عبد الرحمن الخليفة قرطبة
Q116244,أبو الوليد هشام  بن الحكم الخليفة قرطبة
Q116246,بن الحكم
Q118260,Zaida Isabel الأسد الملكة
