qid,property_count,properties,restored_from_xml,entity_type
Q54424,1,P39,False,unlabeled
Q54428,1,P39,False,unlabeled
Q54432,1,P39,False,unlabeled
Q54436,1,P39,False,unlabeled
Q54440,1,P39,False,unlabeled
Q54444,1,P39,False,unlabeled
Q54448,1,P39,False,unlabeled
Q54452,1,P39,False,unlabeled
Q54456,1,P39,False,unlabeled
Q54460,1,P39,False,unlabeled
Q54465,1,P39,False,unlabeled
Q54469,1,P39,False,unlabeled
Q54473,1,P39,False,unlabeled
Q54477,1,P39,False,unlabeled
Q54481,1,P39,False,unlabeled
Q54485,1,P39,False,unlabeled
Q54489,1,P39,False,unlabeled
Q54493,1,P39,False,unlabeled
Q54497,1,P39,False,unlabeled
Q54501,1,P39,False,unlabeled
Q54505,1,P39,False,unlabeled
Q54517,1,P39,False,unlabeled
Q54525,1,P39,False,unlabeled
Q54529,1,P39,False,unlabeled
Q54533,1,P39,False,unlabeled
Q54537,1,P39,False,unlabeled
Q54541,1,P39,False,unlabeled
Q54545,1,P39,False,unlabeled
Q54549,1,P39,False,unlabeled
Q54553,1,P39,False,unlabeled
Q54557,1,P39,False,unlabeled
Q54561,1,P39,False,unlabeled
Q54565,1,P39,False,unlabeled
Q54569,1,P39,False,unlabeled
Q32202,1,P39,False,unlabeled
Q32246,1,P39,False,unlabeled
Q32290,1,P39,False,unlabeled
Q32331,1,P39,False,unlabeled
Q32371,1,P39,False,unlabeled
Q3239,1,P39,False,unlabeled
Q32415,1,P39,False,unlabeled
Q32503,1,P39,False,unlabeled
Q32588,1,P39,False,unlabeled
Q3261,1,P39,False,unlabeled
Q32640,1,P39,False,unlabeled
Q32644,1,P39,False,unlabeled
Q32676,1,P39,False,unlabeled
Q32720,1,P39,False,unlabeled
Q32764,1,P39,False,unlabeled
Q3282,1,P39,False,unlabeled
Q32852,1,P39,False,unlabeled
Q32941,1,P39,False,unlabeled
Q3300,1,P39,False,unlabeled
Q33029,1,P39,False,unlabeled
Q33073,1,P39,False,unlabeled
Q33105,8,"P39,P47,P48,P20,P5,P11,P15,P60",True,restored
Q33161,1,P39,False,unlabeled
Q33173,1,P39,False,unlabeled
Q33205,1,P39,False,unlabeled
Q33294,1,P39,False,unlabeled
Q33337,1,P39,False,unlabeled
Q33378,1,P39,False,unlabeled
Q33382,1,P39,False,unlabeled
Q33410,1,P39,False,unlabeled
Q33462,1,P39,False,unlabeled
Q33470,1,P39,False,unlabeled
Q3348,1,P39,False,unlabeled
Q33560,1,P39,False,unlabeled
Q33644,1,P39,False,unlabeled
Q33648,1,P39,False,unlabeled
Q33652,1,P39,False,unlabeled
Q33692,1,P39,False,unlabeled
Q3370,1,P39,False,unlabeled
Q33737,1,P39,False,unlabeled
Q33781,1,P39,False,unlabeled
Q33825,1,P39,False,unlabeled
Q33869,1,P39,False,unlabeled
Q33913,1,P39,False,unlabeled
Q33999,1,P39,False,unlabeled
Q3403,1,P39,False,unlabeled
Q34043,1,P39,False,unlabeled
Q34087,1,P39,False,unlabeled
Q34127,1,P39,False,unlabeled
Q34171,1,P39,False,unlabeled
Q34211,1,P39,False,unlabeled
Q34215,1,P39,False,unlabeled
Q3436,1,P39,False,unlabeled
Q34372,1,P39,False,unlabeled
Q34388,1,P39,False,unlabeled
Q34392,1,P39,False,unlabeled
Q34713,1,P39,False,unlabeled
Q3480,1,P39,False,unlabeled
Q34948,7,"P39,P47,P20,P5,P11,P15,P60",True,restored
Q3502,1,P39,False,unlabeled
Q35087,7,"P39,P47,P48,P5,P11,P15,P60",True,restored
Q3524,1,P39,False,unlabeled
Q3526,1,P39,False,unlabeled
Q3536,1,P39,False,unlabeled
Q3612,1,P39,False,unlabeled
Q36232,1,P39,False,unlabeled
Q36276,1,P39,False,unlabeled
Q36399,1,P39,False,unlabeled
Q36403,1,P39,False,unlabeled
Q36411,1,P39,False,unlabeled
Q36455,1,P39,False,unlabeled
Q36500,1,P39,False,unlabeled
Q36536,1,P39,False,unlabeled
Q36576,1,P39,False,unlabeled
Q36580,1,P39,False,unlabeled
Q36625,1,P39,False,unlabeled
Q36670,1,P39,False,unlabeled
Q36714,1,P39,False,unlabeled
Q36734,1,P39,False,unlabeled
Q36774,1,P39,False,unlabeled
Q36818,1,P39,False,unlabeled
Q36864,1,P39,False,unlabeled
Q36908,1,P39,False,unlabeled
Q36951,1,P39,False,unlabeled
Q3698,1,P39,False,unlabeled
Q36995,1,P39,False,unlabeled
Q37040,1,P39,False,unlabeled
Q37084,1,P39,False,unlabeled
Q37128,1,P39,False,unlabeled
Q37173,1,P39,False,unlabeled
Q37219,1,P39,False,unlabeled
Q37264,1,P39,False,unlabeled
Q37308,1,P39,False,unlabeled
Q37324,6,"P39,P47,P5,P11,P15,P60",True,restored
Q37368,6,"P39,P47,P5,P11,P15,P60",True,restored
Q37372,6,"P39,P47,P5,P11,P15,P60",True,restored
Q37846,1,P39,False,unlabeled
Q38010,1,P39,False,unlabeled
Q38014,1,P39,False,unlabeled
Q38018,1,P39,False,unlabeled
Q38022,1,P39,False,unlabeled
Q38026,1,P39,False,unlabeled
Q38030,1,P39,False,unlabeled
Q104708,6,"P39,P42,P5,P11,P15,P60",True,restored
Q104810,5,"P39,P5,P11,P60,P46",True,restored
Q105076,5,"P39,P5,P11,P60,P46",True,restored
Q105184,5,"P39,P5,P11,P60,P46",True,restored
Q105215,7,"P39,P47,P48,P5,P11,P15,P60",True,restored
Q105603,1,P39,False,unlabeled
Q105958,5,"P39,P5,P11,P60,P46",True,restored
Q106193,5,"P39,P5,P11,P60,P46",True,restored
Q106282,11,"P39,P42,P20,P47,P48,P5,P11,P7,P8,P15",True,restored
Q106421,11,"P5,P15,P55,P56,P57,P39,P47,P48,P11,P7",True,restored
Q106589,11,"P5,P15,P55,P56,P57,P39,P42,P20,P11,P7",True,restored
Q106605,8,"P5,P15,P55,P57,P39,P42,P11,P8",True,restored
Q106835,5,"P39,P5,P11,P60,P46",True,restored
Q1070,1,P39,False,unlabeled
Q107310,5,"P39,P5,P11,P60,P46",True,restored
Q107338,5,"P39,P5,P11,P60,P46",True,restored
Q107895,5,"P39,P5,P11,P60,P46",True,restored
Q107897,5,"P39,P5,P11,P60,P46",True,restored
Q107899,5,"P39,P5,P11,P60,P46",True,restored
Q107901,5,"P39,P5,P11,P60,P46",True,restored
Q1081,1,P39,False,unlabeled
Q108256,5,"P39,P5,P11,P60,P46",True,restored
Q54573,1,P39,False,unlabeled
Q54577,1,P39,False,unlabeled
Q54581,1,P39,False,unlabeled
Q54584,1,P39,False,unlabeled
Q54588,1,P39,False,unlabeled
Q54592,1,P39,False,unlabeled
Q54596,1,P39,False,unlabeled
Q5460,1,P39,False,unlabeled
Q54604,1,P39,False,unlabeled
Q54608,1,P39,False,unlabeled
Q54612,1,P39,False,unlabeled
Q54616,1,P39,False,unlabeled
Q54620,1,P39,False,unlabeled
Q54624,1,P39,False,unlabeled
Q54628,1,P39,False,unlabeled
Q54632,1,P39,False,unlabeled
Q54636,1,P39,False,unlabeled
Q54640,1,P39,False,unlabeled
Q54648,1,P39,False,unlabeled
Q54652,1,P39,False,unlabeled
Q54656,1,P39,False,unlabeled
Q54660,1,P39,False,unlabeled
Q54664,1,P39,False,unlabeled
Q54668,1,P39,False,unlabeled
Q54672,1,P39,False,unlabeled
Q54684,1,P39,False,unlabeled
Q54688,1,P39,False,unlabeled
Q54692,1,P39,False,unlabeled
Q54701,1,P39,False,unlabeled
Q54709,1,P39,False,unlabeled
Q54713,1,P39,False,unlabeled
Q54717,1,P39,False,unlabeled
Q54720,1,P39,False,unlabeled
Q54724,1,P39,False,unlabeled
Q54728,1,P39,False,unlabeled
Q54736,1,P39,False,unlabeled
Q54740,1,P39,False,unlabeled
Q54752,1,P39,False,unlabeled
Q54756,1,P39,False,unlabeled
Q54760,1,P39,False,unlabeled
Q54764,1,P39,False,unlabeled
Q54768,1,P39,False,unlabeled
Q54772,1,P39,False,unlabeled
Q54776,1,P39,False,unlabeled
Q54780,1,P39,False,unlabeled
Q54788,1,P39,False,unlabeled
Q54792,1,P39,False,unlabeled
Q54804,1,P39,False,unlabeled
Q54808,1,P39,False,unlabeled
Q54816,1,P39,False,unlabeled
Q5482,1,P39,False,unlabeled
Q54820,1,P39,False,unlabeled
Q54824,1,P39,False,unlabeled
Q54828,1,P39,False,unlabeled
Q54832,1,P39,False,unlabeled
Q54836,1,P39,False,unlabeled
Q54840,1,P39,False,unlabeled
Q54844,1,P39,False,unlabeled
Q54848,1,P39,False,unlabeled
Q54852,1,P39,False,unlabeled
Q54856,1,P39,False,unlabeled
Q54860,1,P39,False,unlabeled
Q54864,1,P39,False,unlabeled
Q54868,1,P39,False,unlabeled
Q54872,1,P39,False,unlabeled
Q54876,1,P39,False,unlabeled
Q54880,1,P39,False,unlabeled
Q54884,1,P39,False,unlabeled
Q54888,1,P39,False,unlabeled
Q54892,1,P39,False,unlabeled
Q54896,1,P39,False,unlabeled
Q54900,1,P39,False,unlabeled
Q54904,1,P39,False,unlabeled
Q54908,1,P39,False,unlabeled
Q54912,1,P39,False,unlabeled
Q54916,1,P39,False,unlabeled
Q54920,1,P39,False,unlabeled
Q54924,1,P39,False,unlabeled
Q54928,1,P39,False,unlabeled
Q54932,1,P39,False,unlabeled
Q54936,1,P39,False,unlabeled
Q54940,1,P39,False,unlabeled
Q54944,1,P39,False,unlabeled
Q54948,1,P39,False,unlabeled
Q54952,1,P39,False,unlabeled
Q54956,1,P39,False,unlabeled
Q54960,1,P39,False,unlabeled
Q54964,1,P39,False,unlabeled
Q54968,1,P39,False,unlabeled
Q54972,1,P39,False,unlabeled
Q54976,1,P39,False,unlabeled
Q54981,1,P39,False,unlabeled
Q54985,1,P39,False,unlabeled
Q54989,1,P39,False,unlabeled
Q54993,1,P39,False,unlabeled
Q54997,1,P39,False,unlabeled
Q55001,1,P39,False,unlabeled
Q55005,1,P39,False,unlabeled
Q55017,1,P39,False,unlabeled
Q55021,1,P39,False,unlabeled
Q55025,1,P39,False,unlabeled
Q55029,1,P39,False,unlabeled
Q55033,1,P39,False,unlabeled
Q55037,1,P39,False,unlabeled
Q55041,1,P39,False,unlabeled
Q55045,1,P39,False,unlabeled
Q55049,1,P39,False,unlabeled
Q55053,1,P39,False,unlabeled
Q55065,1,P39,False,unlabeled
Q55069,1,P39,False,unlabeled
Q55074,1,P39,False,unlabeled
Q55079,1,P39,False,unlabeled
Q55083,1,P39,False,unlabeled
Q55091,1,P39,False,unlabeled
Q55099,1,P39,False,unlabeled
Q55103,1,P39,False,unlabeled
Q55107,1,P39,False,unlabeled
Q55111,1,P39,False,unlabeled
Q55115,1,P39,False,unlabeled
Q55123,1,P39,False,unlabeled
Q55127,1,P39,False,unlabeled
Q55131,1,P39,False,unlabeled
Q55135,1,P39,False,unlabeled
Q55139,1,P39,False,unlabeled
Q55143,1,P39,False,unlabeled
Q55147,1,P39,False,unlabeled
Q55151,1,P39,False,unlabeled
Q55155,1,P39,False,unlabeled
Q55159,1,P39,False,unlabeled
Q55163,1,P39,False,unlabeled
Q55167,1,P39,False,unlabeled
Q55171,1,P39,False,unlabeled
Q55175,1,P39,False,unlabeled
Q55179,1,P39,False,unlabeled
Q55183,1,P39,False,unlabeled
Q55187,1,P39,False,unlabeled
Q55191,1,P39,False,unlabeled
Q55195,1,P39,False,unlabeled
Q55199,1,P39,False,unlabeled
Q55202,1,P39,False,unlabeled
Q55206,1,P39,False,unlabeled
Q55210,1,P39,False,unlabeled
Q55222,1,P39,False,unlabeled
Q55226,1,P39,False,unlabeled
Q55230,1,P39,False,unlabeled
Q55238,1,P39,False,unlabeled
Q55242,1,P39,False,unlabeled
Q55246,1,P39,False,unlabeled
Q55250,1,P39,False,unlabeled
Q55258,1,P39,False,unlabeled
Q55262,1,P39,False,unlabeled
Q55266,1,P39,False,unlabeled
Q55271,1,P39,False,unlabeled
Q55275,1,P39,False,unlabeled
Q55279,1,P39,False,unlabeled
Q55283,1,P39,False,unlabeled
Q55287,1,P39,False,unlabeled
Q55291,1,P39,False,unlabeled
Q55295,1,P39,False,unlabeled
Q55299,1,P39,False,unlabeled
Q55303,1,P39,False,unlabeled
Q55307,1,P39,False,unlabeled
Q55315,1,P39,False,unlabeled
Q55319,1,P39,False,unlabeled
Q55323,1,P39,False,unlabeled
Q55327,1,P39,False,unlabeled
Q55331,1,P39,False,unlabeled
Q55340,1,P39,False,unlabeled
Q55348,1,P39,False,unlabeled
Q55352,1,P39,False,unlabeled
Q55356,1,P39,False,unlabeled
Q55360,1,P39,False,unlabeled
Q55364,1,P39,False,unlabeled
Q55368,1,P39,False,unlabeled
Q55372,1,P39,False,unlabeled
Q55376,1,P39,False,unlabeled
Q55380,1,P39,False,unlabeled
Q55384,1,P39,False,unlabeled
Q55388,1,P39,False,unlabeled
Q55392,1,P39,False,unlabeled
Q55396,1,P39,False,unlabeled
Q55400,1,P39,False,unlabeled
Q55404,1,P39,False,unlabeled
Q55408,1,P39,False,unlabeled
Q55416,1,P39,False,unlabeled
Q55420,1,P39,False,unlabeled
Q55424,1,P39,False,unlabeled
Q55428,1,P39,False,unlabeled
Q55440,1,P39,False,unlabeled
Q55444,1,P39,False,unlabeled
Q55448,1,P39,False,unlabeled
Q55452,1,P39,False,unlabeled
Q55456,1,P39,False,unlabeled
Q55460,1,P39,False,unlabeled
Q55464,1,P39,False,unlabeled
Q55468,1,P39,False,unlabeled
Q55472,1,P39,False,unlabeled
Q55476,1,P39,False,unlabeled
Q55484,1,P39,False,unlabeled
Q55492,1,P39,False,unlabeled
Q55496,1,P39,False,unlabeled
Q55500,1,P39,False,unlabeled
Q55504,1,P39,False,unlabeled
Q55508,1,P39,False,unlabeled
Q55512,1,P39,False,unlabeled
Q55516,1,P39,False,unlabeled
Q55520,1,P39,False,unlabeled
Q55524,1,P39,False,unlabeled
Q55528,1,P39,False,unlabeled
Q55532,1,P39,False,unlabeled
Q55536,1,P39,False,unlabeled
Q55540,1,P39,False,unlabeled
Q55544,1,P39,False,unlabeled
Q55548,1,P39,False,unlabeled
Q55552,1,P39,False,unlabeled
Q55556,1,P39,False,unlabeled
Q55560,1,P39,False,unlabeled
Q55564,1,P39,False,unlabeled
Q55568,1,P39,False,unlabeled
Q55572,1,P39,False,unlabeled
Q55576,1,P39,False,unlabeled
Q55580,1,P39,False,unlabeled
Q55588,1,P39,False,unlabeled
Q55592,1,P39,False,unlabeled
Q55600,1,P39,False,unlabeled
Q55603,1,P39,False,unlabeled
Q55607,1,P39,False,unlabeled
Q55611,1,P39,False,unlabeled
Q55615,1,P39,False,unlabeled
Q55619,1,P39,False,unlabeled
Q55623,1,P39,False,unlabeled
Q55627,1,P39,False,unlabeled
Q55631,1,P39,False,unlabeled
Q55635,1,P39,False,unlabeled
Q55640,1,P39,False,unlabeled
Q55644,1,P39,False,unlabeled
Q55648,1,P39,False,unlabeled
Q55652,1,P39,False,unlabeled
Q55656,1,P39,False,unlabeled
Q55660,1,P39,False,unlabeled
Q55664,1,P39,False,unlabeled
Q55668,1,P39,False,unlabeled
Q55672,1,P39,False,unlabeled
Q55676,1,P39,False,unlabeled
Q55680,1,P39,False,unlabeled
Q55684,1,P39,False,unlabeled
Q55692,1,P39,False,unlabeled
Q55696,1,P39,False,unlabeled
Q55700,1,P39,False,unlabeled
Q55704,1,P39,False,unlabeled
Q55708,1,P39,False,unlabeled
Q55725,1,P39,False,unlabeled
Q55728,1,P39,False,unlabeled
Q55732,1,P39,False,unlabeled
Q55736,1,P39,False,unlabeled
Q55740,1,P39,False,unlabeled
Q55744,1,P39,False,unlabeled
Q55748,1,P39,False,unlabeled
Q55764,1,P39,False,unlabeled
Q55768,1,P39,False,unlabeled
Q55772,1,P39,False,unlabeled
Q55776,1,P39,False,unlabeled
Q55780,1,P39,False,unlabeled
Q55784,1,P39,False,unlabeled
Q55788,1,P39,False,unlabeled
Q55792,1,P39,False,unlabeled
Q55796,1,P39,False,unlabeled
Q55800,1,P39,False,unlabeled
Q55804,1,P39,False,unlabeled
Q55808,1,P39,False,unlabeled
Q55812,1,P39,False,unlabeled
Q55816,1,P39,False,unlabeled
Q55820,1,P39,False,unlabeled
Q55824,1,P39,False,unlabeled
Q55828,1,P39,False,unlabeled
Q55836,1,P39,False,unlabeled
Q55840,1,P39,False,unlabeled
Q55844,1,P39,False,unlabeled
Q55848,1,P39,False,unlabeled
Q55852,1,P39,False,unlabeled
Q55856,1,P39,False,unlabeled
Q55860,1,P39,False,unlabeled
Q55864,1,P39,False,unlabeled
Q55868,1,P39,False,unlabeled
Q55872,1,P39,False,unlabeled
Q55876,1,P39,False,unlabeled
Q55880,1,P39,False,unlabeled
Q55884,1,P39,False,unlabeled
Q55888,1,P39,False,unlabeled
Q55892,1,P39,False,unlabeled
Q55896,1,P39,False,unlabeled
Q55900,1,P39,False,unlabeled
Q55904,1,P39,False,unlabeled
Q55908,1,P39,False,unlabeled
Q55912,1,P39,False,unlabeled
Q55916,1,P39,False,unlabeled
Q55920,1,P39,False,unlabeled
Q55924,1,P39,False,unlabeled
Q55932,1,P39,False,unlabeled
Q55936,1,P39,False,unlabeled
Q55940,1,P39,False,unlabeled
Q55944,1,P39,False,unlabeled
Q55948,1,P39,False,unlabeled
Q55956,1,P39,False,unlabeled
Q55960,1,P39,False,unlabeled
Q55968,1,P39,False,unlabeled
Q55972,1,P39,False,unlabeled
Q55976,1,P39,False,unlabeled
Q55980,1,P39,False,unlabeled
Q55984,1,P39,False,unlabeled
Q55988,1,P39,False,unlabeled
Q55992,1,P39,False,unlabeled
Q55996,1,P39,False,unlabeled
Q56000,1,P39,False,unlabeled
Q56004,1,P39,False,unlabeled
Q56008,1,P39,False,unlabeled
Q56012,1,P39,False,unlabeled
Q56016,1,P39,False,unlabeled
Q56020,1,P39,False,unlabeled
Q56024,1,P39,False,unlabeled
Q56028,1,P39,False,unlabeled
Q56032,1,P39,False,unlabeled
Q56036,1,P39,False,unlabeled
Q56040,1,P39,False,unlabeled
Q56044,1,P39,False,unlabeled
Q56048,1,P39,False,unlabeled
Q56052,1,P39,False,unlabeled
Q56056,1,P39,False,unlabeled
Q56060,1,P39,False,unlabeled
Q56064,1,P39,False,unlabeled
Q56068,1,P39,False,unlabeled
Q56072,1,P39,False,unlabeled
Q56076,1,P39,False,unlabeled
Q56080,1,P39,False,unlabeled
Q56084,1,P39,False,unlabeled
Q56088,1,P39,False,unlabeled
Q56092,1,P39,False,unlabeled
Q56096,1,P39,False,unlabeled
Q56100,1,P39,False,unlabeled
Q56104,1,P39,False,unlabeled
Q56108,1,P39,False,unlabeled
Q56112,1,P39,False,unlabeled
Q56116,1,P39,False,unlabeled
Q56120,1,P39,False,unlabeled
Q56124,1,P39,False,unlabeled
Q56128,1,P39,False,unlabeled
Q56132,1,P39,False,unlabeled
Q56140,1,P39,False,unlabeled
Q56144,1,P39,False,unlabeled
Q56148,1,P39,False,unlabeled
Q56152,1,P39,False,unlabeled
Q56156,1,P39,False,unlabeled
Q56160,1,P39,False,unlabeled
Q56164,1,P39,False,unlabeled
Q56168,1,P39,False,unlabeled
Q56172,1,P39,False,unlabeled
Q56175,1,P39,False,unlabeled
Q56178,1,P39,False,unlabeled
Q56181,1,P39,False,unlabeled
Q56184,1,P39,False,unlabeled
Q56187,1,P39,False,unlabeled
Q56190,1,P39,False,unlabeled
Q56193,1,P39,False,unlabeled
Q56199,1,P39,False,unlabeled
Q56208,1,P39,False,unlabeled
Q56211,1,P39,False,unlabeled
Q56220,1,P39,False,unlabeled
Q56223,1,P39,False,unlabeled
Q56226,1,P39,False,unlabeled
Q56229,1,P39,False,unlabeled
Q56232,1,P39,False,unlabeled
Q56235,1,P39,False,unlabeled
Q56238,1,P39,False,unlabeled
Q56241,1,P39,False,unlabeled
Q56244,1,P39,False,unlabeled
Q56247,1,P39,False,unlabeled
Q56250,1,P39,False,unlabeled
Q56253,1,P39,False,unlabeled
Q56256,1,P39,False,unlabeled
Q56259,1,P39,False,unlabeled
Q56262,1,P39,False,unlabeled
Q56265,1,P39,False,unlabeled
Q56268,1,P39,False,unlabeled
Q56274,1,P39,False,unlabeled
Q56277,1,P39,False,unlabeled
Q56280,1,P39,False,unlabeled
Q56283,1,P39,False,unlabeled
Q56286,1,P39,False,unlabeled
Q56289,1,P39,False,unlabeled
Q56292,1,P39,False,unlabeled
Q56295,1,P39,False,unlabeled
Q56298,1,P39,False,unlabeled
Q56301,1,P39,False,unlabeled
Q56304,1,P39,False,unlabeled
Q56307,1,P39,False,unlabeled
Q56309,1,P39,False,unlabeled
Q5631,1,P39,False,unlabeled
Q56312,1,P39,False,unlabeled
Q56315,1,P39,False,unlabeled
Q56318,1,P39,False,unlabeled
Q56321,1,P39,False,unlabeled
Q56324,1,P39,False,unlabeled
Q56327,1,P39,False,unlabeled
Q56330,1,P39,False,unlabeled
Q56333,1,P39,False,unlabeled
Q56336,1,P39,False,unlabeled
Q56339,1,P39,False,unlabeled
Q56342,1,P39,False,unlabeled
Q56345,1,P39,False,unlabeled
Q56348,1,P39,False,unlabeled
Q56351,1,P39,False,unlabeled
Q56354,1,P39,False,unlabeled
Q56357,1,P39,False,unlabeled
Q56360,1,P39,False,unlabeled
Q56363,1,P39,False,unlabeled
Q56366,1,P39,False,unlabeled
Q56369,1,P39,False,unlabeled
Q56372,1,P39,False,unlabeled
Q56375,1,P39,False,unlabeled
Q56378,1,P39,False,unlabeled
Q56381,1,P39,False,unlabeled
Q56384,1,P39,False,unlabeled
Q56387,1,P39,False,unlabeled
Q56390,1,P39,False,unlabeled
Q56393,1,P39,False,unlabeled
Q56396,1,P39,False,unlabeled
Q56399,1,P39,False,unlabeled
Q56402,1,P39,False,unlabeled
Q56405,1,P39,False,unlabeled
Q56408,1,P39,False,unlabeled
Q56411,1,P39,False,unlabeled
Q56414,1,P39,False,unlabeled
Q56417,1,P39,False,unlabeled
Q56420,1,P39,False,unlabeled
Q56423,1,P39,False,unlabeled
Q56426,1,P39,False,unlabeled
Q56429,1,P39,False,unlabeled
Q56432,1,P39,False,unlabeled
Q56435,1,P39,False,unlabeled
Q56438,1,P39,False,unlabeled
Q56441,1,P39,False,unlabeled
Q56444,1,P39,False,unlabeled
Q56447,1,P39,False,unlabeled
Q56450,1,P39,False,unlabeled
Q56453,1,P39,False,unlabeled
Q56462,1,P39,False,unlabeled
Q56465,1,P39,False,unlabeled
Q56468,1,P39,False,unlabeled
Q56486,1,P39,False,unlabeled
Q56519,1,P39,False,unlabeled
Q56543,5,"P39,P5,P11,P60,P46",True,restored
Q56585,1,P39,False,unlabeled
Q56618,1,P39,False,unlabeled
Q56684,1,P39,False,unlabeled
Q56717,1,P39,False,unlabeled
Q56750,1,P39,False,unlabeled
Q56817,1,P39,False,unlabeled
Q56883,1,P39,False,unlabeled
Q56949,1,P39,False,unlabeled
Q56982,1,P39,False,unlabeled
Q57015,1,P39,False,unlabeled
Q57049,1,P39,False,unlabeled
Q57082,1,P39,False,unlabeled
Q57115,1,P39,False,unlabeled
Q57148,1,P39,False,unlabeled
Q57211,1,P39,False,unlabeled
Q57244,1,P39,False,unlabeled
Q57276,1,P39,False,unlabeled
Q57306,1,P39,False,unlabeled
Q57339,1,P39,False,unlabeled
Q57372,1,P39,False,unlabeled
Q57741,1,P39,False,unlabeled
Q57916,5,"P39,P5,P11,P60,P46",True,restored
Q58018,7,"P47,P48,P39,P5,P11,P60,P46",True,restored
Q5803,1,P39,False,unlabeled
Q58873,1,P39,False,unlabeled
Q58906,1,P39,False,unlabeled
Q5894,1,P39,False,unlabeled
Q58996,1,P39,False,unlabeled
Q58999,1,P39,False,unlabeled
Q59005,1,P39,False,unlabeled
Q59038,1,P39,False,unlabeled
Q59071,1,P39,False,unlabeled
Q59098,1,P39,False,unlabeled
Q59128,1,P39,False,unlabeled
Q59131,1,P39,False,unlabeled
Q5915,1,P39,False,unlabeled
Q59164,1,P39,False,unlabeled
Q59198,1,P39,False,unlabeled
Q59231,1,P39,False,unlabeled
Q59247,1,P39,False,unlabeled
Q5926,1,P39,False,unlabeled
Q59277,1,P39,False,unlabeled
Q59310,1,P39,False,unlabeled
Q59342,1,P39,False,unlabeled
Q59374,1,P39,False,unlabeled
Q59407,1,P39,False,unlabeled
Q59440,1,P39,False,unlabeled
Q59473,1,P39,False,unlabeled
Q59506,1,P39,False,unlabeled
Q59539,1,P39,False,unlabeled
Q5957,1,P39,False,unlabeled
Q59572,1,P39,False,unlabeled
Q59605,1,P39,False,unlabeled
Q59638,1,P39,False,unlabeled
Q59672,1,P39,False,unlabeled
Q5968,1,P39,False,unlabeled
Q59683,5,"P39,P5,P11,P60,P46",True,restored
Q59717,5,"P39,P5,P11,P60,P46",True,restored
Q59720,5,"P39,P5,P11,P60,P46",True,restored
Q59869,9,"P39,P42,P20,P47,P48,P5,P11,P15,P60",True,restored
Q59902,8,"P39,P42,P20,P47,P5,P11,P15,P60",True,restored
Q5999,1,P39,False,unlabeled
Q60071,1,P39,False,unlabeled
Q60195,1,P39,False,unlabeled
Q6020,1,P39,False,unlabeled
Q60201,1,P39,False,unlabeled
Q60204,1,P39,False,unlabeled
Q60207,1,P39,False,unlabeled
Q60210,1,P39,False,unlabeled
Q60213,1,P39,False,unlabeled
Q60216,1,P39,False,unlabeled
Q60219,1,P39,False,unlabeled
Q6022,1,P39,False,unlabeled
Q60225,1,P39,False,unlabeled
Q60228,1,P39,False,unlabeled
Q60231,1,P39,False,unlabeled
Q60234,1,P39,False,unlabeled
Q60243,1,P39,False,unlabeled
Q60252,1,P39,False,unlabeled
Q60266,1,P39,False,unlabeled
Q60269,1,P39,False,unlabeled
Q60275,1,P39,False,unlabeled
Q60281,1,P39,False,unlabeled
Q60300,1,P39,False,unlabeled
Q60321,1,P39,False,unlabeled
Q60326,7,"P39,P42,P20,P5,P11,P15,P60",True,restored
Q60330,1,P39,False,unlabeled
Q60333,1,P39,False,unlabeled
Q60351,1,P39,False,unlabeled
Q60369,1,P39,False,unlabeled
Q60372,1,P39,False,unlabeled
Q60375,1,P39,False,unlabeled
Q60378,1,P39,False,unlabeled
Q60381,1,P39,False,unlabeled
Q60384,1,P39,False,unlabeled
Q60387,1,P39,False,unlabeled
Q60390,1,P39,False,unlabeled
Q60405,1,P39,False,unlabeled
Q6041,1,P39,False,unlabeled
Q60435,1,P39,False,unlabeled
Q60438,1,P39,False,unlabeled
Q60441,1,P39,False,unlabeled
Q60447,1,P39,False,unlabeled
Q60462,1,P39,False,unlabeled
Q60471,1,P39,False,unlabeled
Q60480,1,P39,False,unlabeled
Q60486,1,P39,False,unlabeled
Q60492,1,P39,False,unlabeled
Q60495,1,P39,False,unlabeled
Q60501,1,P39,False,unlabeled
Q60504,1,P39,False,unlabeled
Q60507,1,P39,False,unlabeled
Q60513,1,P39,False,unlabeled
Q60519,1,P39,False,unlabeled
Q60525,1,P39,False,unlabeled
Q60528,1,P39,False,unlabeled
Q60531,1,P39,False,unlabeled
Q60537,1,P39,False,unlabeled
Q60546,1,P39,False,unlabeled
Q60549,1,P39,False,unlabeled
Q60552,1,P39,False,unlabeled
Q60555,1,P39,False,unlabeled
Q60558,1,P39,False,unlabeled
Q60561,1,P39,False,unlabeled
Q60570,1,P39,False,unlabeled
Q60573,1,P39,False,unlabeled
Q60579,1,P39,False,unlabeled
Q60582,1,P39,False,unlabeled
Q60585,1,P39,False,unlabeled
Q60588,1,P39,False,unlabeled
Q60597,1,P39,False,unlabeled
Q60600,1,P39,False,unlabeled
Q60612,1,P39,False,unlabeled
Q60615,1,P39,False,unlabeled
Q60618,1,P39,False,unlabeled
Q6062,1,P39,False,unlabeled
Q60621,1,P39,False,unlabeled
Q60624,1,P39,False,unlabeled
Q60627,1,P39,False,unlabeled
Q60630,1,P39,False,unlabeled
