entity_without_ids,name_without_ids,lang_without_ids,entity_with_ids,name_with_ids,lang_with_ids,normalized_name
Q16898,Qian Tian Xiao Ji,en,Q26980,Qian Tian Xiao Ji,en,qian tian xiao ji
Q16901,Nagaoka Kyūmu,en,Q26983,Nagaoka Kyūmu,en,nagaoka kyūmu
Q16903,Xi Chuan De,en,Q26986,Xi Chuan De,en,xi chuan de
Q16904,Xi Chuan Fu,en,Q26989,Xi Chuan Fu,en,xi chuan fu
Q16909,Chang Li,en,Q26995,Chang Li,en,chang li
Q16911,Jing Ji Fang,en,Q27001,Jing Ji Fang,en,jing ji fang
Q16919,Qian Tian Chun Ji,en,Q27004,Qian Tian Chun Ji,en,qian tian chun ji
Q16923,Kanshūji Haruhide,en,Q27007,Kanshūji Haruhide,en,kanshūji haruhide
Q16923,Kanshūji Haruhide,en,Q27007,Kanshūji Haruhide,es,kanshūji haruhide
Q16924,Su Wu Yuan Zi,en,Q27010,Su Wu Yuan Zi,en,su wu yuan zi
Q16925,Daughter of Mori Hideyori (wife of Manri no Koji Mitsufusa),en,Q27013,Daughter of Mori Hideyori (wife of Manri no Koji Mitsufusa),en,daughter of mori hideyori (wife of manri no koji mitsufusa)
Q16927,Madenokōji Takafusa,en,Q27016,Madenokōji Takafusa,en,madenokōji takafusa
Q16927,Madenokōji Takafusa,en,Q27016,Madenokōji Takafusa,tr,madenokōji takafusa
Q16936,Yu Xi Duo Xiu Gui,en,Q27022,Yu Xi Duo Xiu Gui,en,yu xi duo xiu gui
Q16937,Yu Xi Duo Zhen Ji,en,Q27025,Yu Xi Duo Zhen Ji,en,yu xi duo zhen ji
Q16938,Yu Xi Duo Fu Li Ji,en,Q27028,Yu Xi Duo Fu Li Ji,en,yu xi duo fu li ji
Q16939,Yu Xi Duo Onagunofang,en,Q27031,Yu Xi Duo Onagunofang,en,yu xi duo onagunofang
Q16940,Gamō Sadahide,en,Q27034,Gamō Sadahide,en,gamō sadahide
Q16940,Gamō Sadahide,en,Q27034,Gamō Sadahide,nl,gamō sadahide
Q16940,Gamō Sadahide,en,Q27034,Gamō Sadahide,it,gamō sadahide
Q16940,Gamō Sadahide,en,Q27034,Gamō Sadahide,ast,gamō sadahide
Q16940,Gamō Sadahide,en,Q33293,Gamō Sadahide,en,gamō sadahide
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,en,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,es,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,nl,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,fr,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,de,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,it,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,ast,gamō ujisato
Q16941,Gamō Ujisato,en,Q27037,Gamō Ujisato,tr,gamō ujisato
Q16942,Pu Sheng Zhong Xiang,en,Q27040,Pu Sheng Zhong Xiang,en,pu sheng zhong xiang
Q16943,daughter of Gamō Masahide (wife of Fuse Chubei and later wife of Seki Kazumasa),en,Q27043,daughter of Gamō Masahide (wife of Fuse Chubei and later wife of Seki Kazumasa),en,daughter of gamō masahide (wife of fuse chubei and later wife of seki kazumasa)
Q16944,daughter of Gamō Masahide (wife of Tamaru Naomasa),en,Q27046,daughter of Gamō Masahide (wife of Tamaru Naomasa),en,daughter of gamō masahide (wife of tamaru naomasa)
Q16945,daughter of Gamō Masahide (wife of Ogura Yukiharu),en,Q27050,daughter of Gamō Masahide (wife of Ogura Yukiharu),en,daughter of gamō masahide (wife of ogura yukiharu)
Q16952,Jun Ji Ni,en,Q27053,Jun Ji Ni,en,jun ji ni
Q16953,Dui Jing Ji,en,Q27056,Dui Jing Ji,en,dui jing ji
Q16955,Cheng Yu,en,Q27062,Cheng Yu,en,cheng yu
Q16958,Song Ping Cheng Zheng,en,Q27065,Song Ping Cheng Zheng,en,song ping cheng zheng
Q16960,Song Ping Chang Qing,en,Q27068,Song Ping Chang Qing,en,song ping chang qing
Q16961,Dao Tian Jing Xin,en,Q27071,Dao Tian Jing Xin,en,dao tian jing xin
Q16963,Naitō Nobumasa,en,Q27077,Naitō Nobumasa,en,naitō nobumasa
Q16963,Naitō Nobumasa,en,Q27077,Naitō Nobumasa,pt,naitō nobumasa
Q16963,Naitō Nobumasa,en,Q27077,Naitō Nobumasa,de,naitō nobumasa
Q16963,Naitō Nobumasa,en,Q27077,Naitō Nobumasa,ast,naitō nobumasa
Q16963,Naitō Nobumasa,en,Q27077,Naitō Nobumasa,pt-br,naitō nobumasa
Q16964,Shui Ye Xian Sheng,en,Q27080,Shui Ye Xian Sheng,en,shui ye xian sheng
Q16965,Shui Ye Qing Zhong,en,Q27083,Shui Ye Qing Zhong,en,shui ye qing zhong
Q16966,Daughter of Matsudaira Masayasu (wife of Mizuno Tadamasa),en,Q27086,daughter of Matsudaira Masayasu (wife of Mizuno Tadamasa),en,daughter of matsudaira masayasu (wife of mizuno tadamasa)
Q16968,Yu Zhang Nofang,en,Q27089,Yu Zhang Nofang,en,yu zhang nofang
Q16969,Miao Chun Ni,en,Q27092,Miao Chun Ni,en,miao chun ni
Q16971,Shui Ye Jin Xin,en,Q27095,Shui Ye Jin Xin,en,shui ye jin xin
Q16972,Miao Shun Ni,en,Q27098,Miao Shun Ni,en,miao shun ni
Q16973,Shōjō-in,en,Q27101,Shōjō-in,en,shōjō-in
Q16973,Shōjō-in,en,Q27101,Shōjō-in,es,shōjō-in
Q16977,Shui Ye Shou Zhong,en,Q27104,Shui Ye Shou Zhong,en,shui ye shou zhong
Q16977,Shui Ye Shou Zhong,en,Q27110,Shui Ye Shou Zhong,en,shui ye shou zhong
Q16979,Shui Ye Wei Ze,en,Q27107,Shui Ye Wei Ze,en,shui ye wei ze
Q16980,Shui Ye Shou Zhong,en,Q27104,Shui Ye Shou Zhong,en,shui ye shou zhong
Q16980,Shui Ye Shou Zhong,en,Q27110,Shui Ye Shou Zhong,en,shui ye shou zhong
Q16982,Nakane clan (mistress of Oda Nobuhide later concubine of Mizuno Nobumoto),en,Q27116,Nakane clan (mistress of Oda Nobuhide later concubine of Mizuno Nobumoto),en,nakane clan (mistress of oda nobuhide later concubine of mizuno nobumoto)
Q16984,Daughter of Hisamatsu Toshikatsu (wife of Isshiki Akikatsu),en,Q27119,daughter of Hisamatsu Toshikatsu (wife of Isshiki Akikatsu),en,daughter of hisamatsu toshikatsu (wife of isshiki akikatsu)
Q16985,Song Ji,en,Q27122,Song Ji,en,song ji
Q16985,Song Ji,en,Q77405,Song Ji,en,song ji
Q16985,Song Ji,en,Q77405,Song Ji,nl,song ji
Q16985,Song Ji,en,Q77405,Song Ji,ast,song ji
Q16985,Song Ji,en,Q77405,Song Ji,es,song ji
Q16988,Song Ping Feng,en,Q27125,Song Ping Feng,en,song ping feng
Q16996,Bao Ke Zheng Zhong,en,Q27134,Bao Ke Zheng Zhong,en,bao ke zheng zhong
Q16997,daughter of Hoshina Masanao (wife of Kohinata Gentazaemon),en,Q27137,daughter of Hoshina Masanao (wife of Kohinata Gentazaemon),en,daughter of hoshina masanao (wife of kohinata gentazaemon)
Q16999,daughter of Oda Nagamasu (wife of Matsudaira Tadayori),en,Q27140,daughter of Oda Nagamasu (wife of Matsudaira Tadayori),en,daughter of oda nagamasu (wife of matsudaira tadayori)
Q17002,Matsudaira Tadahisa (Sakurai Matsudaira family),en,Q27143,Matsudaira Tadahisa (Sakurai Matsudaira family),en,matsudaira tadahisa (sakurai matsudaira family)
Q17008,Hei Tian De,en,Q27146,Hei Tian De,en,hei tian de
Q17012,daughter of Sugihara Nagafusa (wife of Hojo Ujishige),en,Q27149,daughter of Sugihara Nagafusa (wife of Hojo Ujishige),en,daughter of sugihara nagafusa (wife of hojo ujishige)
Q17014,Daughter of Sakai Ietsugu (wife of Matsudaira Tadayoshi),en,Q27155,daughter of Sakai Ietsugu (wife of Matsudaira Tadayoshi),en,daughter of sakai ietsugu (wife of matsudaira tadayoshi)
Q17023,Ōsuga Tadamasa,en,Q27158,Ōsuga Tadamasa,en,ōsuga tadamasa
Q17023,Ōsuga Tadamasa,en,Q27158,Ōsuga Tadamasa,nl,ōsuga tadamasa
Q17023,Ōsuga Tadamasa,en,Q27158,Ōsuga Tadamasa,ast,ōsuga tadamasa
Q17029,Chojuin (wife of Matsudaira Sadayuki),en,Q27161,Chojuin (wife of Matsudaira Sadayuki),en,chojuin (wife of matsudaira sadayuki)
Q17031,Song Ping Oman,en,Q27164,Song Ping Oman,en,song ping oman
Q17032,Song Ping Ju Ji,en,Q27167,Song Ping Ju Ji,en,song ping ju ji
Q17032,Song Ping Ju Ji,en,Q27356,Song Ping Ju Ji,en,song ping ju ji
Q17033,Zhi Xiang Yuan,en,Q27170,Zhi Xiang Yuan,en,zhi xiang yuan
Q17039,Chang Rong Yuan,en,Q27179,Chang Rong Yuan,en,chang rong yuan
Q17041,Song Ping Ding Cheng,en,Q27183,Song Ping Ding Cheng,en,song ping ding cheng
Q17045,Qiu Shan Xin Teng,en,Q27186,Qiu Shan Xin Teng,en,qiu shan xin teng
Q17046,Qiu Shan Chang Xiu,en,Q27189,Qiu Shan Chang Xiu,en,qiu shan chang xiu
Q17046,Qiu Shan Chang Xiu,en,Q27192,Qiu Shan Chang Xiu,en,qiu shan chang xiu
Q17049,Saigō Masakatsu,en,Q27195,Saigō Masakatsu,en,saigō masakatsu
Q17050,Xi Xiang Yuan Zheng,en,Q27198,Xi Xiang Yuan Zheng,en,xi xiang yuan zheng
Q17051,Shan Tian Sheng Zhong,en,Q27201,Shan Tian Sheng Zhong,en,shan tian sheng zhong
Q17053,Tōyama Masakage,en,Q27204,Tōyama Masakage,en,tōyama masakage
Q17054,Yuan Shan Zhi Sheng,en,Q27207,Yuan Shan Zhi Sheng,en,yuan shan zhi sheng
Q17056,Daughter of Oyama Takatomo (wife of Edo Shigemichi),en,Q27210,daughter of Oyama Takatomo (wife of Edo Shigemichi),en,daughter of oyama takatomo (wife of edo shigemichi)
Q17057,Ōkōchi Hidetsuna,en,Q27213,Ōkōchi Hidetsuna,en,ōkōchi hidetsuna
Q17057,Ōkōchi Hidetsuna,en,Q27213,Ōkōchi Hidetsuna,ast,ōkōchi hidetsuna
Q17057,Ōkōchi Hidetsuna,en,Q27213,Ōkōchi Hidetsuna,es,ōkōchi hidetsuna
Q17057,Ōkōchi Hidetsuna,en,Q27213,Ōkōchi Hidetsuna,tr,ōkōchi hidetsuna
Q17058,Ōkōchi Hisatsuna,en,Q27216,Ōkōchi Hisatsuna,en,ōkōchi hisatsuna
Q17058,Ōkōchi Hisatsuna,en,Q27216,Ōkōchi Hisatsuna,ast,ōkōchi hisatsuna
Q17058,Ōkōchi Hisatsuna,en,Q27216,Ōkōchi Hisatsuna,es,ōkōchi hisatsuna
Q17058,Ōkōchi Hisatsuna,en,Q27216,Ōkōchi Hisatsuna,tr,ōkōchi hisatsuna
Q17059,Daughter of Yamaguchi Hirosada (wife of Matsudaira Masatsuna),en,Q27219,daughter of Yamaguchi Hirosada (wife of Matsudaira Masatsuna),en,daughter of yamaguchi hirosada (wife of matsudaira masatsuna)
Q17063,Song Ping Zheng Gang Noniang  (ku Zhi Hui Nozheng Shi ),en,Q27222,Song Ping Zheng Gang Noniang  (ku Zhi Hui Nozheng Shi ),en,song ping zheng gang noniang (ku zhi hui nozheng shi )
Q17064,Song Ping Zheng Gang Noniang  (ben Duo Li Chang Nozheng Shi ),en,Q27225,Song Ping Zheng Gang Noniang  (ben Duo Li Chang Nozheng Shi ),en,song ping zheng gang noniang (ben duo li chang nozheng shi )
Q17065,Shi Guang Yuan  (song Ping Zhong Zheng Nozheng Shi ),en,Q27228,Shi Guang Yuan  (song Ping Zhong Zheng Nozheng Shi ),en,shi guang yuan (song ping zhong zheng nozheng shi )
Q17066,Song Ping Zheng Gang Noniang  (gou Kou Zhong Xiong Nozheng Shi ),en,Q27231,Song Ping Zheng Gang Noniang  (gou Kou Zhong Xiong Nozheng Shi ),en,song ping zheng gang noniang (gou kou zhong xiong nozheng shi )
Q17067,Fa Xiu Yuan  (san Zhai Kang Sheng Nozheng Shi ),en,Q27234,Fa Xiu Yuan  (san Zhai Kang Sheng Nozheng Shi ),en,fa xiu yuan (san zhai kang sheng nozheng shi )
Q17068,Song Ping Zheng Gang Noniang  (dao Xie Zheng Neng Noqi ),en,Q27237,Song Ping Zheng Gang Noniang  (dao Xie Zheng Neng Noqi ),en,song ping zheng gang noniang (dao xie zheng neng noqi )
Q17069,Song Ping Zheng Gang Noniang  (sakaki Yuan Zhao Qing Noqi ),en,Q27240,Song Ping Zheng Gang Noniang  (sakaki Yuan Zhao Qing Noqi ),en,song ping zheng gang noniang (sakaki yuan zhao qing noqi )
Q17070,Song Ping Zheng Gang Noniang  (shen Bao Mao Ming Nozheng Shi ),en,Q27242,Song Ping Zheng Gang Noniang  (shen Bao Mao Ming Nozheng Shi ),en,song ping zheng gang noniang (shen bao mao ming nozheng shi )
Q17073,Chang Gu Chuan Teng Guang,en,Q27245,Chang Gu Chuan Teng Guang,en,chang gu chuan teng guang
Q17074,San Jing Ji Zheng Noniang  (bei Tiao Shi Zhi Nomu ),en,Q27248,San Jing Ji Zheng Noniang  (bei Tiao Shi Zhi Nomu ),en,san jing ji zheng noniang (bei tiao shi zhi nomu )
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,en,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,fr,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,es,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,de,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,nl,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,it,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,ast,ōkubo nagayasu
Q17075,Ōkubo Nagayasu,en,Q27251,Ōkubo Nagayasu,tr,ōkubo nagayasu
Q17076,Jian Gong Xin Gao,en,Q27254,Jian Gong Xin Gao,en,jian gong xin gao
Q17080,Jiu Jing Zhong Zhong Noniang  (ben Duo Zheng Chun Nozheng Shi ),en,Q27257,Jiu Jing Zhong Zhong Noniang  (ben Duo Zheng Chun Nozheng Shi ),en,jiu jing zhong zhong noniang (ben duo zheng chun nozheng shi )
Q17082,Song Ping Zhong Qin,en,Q27260,Song Ping Zhong Qin,en,song ping zhong qin
Q17083,daughter of Matsudaira Chikanaga (wife of Matsudaira Shigeyoshi),en,Q27263,daughter of Matsudaira Chikanaga (wife of Matsudaira Shigeyoshi),en,daughter of matsudaira chikanaga (wife of matsudaira shigeyoshi)
Q17085,Song Ping Zhong Ji Noniang  (shi Chuan Kang Zheng Noqi Nochisong Ping Kang Qin Noji Shi ),en,Q27266,Song Ping Zhong Ji Noniang  (shi Chuan Kang Zheng Noqi Nochisong Ping Kang Qin Noji Shi ),en,song ping zhong ji noniang (shi chuan kang zheng noqi nochisong ping kang qin noji shi )
Q17086,Song Ping Zhong Mao,en,Q27269,Song Ping Zhong Mao,en,song ping zhong mao
Q17096,Kyōdai-in,en,Q27278,Kyōdai-in,en,kyōdai-in
Q17101,Enshōin,en,Q27281,Enshōin,en,enshōin
Q17101,Enshōin,en,Q27281,Enshōin,ast,enshōin
Q17115,Jishōin,en,Q27296,Jishōin,en,jishōin
Q17116,Hōju-in,en,Q27299,Hōju-in,en,hōju-in
Q17116,Hōju-in,en,Q27299,Hōju-in,fr,hōju-in
Q17116,Hōju-in,en,Q27299,Hōju-in,nb,hōju-in
Q17116,Hōju-in,en,Q27299,Hōju-in,ast,hōju-in
Q17116,Hōju-in,en,Q27299,Hōju-in,es,hōju-in
Q17116,Hōju-in,en,Q32252,Hōju-in,en,hōju-in
Q17116,Hōju-in,en,Q32252,Hōju-in,fr,hōju-in
Q17119,Keishōin,en,Q27302,Keishōin,en,keishōin
Q17119,Keishōin,en,Q27302,Keishōin,fr,keishōin
Q17119,Keishōin,en,Q27302,Keishōin,nb,keishōin
Q17119,Keishōin,en,Q27302,Keishōin,ast,keishōin
Q17119,Keishōin,en,Q27302,Keishōin,es,keishōin
Q17121,Eikōin,en,Q27305,Eikōin,en,eikōin
Q17121,Eikōin,en,Q27305,Eikōin,ast,eikōin
Q17121,Eikōin,en,Q27305,Eikōin,es,eikōin
Q17122,Hōshin-in,en,Q27308,Hōshin-in,en,hōshin-in
Q17128,Shōkō-in,en,Q27311,Shōkō-in,en,shōkō-in
Q17128,Shōkō-in,en,Q27311,Shōkō-in,ast,shōkō-in
Q17128,Shōkō-in,en,Q27317,Shōkō-in,en,shōkō-in
Q17128,Shōkō-in,en,Q27317,Shōkō-in,ast,shōkō-in
Q17129,Nei Teng Ju Ji,en,Q27314,Nei Teng Ju Ji,en,nei teng ju ji
Q17134,Bao Ke Mo Xu,en,Q27323,Bao Ke Mo Xu,en,bao ke mo xu
Q17135,Shi Ji,en,Q27326,Shi Ji,en,shi ji
Q17136,Bao Ke Zheng Chun,en,Q27329,Bao Ke Zheng Chun,en,bao ke zheng chun
Q17145,Hui Lin Yuan,en,Q27335,Hui Lin Yuan,en,hui lin yuan
Q17149,Qian Ye Hua Ji,en,Q27338,Qian Ye Hua Ji,en,qian ye hua ji
Q17151,Bai Shi Ji Jiu,en,Q27341,Bai Shi Ji Jiu,en,bai shi ji jiu
Q17155,Song Ping Mo Ji,en,Q27344,Song Ping Mo Ji,en,song ping mo ji
Q17156,Matsudaira Kunihime (daughter of Matsudaira Tadamasa),en,Q27347,Matsudaira Kunihime (daughter of Matsudaira Tadamasa),en,matsudaira kunihime (daughter of matsudaira tadamasa)
Q17157,Song Ping Qian Ji,en,Q27350,Song Ping Qian Ji,en,song ping qian ji
Q17162,Song Ping Ju Ji,en,Q27167,Song Ping Ju Ji,en,song ping ju ji
Q17162,Song Ping Ju Ji,en,Q27356,Song Ping Ju Ji,en,song ping ju ji
Q17163,Bao Ming Yuan,en,Q27359,Bao Ming Yuan,en,bao ming yuan
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,en,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,fr,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,de,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,nl,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,ast,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,es,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,it,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,vi,mōri hidenari
Q17165,Mōri Hidenari,en,Q27362,Mōri Hidenari,tr,mōri hidenari
Q17167,Da Jiang Zhu Zi,en,Q27368,Da Jiang Zhu Zi,en,da jiang zhu zi
Q17170,Guang Fan Xin Jun,en,Q27371,Guang Fan Xin Jun,en,guang fan xin jun
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,en,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,eu,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,fr,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,es,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,ca,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,fi,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,id,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,de,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,vi,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,it,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,tl,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,pap,katō kiyomasa
Q17171,Katō Kiyomasa,en,Q27374,Katō Kiyomasa,tr,katō kiyomasa
Q17173,Zhao Zi Nu Wang,en,Q27380,Zhao Zi Nu Wang,en,zhao zi nu wang
Q17177,De Chuan Guang Ji,en,Q27383,De Chuan Guang Ji,en,de chuan guang ji
Q17178,De Chuan Rong Ji,en,Q27386,De Chuan Rong Ji,en,de chuan rong ji
Q17179,De Chuan Yu Ji,en,Q27389,De Chuan Yu Ji,en,de chuan yu ji
Q17180,Seishoin (wife of Matsudaira Yoriyoshi),en,Q27392,Seishoin (wife of Matsudaira Yoriyoshi),en,seishoin (wife of matsudaira yoriyoshi)
Q17191,Guang Shan Si Chang Ran,en,Q27398,Guang Shan Si Chang Ran,en,guang shan si chang ran
Q17198,Xiao Li Yuan Jia Ni,en,Q27401,Xiao Li Yuan Jia Ni,en,xiao li yuan jia ni
Q17199,Song Ping Yin Ji,en,Q27404,Song Ping Yin Ji,en,song ping yin ji
Q17205,Song Ping Lai Long Noniang  (shui Gu Sheng Mei Nozheng Shi Nochimao Li Yuan Ci Noji Shi ),en,Q27407,Song Ping Lai Long Noniang  (shui Gu Sheng Mei Nozheng Shi Nochimao Li Yuan Ci Noji Shi ),en,song ping lai long noniang (shui gu sheng mei nozheng shi nochimao li yuan ci noji shi )
Q17211,Yu Du Gong Long Gang,en,Q27416,Yu Du Gong Long Gang,en,yu du gong long gang
Q17213,Jiu Jing Guo Ji,en,Q27419,Jiu Jing Guo Ji,en,jiu jing guo ji
Q17215,Ao Ping Ohuu,en,Q27422,Ao Ping Ohuu,en,ao ping ohuu
Q17217,Ao Ping Zhong Chang,en,Q27425,Ao Ping Zhong Chang,en,ao ping zhong chang
Q17219,daughter of Koide Yoshimasa (second wife of Matsudaira Tadaaki),en,Q27428,daughter of Koide Yoshimasa (second wife of Matsudaira Tadaaki),en,daughter of koide yoshimasa (second wife of matsudaira tadaaki)
Q17223,Matsudaira Umeko (second daughter of Matsudaira Tadaaki),en,Q27434,Matsudaira Umeko (second daughter of Matsudaira Tadaaki),en,matsudaira umeko (second daughter of matsudaira tadaaki)
Q17224,Song Ping Tong Zi,en,Q27437,Song Ping Tong Zi,en,song ping tong zi
Q17225,Ōkubo Tadatsune,en,Q27440,Ōkubo Tadatsune,en,ōkubo tadatsune
Q17225,Ōkubo Tadatsune,en,Q27440,Ōkubo Tadatsune,ast,ōkubo tadatsune
Q17225,Ōkubo Tadatsune,en,Q27440,Ōkubo Tadatsune,tr,ōkubo tadatsune
Q17227,Zen'ōin,en,Q27443,Zen'ōin,en,zen'ōin
Q17227,Zen'ōin,en,Q27443,Zen'ōin,es,zen'ōin
Q17227,Zen'ōin,en,Q27443,Zen'ōin,vi,zen'ōin
Q17238,Sen Oju,en,Q27449,Sen Oju,en,sen oju
Q17239,Tenshoin (wife of Ikeda Terusumi),en,Q27452,Tenshoin (wife of Ikeda Terusumi),en,tenshoin (wife of ikeda terusumi)
Q17242,Kōkan,en,Q27455,Kōkan,en,kōkan
Q17245,daughter of Ikeda Terusumi (wife of Kuki Takamasa),en,Q27458,daughter of Ikeda Terusumi (wife of Kuki Takamasa),en,daughter of ikeda terusumi (wife of kuki takamasa)
Q17249,Qian Ye Chang Zhi,en,Q27465,Qian Ye Chang Zhi,en,qian ye chang zhi
Q17250,Takamatsuin (wife of Gamo Tadasato and later wife of Senjuji Yaocho),en,Q27469,Takamatsuin (wife of Gamo Tadasato and later wife of Senjuji Yaocho),en,takamatsuin (wife of gamo tadasato and later wife of senjuji yaocho)
Q17251,Zheng Shou Yuan,en,Q27473,Zheng Shou Yuan,en,zheng shou yuan
Q17252,Katō Tadahiro,en,Q27477,Katō Tadahiro,en,katō tadahiro
Q17252,Katō Tadahiro,en,Q27477,Katō Tadahiro,ast,katō tadahiro
Q17252,Katō Tadahiro,en,Q27477,Katō Tadahiro,es,katō tadahiro
Q17252,Katō Tadahiro,en,Q27477,Katō Tadahiro,tr,katō tadahiro
Q17254,Qian Ye Shi,en,Q27481,Qian Ye Shi,en,qian ye shi
Q17255,Qian Ye Gui,en,Q27485,Qian Ye Gui,en,qian ye gui
Q17258,Qian Ye Jiu,en,Q27489,Qian Ye Jiu,en,qian ye jiu
Q17265,Daidōji Naohide I,en,Q27493,Daidōji Naohide I,en,daidōji naohide i
Q17265,Daidōji Naohide I,en,Q27493,Daidōji Naohide I,ast,daidōji naohide i
Q17266,Daughter of Ishikawa Yasumichi (wife of Matsudaira Yasushige),en,Q27497,Daughter of Ishikawa Yasumichi (wife of Matsudaira Yasushige),en,daughter of ishikawa yasumichi (wife of matsudaira yasushige)
Q17267,Daughter of Tokunaga Toshimasa (second wife of Matsudaira Yasushige),en,Q27501,Daughter of Tokunaga Toshimasa (second wife of Matsudaira Yasushige),en,daughter of tokunaga toshimasa (second wife of matsudaira yasushige)
Q17270,Song Ping Lin,en,Q27505,Song Ping Lin,en,song ping lin
Q17271,Keijuin (daughter of Matsudaira Yasushige),en,Q27509,Keijuin (daughter of Matsudaira Yasushige),en,keijuin (daughter of matsudaira yasushige)
Q17278,Qing Quan Yuan,en,Q27518,Qing Quan Yuan,en,qing quan yuan
Q17282,Chang Wei Jing Dong,en,Q27524,Chang Wei Jing Dong,en,chang wei jing dong
Q17283,Nagao Sadakage (Ashikaga Nagao clan),en,Q27527,Nagao Sadakage (Ashikaga Nagao clan),en,nagao sadakage (ashikaga nagao clan)
Q17284,Chang Wei Jing Chang,en,Q27531,Chang Wei Jing Chang,en,chang wei jing chang
Q17285,daughter of Nagao Sadakage or Nagao Kagehito (wife of Nagao Kageharu),en,Q27534,daughter of Nagao Sadakage or Nagao Kagehito (wife of Nagao Kageharu),en,daughter of nagao sadakage or nagao kagehito (wife of nagao kageharu)
Q17286,sister of Nagano Narimasa or daughter of Nagao Kagehito? (wife of Nagao Kagehide),en,Q27537,sister of Nagano Narimasa or daughter of Nagao Kagehito? (wife of Nagao Kagehide),en,sister of nagano narimasa or daughter of nagao kagehito? (wife of nagao kagehide)
Q17287,daughter of Oyama Yoshimasa (wife of Nagao Kagenaka),en,Q27540,daughter of Oyama Yoshimasa (wife of Nagao Kagenaka),en,daughter of oyama yoshimasa (wife of nagao kagenaka)
Q17288,Chang Wei Jing Xin,en,Q27543,Chang Wei Jing Xin,en,chang wei jing xin
Q17290,daughter of Nagao Kagehito (wife of Ota Michizane),en,Q27546,daughter of Nagao Kagehito (wife of Ota Michizane),en,daughter of nagao kagehito (wife of ota michizane)
Q17291,Chang Wei Neng Jing,en,Q27549,Chang Wei Neng Jing,en,chang wei neng jing
Q17292,daughter of Nagao Shigekage (Wife of Yamayoshi Yoshimori),en,Q27552,daughter of Nagao Shigekage (Wife of Yamayoshi Yoshimori),en,daughter of nagao shigekage (wife of yamayoshi yoshimori)
Q17294,Da Shi Xian Yi,en,Q27555,Da Shi Xian Yi,en,da shi xian yi
Q17295,Da Shi Fang Zhong,en,Q27558,Da Shi Fang Zhong,en,da shi fang zhong
Q17296,Shui Wu Lai Jian Zi,en,Q27561,Shui Wu Lai Jian Zi,en,shui wu lai jian zi
Q17297,Nijō Hisamoto,en,Q27564,Nijō Hisamoto,en,nijō hisamoto
Q17297,Nijō Hisamoto,en,Q27564,Nijō Hisamoto,fr,nijō hisamoto
Q17297,Nijō Hisamoto,en,Q27564,Nijō Hisamoto,de,nijō hisamoto
