# Japanese GEDCOM ID to Wikibase QID Mapping
# Generated by japanese_repair_upload.py

# Properties
birth_date	P7
child	P20
death_date	P8
full_name	P5
gedcom_refn	P41
given_name	P3
sex	P11
spouse	P42
surname	P4

# Individuals
@I12434@	Q18981
@I1243@	Q7791
@I12442@	Q18989
@I12443@	Q18990
@I12445@	Q18992
@I12450@	Q18997
@I12452@	Q18999
@I12453@	Q19000
@I12454@	Q19001
@I12456@	Q19003
@I12457@	Q19004
@I12458@	Q19005
@I1245@	Q7793
@I12463@	Q19010
@I12465@	Q19012
@I12468@	Q19015
@I12471@	Q19018
@I12482@	Q19029
@I12483@	Q19030
@I12487@	Q19034
@I12488@	Q19035
@I1248@	Q7796
@I12491@	Q19038
@I12493@	Q19040
@I12494@	Q19041
@I12495@	Q19042
@I12498@	Q19045
@I124@	Q6672
@I12506@	Q19053
@I12518@	Q19065
@I12521@	Q19068
@I12522@	Q19069
@I12524@	Q19071
@I12525@	Q19072
@I12526@	Q19073
@I12539@	Q19086
@I12548@	Q19095
@I12549@	Q19096
@I12575@	Q19122
@I12576@	Q19123
@I12598@	Q19145
@I12599@	Q19146
@I125@	Q6673
@I12607@	Q19154
@I12608@	Q19155
@I1260@	Q7808
@I12611@	Q19158
@I12615@	Q19162
@I12617@	Q19164
@I12618@	Q19165
@I12619@	Q19166
@I12620@	Q19167
@I12621@	Q19168
@I12633@	Q19180
@I12635@	Q19182
@I12641@	Q19188
@I12642@	Q19189
@I12644@	Q19191
@I12647@	Q19194
@I12648@	Q19195
@I12649@	Q19196
@I1264@	Q7812
@I12652@	Q19199
@I12655@	Q19202
@I1265@	Q7813
@I12666@	Q19213
@I12668@	Q19215
@I12669@	Q19216
@I12670@	Q19217
@I12672@	Q19219
@I12673@	Q19220
@I12674@	Q19221
@I12678@	Q19225
@I1267@	Q7815
@I12683@	Q19230
@I12684@	Q19231
@I12686@	Q19233
@I12688@	Q19235
@I12690@	Q19237
@I12691@	Q19238
@I12693@	Q19240
@I12694@	Q19241
@I12695@	Q19242
@I12696@	Q19243
@I12697@	Q19244
@I12698@	Q19245
@I126@	Q6674
@I12700@	Q19247
@I12701@	Q19248
@I12702@	Q19249
@I12703@	Q19250
@I12704@	Q19251
@I12705@	Q19252
@I12706@	Q19253
@I12707@	Q19254
@I12708@	Q19255
@I1270@	Q7818
@I12710@	Q19257
@I12711@	Q19258
@I12713@	Q19260
@I12715@	Q19262
@I12716@	Q19263
@I12717@	Q19264
@I12718@	Q19265
@I12719@	Q19266
@I12720@	Q19267
@I12721@	Q19268
@I12722@	Q19269
@I12723@	Q19270
@I12724@	Q19271
@I12725@	Q19272
@I12726@	Q19273
@I12727@	Q19274
@I12729@	Q19276
@I1272@	Q7820
@I12730@	Q19277
@I12731@	Q19278
@I12732@	Q19279
@I12733@	Q19280
@I12734@	Q19281
@I12735@	Q19282
@I12736@	Q19283
@I12737@	Q19284
@I12738@	Q19285
@I12739@	Q19286
@I12740@	Q19287
@I12741@	Q19288
@I12742@	Q19289
@I12743@	Q19290
@I12744@	Q19291
@I12745@	Q19292
@I12746@	Q19293
@I12747@	Q19294
@I12748@	Q19295
@I12750@	Q19297
@I12751@	Q19298
@I12752@	Q19299
@I12753@	Q19300
@I12754@	Q19301
@I12755@	Q19302
@I12756@	Q19303
@I12757@	Q19304
@I12758@	Q19305
@I12759@	Q19306
@I1275@	Q7823
@I12760@	Q19307
@I12761@	Q19308
@I12764@	Q19311
@I12765@	Q19312
@I12766@	Q19313
@I12767@	Q19314
@I12769@	Q19316
@I12771@	Q19318
@I12775@	Q19322
@I12779@	Q19326
@I12780@	Q19327
@I12781@	Q19328
@I12782@	Q19329
@I12783@	Q19330
@I12784@	Q19331
@I12788@	Q19335
@I12789@	Q19336
@I12790@	Q19337
@I12791@	Q19338
@I12792@	Q19339
@I12794@	Q19341
@I12795@	Q19342
@I12796@	Q19343
@I12797@	Q19344
@I12798@	Q19345
@I12800@	Q19347
@I12801@	Q19348
@I12804@	Q19351
@I12805@	Q19352
@I12806@	Q19353
@I12807@	Q19354
@I12808@	Q19355
@I12809@	Q19356
@I12810@	Q19357
@I12813@	Q19360
@I12814@	Q19361
@I12815@	Q19362
@I12816@	Q19363
@I12817@	Q19364
@I12818@	Q19365
@I12821@	Q19368
@I12823@	Q19370
@I12824@	Q19371
@I12827@	Q19374
@I12828@	Q19375
@I12829@	Q19376
@I12830@	Q19377
@I12831@	Q19378
@I12833@	Q19380
@I12834@	Q19381
@I12835@	Q19382
@I12836@	Q19383
@I12837@	Q19384
@I12839@	Q19386
@I1283@	Q7831
@I12840@	Q19387
@I12841@	Q19388
@I12842@	Q19389
@I12843@	Q19390
@I12844@	Q19391
@I12846@	Q19393
@I12847@	Q19394
@I12848@	Q19395
@I12849@	Q19396
@I12850@	Q19397
@I12851@	Q19398
@I12852@	Q19399
@I12853@	Q19400
@I12854@	Q19401
@I12855@	Q19402
@I12856@	Q19403
@I12857@	Q19404
@I12858@	Q19405
@I12859@	Q19406
@I12860@	Q19407
@I12861@	Q19408
@I12862@	Q19409
@I12863@	Q19410
@I12864@	Q19411
@I12865@	Q19412
@I12867@	Q19414
@I12868@	Q19415
@I12870@	Q19417
@I12871@	Q19418
@I12872@	Q19419
@I12873@	Q19420
@I12874@	Q19421
@I12875@	Q19422
@I12876@	Q19423
@I12878@	Q19425
@I12879@	Q19426
@I12880@	Q19427
@I12881@	Q19428
@I12882@	Q19429
@I12884@	Q19431
@I12885@	Q19432
@I12886@	Q19433
@I12889@	Q19436
@I1288@	Q7836
@I12890@	Q19437
@I12891@	Q19438
@I12892@	Q19439
@I12893@	Q19440
@I12894@	Q19441
@I12895@	Q19442
@I12896@	Q19443
@I12897@	Q19444
@I12898@	Q19445
@I12899@	Q19446
@I1289@	Q7837
@I128@	Q6676
@I12900@	Q19447
@I12901@	Q19448
@I12902@	Q19449
@I12903@	Q19450
@I12904@	Q19451
@I12906@	Q19453
@I1290@	Q7838
@I12917@	Q19464
@I1291@	Q7839
@I12920@	Q19467
@I12933@	Q19480
@I12936@	Q19483
@I12940@	Q19487
@I12942@	Q19489
@I12944@	Q19491
@I12947@	Q19494
@I12948@	Q19495
@I12949@	Q19496
@I12951@	Q19498
@I12957@	Q19504
@I12961@	Q19508
@I12963@	Q19510
@I12965@	Q19512
@I12966@	Q19513
@I12967@	Q19514
@I12968@	Q19515
@I12974@	Q19521
@I12975@	Q19522
@I12978@	Q19525
@I12979@	Q19526
@I12980@	Q19527
@I12981@	Q19528
@I12984@	Q19531
@I12986@	Q19533
@I1298@	Q7846
@I12990@	Q19537
@I12994@	Q19541
@I12995@	Q19542
@I12996@	Q19543
@I12997@	Q19544
@I12998@	Q19545
@I129@	Q6677
@I12@	Q6454
@I13002@	Q19549
@I13008@	Q19555
@I13012@	Q19559
@I13013@	Q19560
@I13023@	Q19570
@I13024@	Q19571
@I13030@	Q19577
@I13031@	Q19578
@I13038@	Q19585
@I13039@	Q19586
@I13041@	Q19588
@I13046@	Q19593
@I13047@	Q19594
@I13048@	Q19595
@I13052@	Q19599
@I13053@	Q19600
@I13055@	Q19602
@I13056@	Q19603
@I13060@	Q19607
@I13066@	Q19613
@I13071@	Q19618
@I13073@	Q19620
@I13075@	Q19622
@I13080@	Q19627
@I13082@	Q19629
@I13083@	Q19630
@I13084@	Q19631
@I13085@	Q19632
@I13086@	Q19633
@I13087@	Q19634
@I13088@	Q19635
@I13092@	Q19639
@I13093@	Q19640
@I13096@	Q19643
@I13099@	Q19646
@I130@	Q6678
@I13100@	Q19647
@I13106@	Q19653
@I13108@	Q19655
@I1310@	Q7858
@I13110@	Q19657
@I13123@	Q19670
@I13124@	Q19671
@I13125@	Q19672
@I13127@	Q19674
@I13128@	Q19675
@I13129@	Q19676
@I13131@	Q19678
@I13137@	Q19684
@I13138@	Q19685
@I13139@	Q19686
@I13143@	Q19690
@I13144@	Q19691
@I13145@	Q19692
@I13146@	Q19693
@I13148@	Q19695
@I1314@	Q7862
@I13151@	Q19698
@I13156@	Q19703
@I13157@	Q19704
@I1315@	Q7863
@I13163@	Q19710
@I13164@	Q19711
@I13167@	Q19714
@I13170@	Q19717
@I13172@	Q19719
@I13173@	Q19720
@I13174@	Q19721
@I13175@	Q19722
@I13176@	Q19723
@I13178@	Q19725
@I13179@	Q19726
@I1317@	Q7865
@I13183@	Q19730
@I1318@	Q7866
@I13190@	Q19737
@I13191@	Q19738
@I13194@	Q19741
@I13198@	Q19745
@I1319@	Q7867
@I13204@	Q19751
@I1320@	Q7868
@I13210@	Q19757
@I13211@	Q19758
@I13212@	Q19759
@I13214@	Q19761
@I13217@	Q19764
@I13220@	Q19767
@I13221@	Q19768
@I13223@	Q19770
@I13224@	Q19771
@I13225@	Q19772
@I13227@	Q19774
@I13228@	Q19775
@I1322@	Q7870
@I13232@	Q19779
@I13235@	Q19782
@I13236@	Q19783
@I13238@	Q19785
@I1323@	Q7871
@I13241@	Q19788
@I13243@	Q19790
@I13244@	Q19791
@I13245@	Q19792
@I13246@	Q19793
@I13248@	Q19795
@I13249@	Q19796
@I13255@	Q19802
@I13259@	Q19806
@I13261@	Q19808
@I13265@	Q19812
@I13270@	Q19817
@I13278@	Q19825
@I13282@	Q19829
@I13284@	Q19831
@I13285@	Q19832
@I1328@	Q7876
@I13292@	Q19839
@I13295@	Q19842
@I13296@	Q19843
@I13297@	Q19844
@I13299@	Q19846
@I132@	Q6680
@I13300@	Q19847
@I13301@	Q19848
@I13302@	Q19849
@I13304@	Q19851
@I13308@	Q19855
@I13309@	Q19856
@I1330@	Q7878
@I13314@	Q19861
@I13315@	Q19862
@I1331@	Q7879
@I13320@	Q19867
@I13322@	Q19869
@I13323@	Q19870
@I13324@	Q19871
@I1332@	Q7880
@I13332@	Q19879
@I13334@	Q19881
@I13335@	Q19882
@I13337@	Q19884
@I13343@	Q19890
@I13349@	Q19896
@I13350@	Q19897
@I13356@	Q19903
@I1335@	Q7883
@I13364@	Q19911
@I13365@	Q19912
@I13368@	Q19915
@I13370@	Q19917
@I13373@	Q19920
@I13374@	Q19921
@I13376@	Q19923
@I1337@	Q7885
@I13381@	Q19928
@I13382@	Q19929
@I13383@	Q19930
@I13385@	Q19932
@I13386@	Q19933
@I13387@	Q19934
@I13393@	Q19940
@I13396@	Q19943
@I13397@	Q19944
@I13402@	Q19949
@I13405@	Q19952
@I13408@	Q19955
@I13409@	Q19956
@I1340@	Q7888
@I13418@	Q19965
@I1341@	Q7889
@I13420@	Q19967
@I13421@	Q19968
@I13422@	Q19969
@I13424@	Q19971
@I13426@	Q19973
@I13427@	Q19974
@I13432@	Q19979
@I13433@	Q19980
@I13438@	Q19985
@I13439@	Q19986
@I1343@	Q7891
@I13443@	Q19990
@I13449@	Q19996
@I1344@	Q7892
@I13451@	Q19998
@I13452@	Q19999
@I13457@	Q20004
@I13458@	Q20005
@I13460@	Q20007
@I13461@	Q20008
@I13462@	Q20009
@I13463@	Q20010
@I13465@	Q20012
@I13466@	Q20013
@I13467@	Q20014
@I13468@	Q20015
@I13469@	Q20016
@I13471@	Q20018
@I13472@	Q20019
@I13473@	Q20020
@I13474@	Q20021
@I13475@	Q20022
@I13477@	Q20024
@I1347@	Q7895
@I13480@	Q20027
@I13481@	Q20028
@I13483@	Q20030
@I13486@	Q20033
@I13487@	Q20034
@I13492@	Q20039
@I13494@	Q20041
@I13495@	Q20042
@I1349@	Q7897
@I13500@	Q20047
@I13507@	Q20054
@I13508@	Q20055
@I13509@	Q20056
@I13510@	Q20057
@I13513@	Q20060
@I13514@	Q20061
@I1351@	Q7899
@I13522@	Q20069
@I13528@	Q20075
@I13538@	Q20085
@I13539@	Q20086
@I1353@	Q7901
@I13541@	Q20088
@I13543@	Q20090
@I13544@	Q20091
@I13549@	Q20096
@I13550@	Q20097
@I13552@	Q20099
@I13554@	Q20101
@I13555@	Q20102
@I13556@	Q20103
@I13557@	Q20104
@I13561@	Q20108
@I13562@	Q20109
@I13564@	Q20111
@I13566@	Q20113
@I13567@	Q20114
@I13572@	Q20119
@I13573@	Q20120
@I13574@	Q20121
@I13576@	Q20123
@I13577@	Q20124
@I13580@	Q20127
@I13581@	Q20128
@I13582@	Q20129
@I13584@	Q20131
@I13588@	Q20135
@I1358@	Q7906
@I13591@	Q20138
@I13593@	Q20140
@I13594@	Q20141
@I13595@	Q20142
@I13596@	Q20143
@I13597@	Q20144
@I13599@	Q20146
@I13600@	Q20147
@I13601@	Q20148
@I13602@	Q20149
@I13603@	Q20150
@I13604@	Q20151
@I13605@	Q20152
@I13606@	Q20153
@I13608@	Q20155
@I13609@	Q20156
@I1360@	Q7908
@I13610@	Q20157
@I13615@	Q20162
@I13616@	Q20163
@I13617@	Q20164
@I13619@	Q20166
@I13620@	Q20167
@I13621@	Q20168
@I13622@	Q20169
@I13625@	Q20172
@I13626@	Q20173
@I13630@	Q20177
@I13645@	Q20192
@I13646@	Q20193
@I13647@	Q20194
@I13648@	Q20195
@I13649@	Q20196
@I13650@	Q20197
@I13651@	Q20198
@I13652@	Q20199
@I13653@	Q20200
@I13654@	Q20201
@I13655@	Q20202
@I13657@	Q20204
@I13658@	Q20205
@I13659@	Q20206
@I13660@	Q20207
@I13664@	Q20211
@I13665@	Q20212
@I13667@	Q20214
@I13668@	Q20215
@I13669@	Q20216
@I13670@	Q20217
@I13671@	Q20218
@I13672@	Q20219
@I13674@	Q20221
@I1367@	Q7915
@I13680@	Q20227
@I13682@	Q20229
@I13683@	Q20230
@I13684@	Q20231
@I13686@	Q20233
@I13689@	Q20236
@I1368@	Q7916
@I13691@	Q20238
@I13692@	Q20239
@I13697@	Q20244
@I13699@	Q20246
@I13701@	Q20248
@I13704@	Q20251
@I13705@	Q20252
@I13708@	Q20255
@I13709@	Q20256
@I1370@	Q7918
@I13715@	Q20262
@I13719@	Q20266
@I1371@	Q7919
@I13720@	Q20267
@I13721@	Q20268
@I1372@	Q7920
@I13732@	Q20279
@I13733@	Q20280
@I13735@	Q20282
@I13736@	Q20283
@I1373@	Q7921
@I13742@	Q20289
@I13746@	Q20293
@I13747@	Q20294
@I13748@	Q20295
@I1374@	Q7922
@I13752@	Q20299
@I13755@	Q20302
@I1375@	Q7923
@I13763@	Q20310
@I13768@	Q20315
@I13769@	Q20316
@I1376@	Q7924
@I13778@	Q20325
@I13779@	Q20326
@I13780@	Q20327
@I13781@	Q20328
@I13784@	Q20331
@I13785@	Q20332
@I13786@	Q20333
@I13787@	Q20334
@I13793@	Q20340
@I13797@	Q20344
@I1379@	Q7927
@I13800@	Q20347
@I13807@	Q20354
@I13808@	Q20355
@I13809@	Q20356
@I1380@	Q7928
@I13811@	Q20358
@I13812@	Q20359
@I13818@	Q20365
@I1381@	Q7929
@I13820@	Q20367
@I13822@	Q20369
@I13825@	Q20372
@I13826@	Q20373
@I13827@	Q20374
@I13829@	Q20376
@I1382@	Q7930
@I13832@	Q20379
@I13833@	Q20380
@I13838@	Q20385
@I13839@	Q20386
@I13840@	Q20387
@I13847@	Q20394
@I13848@	Q20395
@I13849@	Q20396
@I13856@	Q20403
@I13857@	Q20404
@I13858@	Q20405
@I13866@	Q20413
@I13867@	Q20414
@I13868@	Q20415
@I13869@	Q20416
@I13870@	Q20417
@I1387@	Q7935
@I13880@	Q20427
@I13881@	Q20428
@I13882@	Q20429
@I13884@	Q20431
@I13888@	Q20435
@I13890@	Q20437
@I13891@	Q20438
@I13892@	Q20439
@I13894@	Q20441
@I13897@	Q20444
@I13899@	Q20446
@I138@	Q6686
@I13900@	Q20447
@I13904@	Q20451
@I13907@	Q20454
@I13909@	Q20456
@I13910@	Q20457
@I13915@	Q20462
@I13916@	Q20463
@I13917@	Q20464
@I13923@	Q20470
@I13926@	Q20473
@I13930@	Q20477
@I13931@	Q20478
@I13934@	Q20481
@I13936@	Q20483
@I13937@	Q20484
@I13938@	Q20485
@I13939@	Q20486
@I1393@	Q7941
@I13940@	Q20487
@I13941@	Q20488
@I13944@	Q20491
@I13946@	Q20493
@I13947@	Q20494
@I13948@	Q20495
@I13949@	Q20496
@I13950@	Q20497
@I13951@	Q20498
@I13954@	Q20501
@I13955@	Q20502
@I13962@	Q20509
@I13969@	Q20516
@I13970@	Q20517
@I13971@	Q20518
@I13972@	Q20519
@I13974@	Q20521
@I13979@	Q20526
@I13980@	Q20527
@I13982@	Q20529
@I13983@	Q20530
@I13989@	Q20536
@I13991@	Q20538
@I13992@	Q20539
@I13994@	Q20541
@I13995@	Q20542
@I13996@	Q20543
@I13998@	Q20545
@I139@	Q6687
@I13@	Q6456
@I14003@	Q20550
@I14004@	Q20551
@I14005@	Q20552
@I14011@	Q20558
@I14012@	Q20559
@I14018@	Q20565
@I14026@	Q20573
@I14027@	Q20574
@I14035@	Q20582
@I14037@	Q20584
@I14038@	Q20585
@I14039@	Q20586
@I1403@	Q7951
@I1404@	Q7952
@I14050@	Q20597
@I14052@	Q20599
@I14053@	Q20600
@I14056@	Q20603
@I1405@	Q7953
@I14065@	Q20612
@I14066@	Q20613
@I14068@	Q20615
@I14071@	Q20618
@I14079@	Q20626
@I1407@	Q7955
@I14084@	Q20631
@I14085@	Q20632
@I14086@	Q20633
@I14088@	Q20635
@I14089@	Q20636
@I1408@	Q7956
@I14090@	Q20637
@I14094@	Q20641
@I14097@	Q20644
@I14099@	Q20646
@I1409@	Q7957
@I140@	Q6688
@I14102@	Q20649
@I14106@	Q20653
@I14107@	Q20654
@I14108@	Q20655
@I1410@	Q7958
@I14112@	Q20659
@I14114@	Q20661
@I14115@	Q20662
@I14116@	Q20663
@I14117@	Q20664
@I14118@	Q20665
@I14122@	Q20669
@I14123@	Q20670
@I14125@	Q20672
@I14126@	Q20673
@I14127@	Q20674
@I1412@	Q7960
@I1413@	Q7961
@I1414@	Q7962
@I14152@	Q20699
@I14153@	Q20700
@I14156@	Q20703
@I14158@	Q20705
@I1415@	Q7963
@I14161@	Q20708
@I1416@	Q7964
@I14177@	Q20724
@I14178@	Q20725
@I14179@	Q20726
@I14180@	Q20727
@I14185@	Q20732
@I14186@	Q20733
@I14188@	Q20735
@I14189@	Q20736
@I1418@	Q7966
@I14190@	Q20737
@I14193@	Q20740
@I1419@	Q7967
@I141@	Q6689
@I14204@	Q20751
@I14211@	Q20758
@I14219@	Q20766
@I14221@	Q20768
@I14222@	Q20769
@I14223@	Q20770
@I14225@	Q20772
@I14246@	Q20793
@I14248@	Q20795
@I1424@	Q7972
@I14250@	Q20797
@I14255@	Q20802
@I14258@	Q20805
@I1427@	Q7975
@I1428@	Q7976
@I14293@	Q20840
@I14298@	Q20845
@I14299@	Q20846
@I142@	Q6690
@I14304@	Q20851
@I14307@	Q20854
@I14309@	Q20856
@I1430@	Q7978
@I14310@	Q20857
@I14321@	Q20868
@I14322@	Q20869
@I14327@	Q20874
@I14328@	Q20875
@I14329@	Q20876
@I14332@	Q20879
@I14334@	Q20881
@I14335@	Q20882
@I14336@	Q20883
@I14338@	Q20885
@I14340@	Q20887
@I14341@	Q20888
@I14342@	Q20889
@I14344@	Q20891
@I14345@	Q20892
@I14346@	Q20893
@I14347@	Q20894
@I14348@	Q20895
@I14349@	Q20896
@I14353@	Q20900
@I14354@	Q20901
@I14355@	Q20902
@I14357@	Q20904
@I14360@	Q20907
@I14361@	Q20908
@I14363@	Q20910
@I14373@	Q20920
@I14375@	Q20922
@I14376@	Q20923
@I14377@	Q20924
@I1437@	Q7985
@I14380@	Q20927
@I14389@	Q20936
@I14390@	Q20937
@I14391@	Q20938
@I14398@	Q20945
@I14399@	Q20946
@I143@	Q6691
@I14401@	Q20948
@I14403@	Q20950
@I14404@	Q20951
@I14407@	Q20954
@I1440@	Q7988
@I14410@	Q20957
@I14414@	Q20961
@I14415@	Q20962
@I14416@	Q20963
@I14417@	Q20964
@I14418@	Q20965
@I14419@	Q20966
@I14431@	Q20978
@I14432@	Q20979
@I14433@	Q20980
@I14436@	Q20983
@I14437@	Q20984
@I14438@	Q20985
@I1443@	Q7991
@I14446@	Q20993
@I14447@	Q20994
@I14448@	Q20995
@I14449@	Q20996
@I14464@	Q21011
@I14482@	Q21029
@I14486@	Q21033
@I14490@	Q21037
@I14493@	Q21040
@I144@	Q6692
@I14502@	Q21049
@I14504@	Q21051
@I14509@	Q21056
@I14517@	Q21064
@I14518@	Q21065
@I14519@	Q21066
@I14520@	Q21067
@I14521@	Q21068
@I14522@	Q21069
@I14523@	Q21070
@I14524@	Q21071
@I14525@	Q21072
@I14526@	Q21073
@I14527@	Q21074
@I14528@	Q21075
@I14529@	Q21076
@I14530@	Q21077
@I14531@	Q21078
@I14533@	Q21080
@I14534@	Q21081
@I14535@	Q21082
@I14536@	Q21083
@I14537@	Q21084
@I14538@	Q21085
@I14539@	Q21086
@I14540@	Q21087
@I14542@	Q21089
@I14543@	Q21090
@I14544@	Q21091
@I14545@	Q21092
@I14546@	Q21093
@I14548@	Q21095
@I14549@	Q21096
@I14550@	Q21097
@I14551@	Q21098
@I14552@	Q21099
@I14553@	Q21100
@I14554@	Q21101
@I14556@	Q21103
@I14557@	Q21104
@I14558@	Q21105
@I14559@	Q21106
@I1455@	Q8003
@I14560@	Q21107
@I14561@	Q21108
@I14562@	Q21109
@I14563@	Q21110
@I14564@	Q21111
@I14565@	Q21112
@I14566@	Q21113
@I14567@	Q21114
@I14568@	Q21115
@I14569@	Q21116
@I14570@	Q21117
@I14571@	Q21118
@I14572@	Q21119
@I14573@	Q21120
@I14574@	Q21121
@I14575@	Q21122
@I14576@	Q21123
@I14577@	Q21124
@I14578@	Q21125
@I14579@	Q21126
@I14580@	Q21127
@I14581@	Q21128
@I14582@	Q21129
@I14583@	Q21130
@I14584@	Q21131
@I14585@	Q21132
@I14586@	Q21133
@I14588@	Q21135
@I14591@	Q21138
@I14592@	Q21139
@I14593@	Q21140
@I14594@	Q21141
@I14595@	Q21142
@I14596@	Q21143
@I14597@	Q21144
@I14598@	Q21145
@I14599@	Q21146
@I145@	Q6693
@I14600@	Q21147
@I14601@	Q21148
@I14603@	Q21150
@I14604@	Q21151
@I14605@	Q21152
@I14606@	Q21153
@I14607@	Q21154
@I14611@	Q21158
@I14612@	Q21159
@I14613@	Q21160
@I14614@	Q21161
@I14615@	Q21162
@I14616@	Q21163
@I14617@	Q21164
@I14618@	Q21165
@I14619@	Q21166
@I14621@	Q21168
@I14622@	Q21169
@I14623@	Q21170
@I14624@	Q21171
@I14625@	Q21172
@I14626@	Q21173
@I14627@	Q21174
@I14629@	Q21176
@I14630@	Q21177
@I14631@	Q21178
@I14632@	Q21179
@I14635@	Q21182
@I14636@	Q21183
@I14637@	Q21184
@I14638@	Q21185
@I14639@	Q21186
@I14640@	Q21187
@I14641@	Q21188
@I14642@	Q21189
@I14643@	Q21190
@I14644@	Q21191
@I14645@	Q21192
@I14646@	Q21193
@I14647@	Q21194
@I14648@	Q21195
@I14649@	Q21196
@I14650@	Q21197
@I14651@	Q21198
@I14652@	Q21199
@I14653@	Q21200
@I14654@	Q21201
@I14655@	Q21202
@I14656@	Q21203
@I14657@	Q21204
@I14658@	Q21205
@I14659@	Q21206
@I14661@	Q21208
@I14662@	Q21209
@I14663@	Q21210
@I14664@	Q21211
@I14665@	Q21212
@I14666@	Q21213
@I14667@	Q21214
@I14668@	Q21215
@I14669@	Q21216
@I14670@	Q21217
@I14671@	Q21218
@I14672@	Q21219
@I14673@	Q21220
@I14674@	Q21221
@I14675@	Q21222
@I14676@	Q21223
@I14677@	Q21224
@I14678@	Q21225
@I14679@	Q21226
@I1467@	Q8015
@I14680@	Q21227
@I14681@	Q21228
@I14682@	Q21229
@I14683@	Q21230
@I14684@	Q21231
@I14685@	Q21232
@I14686@	Q21233
@I14688@	Q21235
@I14689@	Q21236
@I1468@	Q8016
@I14690@	Q21237
@I14695@	Q21242
@I14696@	Q21243
@I14697@	Q21244
@I14698@	Q21245
@I1469@	Q8017
@I14701@	Q21248
@I14702@	Q21249
@I14703@	Q21250
@I14704@	Q21251
@I14705@	Q21252
@I14706@	Q21253
@I14707@	Q21254
@I1470@	Q8018
@I14710@	Q21257
@I14713@	Q21260
@I14714@	Q21261
@I14715@	Q21262
@I14716@	Q21263
@I14717@	Q21264
@I14718@	Q21265
@I14719@	Q21266
@I1471@	Q8019
@I14720@	Q21267
@I14721@	Q21268
@I14722@	Q21269
@I14723@	Q21270
@I14724@	Q21271
@I14725@	Q21272
@I14726@	Q21273
@I14727@	Q21274
@I14728@	Q21275
@I14729@	Q21276
@I14731@	Q21278
@I14732@	Q21279
@I14736@	Q21283
@I14737@	Q21284
@I14738@	Q21285
@I14739@	Q21286
@I1473@	Q8021
@I14740@	Q21287
@I14741@	Q21288
@I14743@	Q21290
@I14744@	Q21291
@I14745@	Q21292
@I14746@	Q21293
@I14747@	Q21294
@I14748@	Q21295
@I14749@	Q21296
@I14750@	Q21297
@I14751@	Q21298
@I14752@	Q21299
@I14753@	Q21300
@I14754@	Q21301
@I14755@	Q21302
@I14756@	Q21303
@I14757@	Q21304
@I14758@	Q21305
@I14759@	Q21306
@I14760@	Q21307
@I14761@	Q21308
@I14762@	Q21309
@I14763@	Q21310
@I14764@	Q21311
@I14765@	Q21312
@I14766@	Q21313
@I14768@	Q21315
@I14769@	Q21316
@I1476@	Q8024
@I14770@	Q21317
@I14771@	Q21318
@I14772@	Q21319
@I14773@	Q21320
@I14774@	Q21321
@I14775@	Q21322
@I14776@	Q21323
@I14777@	Q21324
@I14778@	Q21325
@I14779@	Q21326
@I14780@	Q21327
@I14781@	Q21328
@I14782@	Q21329
@I14783@	Q21330
@I14784@	Q21331
@I14785@	Q21332
@I14786@	Q21333
@I14787@	Q21334
@I14788@	Q21335
@I14789@	Q21336
@I1478@	Q8026
@I14790@	Q21337
@I14791@	Q21338
@I14792@	Q21339
@I14793@	Q21340
@I14794@	Q21341
@I14795@	Q21342
@I14796@	Q21343
@I14797@	Q21344
@I14798@	Q21345
@I14799@	Q21346
@I14800@	Q21347
@I14801@	Q21348
@I14802@	Q21349
@I14803@	Q21350
@I14808@	Q21355
@I14809@	Q21356
@I14810@	Q21357
@I14811@	Q21358
@I14812@	Q21359
@I14813@	Q21360
@I14814@	Q21361
@I14815@	Q21362
@I14816@	Q21363
@I14817@	Q21364
@I14818@	Q21365
@I14819@	Q21366
@I14820@	Q21367
@I14821@	Q21368
@I14822@	Q21369
@I14823@	Q21370
@I14824@	Q21371
@I14825@	Q21372
@I14826@	Q21373
@I14827@	Q21374
@I14828@	Q21375
@I14829@	Q21376
@I14830@	Q21377
@I14831@	Q21378
@I14832@	Q21379
@I14833@	Q21380
@I14834@	Q21381
@I14835@	Q21382
@I14836@	Q21383
@I14837@	Q21384
@I14838@	Q21385
@I14839@	Q21386
@I1483@	Q8031
@I14840@	Q21387
@I14841@	Q21388
@I14842@	Q21389
@I14843@	Q21390
@I14844@	Q21391
@I14845@	Q21392
@I14846@	Q21393
@I14847@	Q21394
@I14848@	Q21395
@I1484@	Q8032
@I14850@	Q21397
@I14851@	Q21398
@I14852@	Q21399
@I14853@	Q21400
@I14854@	Q21401
@I14856@	Q21403
@I14858@	Q21405
@I14859@	Q21406
@I1485@	Q8033
@I14860@	Q21407
@I14861@	Q21408
@I14862@	Q21409
@I14864@	Q21411
@I14865@	Q21412
@I14866@	Q21413
@I14868@	Q21415
@I14869@	Q21416
@I1486@	Q8034
@I14870@	Q21417
@I14871@	Q21418
@I14875@	Q21422
@I14876@	Q21423
@I14879@	Q21426
@I1487@	Q8035
@I14881@	Q21428
@I14883@	Q21430
@I14884@	Q21431
@I14885@	Q21432
@I14886@	Q21433
@I14887@	Q21434
@I14889@	Q21436
@I1488@	Q8036
@I14891@	Q21438
@I14892@	Q21439
@I14893@	Q21440
@I14894@	Q21441
@I14895@	Q21442
