qid,wikidata_qid,P7931,P6821,P8857,P7969,P9129,P3217,P6996,P2889,P4193,P535,P4108,P7352,P8094,P9644,P6192,P2503,P4116,P3051,P9195,P4620,P9280,P5452,P7434,P9495,P5871,P8462,P1185,P13492,P7929,P8143,P8356,P8172,P4963,P6303,P5259,P5324,P4819,P5316,P5536,P4820,P4638,P4159,P7607,P2949,P1819
Q135248,Q4069180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135249,Q253628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135250,Q104879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135251,Q887051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135252,Q745160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00567223
Q135253,Q233771,,,,,,,,,,,,,,,,,,,,,,,,,,,351151,,,,,,,,,,,,,,,,,,I00567225
Q135254,Q39962,,,,,,,,,,,,,,,,,,,,,,,,,,,351148,,,,,,,,,,,,,,,,,,I00567222
Q135255,Q39576,,alvin-person:50796,,,,,,,,,,,,,,,,,,,,,,person/8f082513-2934-4103-9498-36b8c2862fd4,,,115913,,,,,,,,,,,,,,,,,,I00567190
Q135256,Q40234,,,,,,,,,,,,,,,,,,,,,,,,,,,351152,,,,,,,,,,,,,,,,,,I00715465
Q135257,Q299387,,,,,,,,,,,,,,,,,,,,,,,,,,,115885,,,,,,,,,,,,,,,,,,I00567226
Q135258,Q347176,,,,,,,,,,,,,,,,,,,,,,,,,,,371604,,,,,,,,,,,,,,,,,,
Q135259,Q289276,,,,,,,,,,,,,,,,,,,,,,,,,,,420113,,,,,,,,,,,,,,,,,,I00736331
Q135260,Q469070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736292
Q135261,Q6398587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135262,Q16331573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135263,Q1310565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135264,Q85681788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135265,Q20100899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135266,Q269964,,,,,,,,,,,,,,,,,,,,,,,,,,,667006|753365,,,,,,,,,,,,,,,Phila_(daughter_of_Antipater)_(1),,,I00736322
Q135267,Q2087883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135268,Q125655343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135269,Q1199977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135270,Q1199978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135271,Q6723466,,,,,,,,,,,,,,,,,,,,,,,,,,,467851,,,,,,,,,,,,,,,,,,
Q135272,Q292317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736516
Q135273,Q808052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bardyllis_(1),,,I00786218
Q135274,Q13230617,,,,,,,,,,,,,,,,,,,,,,,,,,,139896,,,,,,,,,,,,,,,,,,I00738438
Q135275,Q335658,,,,,,,,,,,,,,,,,,,,,,,,,,,96030,,,,,,,,,,,,,,,,,,I00736414
Q135276,Q3539799,,,,,,,,,,,,,,,,,,,,,,,,,,,482220,,,,,,,,,,,,,,,,,,I00738436
Q135277,Q12283915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135278,Q207183,,alvin-person:51940,,,,,,,,,,,,,,,,,,,,,,person/7fa063ee-ae6d-42ce-a116-d4ee9863e147,,,351150,,,,,,,,,,,,,,,,,,I00736323
Q135279,Q347144,,,,,,,,,,,,,,,,,,,,,,,,,,,420127,,,,,,,,,,,,,,,,,,I00736326
Q135280,Q347170,,,,,,,,,,,,,,,,,,,,,,,,,,,482207,,,,,,,,,,,,,,,,,,I00736330
Q135281,Q8636269,,,,,,,,,,,,,,,,,,,,,,,,,,,420128,,,,,,,,,,,,,,,,,,I00736327
Q135282,Q190055,,,,,,,,,,,,,,,,,,,,,,,,,,,90274,,,,,,,,,,,,,,,Roxana_(1),,,I00736564
Q135283,Q5429464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736566
Q135284,Q434369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736568
Q135285,Q207847,,,,,,,,,,,,,,,,,,,,,,,,,,,90690,,,,,,,,,,,,,,,,,,I00737565
Q135286,Q447770,,,,,,,,,,,,,,,,,,,,,,,,,,,452026,,,,,,,,,,,,,,,,,,
Q135287,Q1130494,,,,,,,,,,,,,,,,,,,,,,,,,,,90692,,,,,,,,,,,,,,,,,,I00737566
Q135288,Q12878606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135289,Q310095,,,,,,,,,,,,,,,,,,,,,,,,,,,95863,,,,,,,,,,,,,,,,,,I00736337
Q135290,Q131732241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738066
Q135291,Q295225,,,,,,,,,,,,,,,,,,,,,,,,,,,96053,,,,,,,,,,,,,,,,,,I00736399
Q135292,Q131732243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738045
Q135293,Q28169574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135294,Q43985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135295,Q312893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00737239
Q135296,Q4896825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00253191
Q135297,Q11906721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135298,Q102865,,,,,,,,,,,,,,,,,,,,,,,,,,,96045,,,,,,,,,,,,,,,,,,I00737913
Q135299,Q347628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736342
Q135300,Q334726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135301,Q313228,,,,,,,,,,,,,,,,,,,,,,,,,,,79453|32711,,,,,,,,,,,,,,,,,,
Q135302,Q115749766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135303,Q11979099,,,,,,,,,,,,,,,,,,,,,,,,,,,970865,,,,,,,,,,,,,,,,,,
Q135304,Q75382548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10267.htm#i102662,,,,
Q135305,Q75382550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10267.htm#i102663,,,Wihtgar-1,
Q135306,Q96074675,,,,,,,,,,,,,,,,,,I2566,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135307,Q454047,,,,,,,,,,,,,,,,,,I2563,,,,,,,,,92209,,,,,,,,,,,,,,p10264.htm#i102634,Cynric_of_Wessex_(1),,Wessex-365,
Q135308,Q5184195,,,,,,,,,,,,,,,,,,I2564,,,,,,,,,92210,,,,,,,,,,,,,,p17579.htm#i175789,Creoda_of_Wessex_(1),,Wessex-366,
Q135309,Q75507674,,,,,,,,,,,,,,,,,,,,,,,,,,,842617,,,,,,,,,,,,,,p18360.htm#i183599,,,Bernicia-19,
Q135310,Q75507652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p18359.htm#i183584,,,,
Q135314,Q738812,,,,,,,,,,,,,,,,,,,,,,,,,,,126860,,,,,,,,,,,,,,,Icel_De_Mercia_(2),,Mercia-228,
Q135315,Q728080,,,,,,,,,,,,,,,,,,,,,,,,,,,950566,,,,,,,,,,,,,,,Wehha_of_East_Anglia_(1),,,
Q135316,Q12771373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135317,Q334478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135318,Q349897,,,,,,,,,,,,,,,,,,,,,,,,,,,695218,,,,,,,,,,,,,,,,,,
Q135319,Q4335370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135320,Q2071073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135321,Q4336453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135322,Q3555333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135323,Q878522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135324,Q463760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736346
Q135325,Q740013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135326,Q233783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135327,Q20669247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135328,Q204760,,,,,,,,,,,,,,,,,,,,,,,,,,,371595,,,,,,,,,,,,,,,,,,I00700798
Q135329,Q441885,,,,,,,,,,,,,,,,,,,,,,,,,,,667004,,,,,,,,,,,,,,,,,,I00736329
Q135330,Q1671982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iollas_Of_Macedonia_(1),,,
Q135331,Q518039,,,,,,,,,,,,,,,,,,,,,,,,,,,351149,,,,,,,,,,,,,,,,,,I00700799
Q135332,Q878392,,,,,,,,,,,,,,,,,,,,,,,,,,,541059,,,,,,,,,,,,,,,Magas_of_Cyrene_(1),,,I00700800
Q135333,Q269946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736302
Q135334,Q3299484,,,,,,,,,,,,,,,,,,,,,,,,,,,541079,,,,,,,,,,,,,,,,,,I00736563
Q135335,Q231668,,,,,,,,,,,,,,,,,,,,,,,,,,,351146,,,,,,,,,,,,,,,,,,I00567191
Q135336,Q39602,,alvin-person:50799,,,,,,,,,,,,,,,,,,,,,,person/9be36637-f569-40d6-81a2-eb89fb499c47,,,351153,,,,,,,,,,,,,,,Ptolemy_III_Euergetes_(1),,,I00567192
Q135337,Q237136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00567229
Q135338,Q3554962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00567228
Q135339,Q2116229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135340,Q32133,,alvin-person:51058,,,,,,,,,,,,,,,,,,,,,,,,,351147|420103,,,,,,,,,,,,,,,,,,I00715466
Q135341,Q1934546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736468
Q135342,Q6710205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135343,Q7183088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135344,Q391454,,,,,,,,,,,,,,,,,,,,,,,,,,,488515|420107,,,,,,,,,,,,,,,,,,I00736334
Q135345,Q59734,,,,,,,,,,,,,,,,,,,,,,,,,,,401550,,,,,,,,,,,,,,,Demetrius_I_of_Macedon_(1),,,I00736293
Q135346,Q878405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736294
Q135347,Q267733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00567224
Q135348,Q1374006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135349,Q297390,,,,,,,,,,,,,,,,,,,,,,,,,,,667018,,,,,,,,,,,,,,,,,,I00736460
Q135350,Q241386,,alvin-person:51942,,,,,,,,,,,,,,,,,,,,,,,,,465423,,,,,,,,,,,,,,,,,,I00736312
Q135351,Q235061,,,,,,,,,,,,,,,,,,,,,,,,,,,139881,,,,,,,,,,,,,,,Stratonice_of_Syria_(1),,,I00736321
Q135352,Q1120892,,,,,,,,,,,,,,,,,,,,,,,,,,,465440,,,,,,,,,,,,,,,,,,I00736459
Q135353,Q1850877,,,,,,,,,,,,,,,,,,,,,,,,,,,1224209|465426,,,,,,,,,,,,,,,,,,I00738584
Q135354,Q462994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135355,Q3269324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleitus_the_Illyrian_(1),,,
Q135356,Q729118,,,,,,,,,,,,,,,,,,,,,,,,,,,96014,,,,,,,,,,,,,,,,,,I00738435
Q135357,Q511880,,,,,,,,,,,,,,,,,,,,,,,,,,,96015,,,,,,,,,,,,,,,,,,I00738434
Q135358,Q403377,,,,,,,,,,,,,,,,,,,,,,,,,,,96017|482223|970863,,,,,,,,,,,,,,,,,,I00738431
Q135359,Q560625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135360,Q11938756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135361,Q4721242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135362,Q458544,,,,,,,,,,,,,,,,,,,,,,,,,,,667057,,,,,,,,,,,,,,,,,,I00736328
Q135363,Q551847,,,,,,,,,,,,,,,,,,,,,,,,,,,90689,,,,,,,,,,,,,,,Oxyartes_Sogdiana_(1),,,I00736565
Q135364,Q470337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736567
Q135365,Q6048491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00737917
Q135366,Q3243260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00737918
Q135367,Q109312801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135368,Q192867,,,,,,,,,,,,,,,,,,,,,,,,,,,96049,,,,,,,,,,,,,,,,,,I00736410
Q135369,Q260783,,,,,,,,,,,,,,,,,,,,,,,,,,,495647,,,,,,,,,,,,,,,,,,I00737837
Q135370,Q16177979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135371,Q312032,,,,,,,,,,,,,,,,,,,,,,,,,,,95791,,,,,,,,,,,,,,,,,,I00736336
Q135372,Q131732242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738067
Q135373,Q271260,,,,,,,,,,,,,,,,,,,,,,,,,,,95787,,,,,,,,,,,,,,,,,,I00736401
Q135374,Q299428,,,,,,,,,,,,,,,,,,,,,,,,,,,95790,,,,,,,,,,,,,,,,,,I00736400
Q135375,Q716428,,,,,,,,,,,,,,,,,,,,,,,,,,,667073,,,,,,,,,,,,,,,,,,
Q135376,Q233359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736405
Q135377,Q262739,,,,,,,,,,,,,,,,,,,,,,,,,,,587236,,,,,,,,,,,,,,,,,,I00738039
Q135378,Q264576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738038
Q135379,Q7180014,,,,,,,,,,,,,,,,,,,,,,,,,,,644339,,,,,,,,,,,,,,,,,,I00738483
Q135380,Q20001806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135381,Q129165,,,,,,,,,,8153452,,,,,,,,,,,,,,,,,95779,,,,,,,,,,,,,,,,,,I00736406
Q135382,Q331517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738564
Q135383,Q11906699,,,,,,,,,,,,,,,,,,,,,,,,,,,597620,,,,,,,,,,,,,,,,,,I00738562
Q135384,Q4927914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738563
Q135385,Q5896993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738154
Q135386,Q2861160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135387,Q454906,,,,,,,,,,,,,,,,,,,,,,,,,,,597622,,,,,,,,,,,,,,,,,,I00738043
Q135388,Q539806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00737927
Q135389,Q561925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135390,Q5957727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135391,Q15858840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00786248
Q135392,Q18384750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135393,Q262243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00738561
Q135394,Q2428648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00737254
Q135395,Q1666220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135396,Q16171389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135397,Q8204395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135398,Q15632748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00737914
Q135399,Q242340,,,,,,,,,,,,,,,,,,,,,,,,,,,111188,,,,,,,,,,,,,,,,,,I00736411
Q135400,Q665965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736412
Q135401,Q109547894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135402,Q96782428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135403,Q147164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736343
Q135404,Q135454557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135405,Q16573951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135406,Q319034,,,,,,,,,,,,,,,,,,,,,,,,,,,79455,,,,,,,,,,,,,,,,,,
Q135407,Q184273,,,,,,,,,,,,,,,,,,,,,,,,,,,79457|32550|1227547,,,,,,,,,,,,,,,,,,
Q135408,Q336832,,,,,,,,,,,,,,,,,,,,,,,,,,,79456|1228677,,,,,,,,,,,,,,,,,,
Q135409,Q115762115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135410,Q86006677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135411,Q1761359,,,,,,,,,,,,,,,,,,,,,,,,term/8dad7f4b-a250-462d-b3e9-7f964b7dc71b,,,,,,,,,,,,,,,,,,,,,
Q135412,Q9252723,,,,,,,,,,,,,,,,,,,,,,,,,,,970866,,,,,,,,,,,,,,,,,,
Q135413,Q96074676,,,,,,,,,,,,,,,,,,I2567,,,,,,,,,240260,,,,,,,,,,,,,,,,,Wessex-152,
Q135414,Q96074677,,,,,,,,,,,,,,,,,,I2568,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135415,Q363849,,,,,,,,,,,,,,,,,,I2562,,,,,,,,,92208,,,,,,,,,,,,,,p10264.htm#i102635,Ceawlin_of_Wessex_(1),,Wessex-25,
Q135416,Q45824969,,,,,,,,,,,,,,,,,,I2569,,,,,,,,,126847,,,,,,,,,,,,,,p10264.htm#i102636,Cuthwulf_Wessex_(1),,Wessex-367,
Q135417,Q77482534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135418,Q11919680,,,,,,,,,,,,,,,,,,,,,,,,,,,132178,,,,,,,,,,,,,,p18360.htm#i183598,,,Inguisson-1,
Q135419,Q116147854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00759114
Q135420,Q211396,,alvin-person:50444,,,,,,,,,,,,,,,,,,,,,,person/e9eb373b-2747-432d-afc4-2bd8ac8b2153,,,132309,,,,,,,,,,,,,,,,,Maximus-1,I00716776|I00768446
Q135421,Q1327859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elen_Eudaf_(1),,Einudd-7,
Q135422,Q17984835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135423,Q2511778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ap_Cynderin-2,I00768443
Q135424,Q2575163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ap_Cadeyrn-2,I00206930|I00754932
Q135425,Q3405065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135426,Q2727075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135427,Q1772594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=asa;n=d agder,,,,,,,,,,,,,Asa_Haraldsdottir_(1),,Haraldsdottir-6,I00220732
Q135428,Q130320413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haraldsson-27,
Q135429,Q1421647,,,,,,,,,,,,,,,,,,,,,,,,,,,323121,,,,,,,,,,,,,,,Halfdan_the_Valiant_(1),,,
Q135430,Q360151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135431,Q718102,,,,,,,,,,,,,,,,,,,,,,,,,,,1028089,,,,,,,,,,,,,,,,,,
Q135432,Q44228,,,,,,,,,,,,,,,,,,,,,,,,,,,695214,,,,,,,,,,,,,,,,,,
Q135433,Q44005,,,,,,,,,,,,,,,,,,,,,,,,,,,695217,,,,,,,,,,,,,,,,,,
Q135434,Q943883,,,,,,,,,,,,,,,,,,,,,,,,,,,1262329,,,,,,,,,,,,,,,,,,
Q135435,Q2998631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135436,Q114356953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135437,Q458256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736345
Q135438,Q11906173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736552
Q135439,Q131563309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135440,Q553304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135441,Q319378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135442,Q297366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135443,Q113834692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135444,Q5049217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736304
Q135445,Q1489064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135446,Q3621605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135447,Q11941236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135448,Q451066,,,,,,,,,,,,,,,,,,,,,,,,,,,1253599|588853,,,,,,,,,,,,,,,Apama_II_(1),,,I00715471
Q135449,Q40010,,alvin-person:50803,,,,,,,,,,,,,,,,,,,,,,,,,581581,,,,,,,,,,,,,,,Berenice_II_(1),,,I00567193
Q135450,Q172353,,alvin-person:26400,,,,,,,,,,,,,,,,,,,,,,person/7a8d6d13-05be-40f2-861e-5e015cd6e20c,,,96019|482226,,,,,,,,,,,,,,,,,,I00736301
Q135451,Q3235790,,,,,,,,,,,,,,,,,,,,,,,,,,,883413,,,,,,,,,,,,,,,,,,I00736300
Q135452,Q3563389,,,,,,,,,,,,,,,,,,,,,,,,,,,541071,,,,,,,,,,,,,,,,,,I00737573
Q135453,Q312326,,alvin-person:51049,,,,,,,,,,,,,,,,,,,,,,person/b0647ca8-e87e-4851-91cf-f4a8a6c04b74,,,883429,,,,,,,,,,,,,,,,,,I00737574
Q135454,Q3621403,,,,,,,,,,,,,,,,,,,,,,,,,,,1261219,,,,,,,,,,,,,,,,,,I00737578
Q135455,Q7782484,,,,,,,,,,,,,,,,,,,,,,,,,,,883436,,,,,,,,,,,,,,,,,,I00736562
Q135456,Q886688,,,,,,,,,,,,,,,,,,,,,,,,,,,420109,,,,,,,,,,,,,,,,,,
Q135457,Q39595,,alvin-person:50800,,,,,,,,,,,,,,,,,,,,,,,,,351154,,,,,,,,,,,,,,,Ptolemy_IV_Philopator_(1),,,I00567194
Q135458,Q40258,,,,,,,,,,,,,,,,,,,,,,,,,,,115884,,,,,,,,,,,,,,,Arsinoe_III_of_Egypt_(1),,,I00567195
Q135459,Q12873284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135460,Q3233494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00567197
Q135461,Q222930,,alvin-person:52175,,,,,,,,,,,,,,,,,,,,,,,,,139879,,,,,,,,,,,,,,,Antiochus_II_Theos_(1),,,I00736276
Q135462,Q12873721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736595
Q135463,Q468821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135464,Q4691548,,,,,,,,,,,,,,,,,,,,,,,,,,,1254322,,,,,,,,,,,,,,,,,,I00736332
Q135465,Q23938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135466,Q176912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135467,Q24254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135468,Q262329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736592
Q135469,Q21095831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135470,Q131720555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135471,Q6710208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00736467
