# Entities with Geni IDs but no Wikidata QIDs
qid,english_label,english_description,geni_ids
Q114226,Rodrigo  Velloso Señor de Cabrera y Ribera,,6000000078350624187
Q114228,Amat  de Montsoriu I Vizconde de Barcelona,,6000000003828371060
Q114230,Sancha,,6000000003828371067
Q114232,Ledgardis (Sybille)  de Tost Vizcondesa de Ager,,6000000007150940630
Q114234,"Guerau II  de Cabrera Conde de Urgel, Vizconde de Gerona y de Ager",,6000000007151823690
Q114236,Bermudo  Ovéquiz,,6000000017807133182
Q114238,Urraca  Bermúdez,,6000000017807104282
Q114240,Gutierre  Bermúdez,,6000000027110921527
Q114242,Suero  Bermúdez,,6000000006175171662
Q114244,María Pires de Ambia,,6000000034675980605
Q114246,Gonzalo  Peláez Señor de Cisneros,,6000000021748501664
Q114248,Cristina  Peláez Infanta y Condesa de Carrion,,6000000021768766825
Q114250,doña Teresa Pelaes Infanta de Carrión,,6000000021768907825
Q114252,María Pelaez,,6000000021770571321
Q114254,Xiména  Gómez de Carrión,,6000000007335484017
Q114256,Elvira  Gómez de Gormaz,,6000000008394773867
Q114258,Elvira  Gomez de Carrion,,6000000007209082108
Q114260,Maior condesa,,6000000097298904897
Q114262,Mayor  Ansurez,,6000000030484807850
Q114264,Eilo  Martínez Osorio,,6000000032398907420
Q114266,Vela  Gutiérrez Osorio Mayordomo Mayor Fernando II de León,,6000000001736399824
Q114270,Mayor  Rodríguez,,6000000004549020407
Q114272,Velasco  Pérez de Traba conde de Limia,,6000000004978839571
Q114274,Urraca  Pérez de Traba,,6000000004978839527
Q114276,"Cde. García Pérez de Traba, señor de Trastámara",,6000000004978839577
Q114278,Cde. Rodrigo el Velloso Pérez de Traba,,6000000003493287333
Q114280,Estefanía  Pérez de Traba,,6000000010556906140
Q114282,Sancha  Pérez de Traba,,6000000003493283979
Q114284,Ildaura  Pérez de Traba,,6000000016159555469
Q114286,Urraca,,6000000005251122383
Q114288,Thedon  Rozendo 2º senhor de Tavora,,6000000010219242117
Q114290,Urraca  Dordia Osorez señora d'Alberite,,6000000009437883403
Q114292,Ordoño  García de Aza,,6000000003654832299
Q114294,Elvira Urraca  García Condesa consorte de Erro,,6000000001374192809
Q114296,Mayor  García,,6000000004988559110
Q114298,Álvaro  García,,6000000017116171262
Q114300,Fernando  García de Castro,,6000000017116202148
Q114302,Dordia  Soares,,6000000013899625852
Q114304,"Gonzalo  Trastamires da Maia , II Senhor de Maia 2º senhor da Maia",,5152220457910119673
Q114306,Vivili  Turtezendes,,6000000008492033851
Q114308,Adosinda  Hermigues,,6000000003589272131
Q114310,Mãe Incógnita,,6000000011511042860
Q114312,Teodoredo  Fromarigues,,6000000001818496744
Q114314,Diego  Moniz de Saldaña 1er. Conde de Saldaña,,6000000004343473997
Q114316,Tigrida  González,,6000000004343575617
Q114320,Fernando  Díaz de Saldaña,,6000000004343575642
Q114322,Tigridia Díaz  Diaz,,6000000000437615749
Q114324,Munio  Díaz,,6000000011324967085
Q114326,Cde. Osorio Díaz,,6000000004343575636
Q114328,Guntroda  Díaz,,6000000011324477087
Q114330,Froila  Díaz,,6000000016171003193
Q114332,Gonzalo  Díaz,,6000000016170996176
Q114334,Señor  Velázquez,,6000000015183226055
Q114336,Ruy  Velázquez señor de Bilaren de la Foz de Lara,,6000000015183188357
Q114338,Dordia  Díaz,,6000000063356421872
Q114340,"Mudarra  González de Lara Señor de la Casa de Lara. Gobernador de Lara, Asturias y Mena",,6000000015183251109
Q114342,Teresa  Méndez Sorred de Sotomayor,,6000000008531912580
Q114344,Arias de Saavedra Fernández de Castro XI señor de Saavedra,,6000000039234278077
Q114346,Arias  Fernández de Saavedra obispo de León,,6000000032281473698
Q114348,Teresa  Fernández Arias,,6000000032281788036
Q114350,Mãe Incógnita,,6000000001864353406
Q114352,Rodrigo  Forjaz de Trastamara,,6000000001864353385
Q114354,Veremundo señor de Trastamara,,6000000031963864019
Q116238,Froila Rodriguez  de Trastámara,,6000000193074000836
Q116250,Hisham ibn Abd al-Jabbar,,6000000011494751691
Q117759,N,,6000000040236886381
Q118053,Paio  Ramires,,6000000012459897565
Q118055,Gontrade  Soares,,6000000012460149507
Q118057,"D.Gualdim Pais, 4º Mestre dos Templários em Portugal",,6000000025891959899
Q118059,Fernão  Garcia de Sousa o Esgaravimha,,6000000012240014469
Q118061,Urraca  Afonso de Portugal,,6000000000361052707
Q118063,Aldara  Pires de Riba de Vizela,,6000000012454119015
Q118065,João  Pires Gago,,6000000201164568851
Q118067,Milia  Fernandes de Castro,,6000000012140917011
Q118069,Martim Gil  Gil de Sousa 2º conde de Barcelos,,6000000008979414400
Q118071,Maria  Martins da Maia,,6000000014862946347
Q118073,João  Gil de Soverosa,,6000000020360416068
Q118075,,,6000000003388892479
Q118077,Toda  Anes de Soverosa,,6000000020360414081
Q118079,Mór  Rodrigues,,6000000014497118668
Q118081,Sancha Martins  de Podentes,,6000000000082952745
Q118083,Pedro Salvador  de Urgueses,,6000000004306652099
Q118085,Vasco (Vicente)  Pires Dulgues,,6000000001412875461
Q118087,Estevainha  Pires Dulguezes,,6000000014497167159
Q118089,Chamoa  Gomes da Ribeira,,6000000014497813274
Q118091,Inês  Pais de Valadares,,6000000008492052572
Q118093,Martim Pires  Curvo,,6000000036749630092
Q118095,Aldonça  Martins de Alvarenga,,6000000015423514126
Q118097,Pero  Pais de Alvarenga,,6000000014466806470
Q118099,Inês  Martins de Alvarenga,,6000000008491852776
Q118101,Afonso  Martins,,6000000015423814017
Q118103,Nuno  Martins,,6000000015423618590
Q118105,Inês  Martins,,6000000015423765204
Q118107,Nuno Martins de  Chacim,,6000000003828011494
Q118109,Gil  Nunes de Chacim,,6000000012641290692
Q118111,Heitor  Nunes de Chacim,,6000000016236924351
Q118113,Álvaro  Nunes de Chacim,,6000000014863515570
Q118115,Sancho  Nunes de Chacim,,6000000014863433934
Q118117,Urraca  Nunes de Chacim,,6000000008761611286
Q118119,Teresa  Nunes de Chacim,,6000000014863673109
Q118121,Pero  Nunes de Chacim (de Baião),,6000000014863624380
Q118123,Berengária  Nunes de Chacim dona do mosteiro de Santos,,6000000014863557848
Q118125,Branca  Nunes de Chacim monja no mosteiro de Arouca,,6000000014863557889
Q118127,Martim  Nunes de Chacim frei da Ordem de Santiago,,6000000014863637188
Q118129,Fruilhe  Nunes de Chacim,,6000000014863647579
Q118131,Pero Nunes de  Baião,,6000000186313926034
Q118133,Maria  Rodrigues de Chacim,,6000000001412875565
Q118135,Nuno  Martins Barreto,,6000000001864370548
Q118137,Brites  Martins Barreto,,6000000001412875551
Q118139,Gil  Martins Barreto,,6000000015626970417
Q118141,Afonso  Martins Barreto,,6000000015626954434
Q118143,Álvaro  Martins Barreto,,6000000015626946460
Q118145,Sancha  Martins Barreto,,6000000012460205749
Q118147,Mem Nunes  Barreto,,6000000000008149305
Q118149,Constança  Martins Barreto,,6000000015430274652
Q118151,Inês  Rodrigues Ribeiro,,6000000013842138610
Q118153,Rui Pais de Paiva,,6000000013400076942
Q118155,Vasco  Paes de Castelo Branco,,6000000203249515825
Q118157,Madalena,,6000000000245098802
Q118159,João Soares  de Paiva,,6000000013842304291
Q118161,Clara (ou Urraca)  Anes de Paiva,,6000000008301519650
Q118163,Teresa Martins  Xira,,6000000001553724296
Q118165,Toda,,6000000010545764750
Q118167,Gonzalo  Pérez Bernardo,,6000000008943795213
Q118169,Pedro  González Bernaldo de Quirós rico-hombre y cancelario,,6000000003927498311
Q118171,Segeredo  Aloítiz,,6000000001412929320
Q118173,Teresa,,6000000000492270258
Q118175,Sorred  Fernández de Saavedra Señor de Sotomayor,,6000000004996304370
Q118177,Reciberga  Cherino,,6000000020561714606
Q118179,Suando o Sancho Méndez,,6000000193082060821
Q118181,"Martim  Vasques da Cunha ""o Velho"", 4º senhor de Tábua",,6000000003589069943
Q118183,Gómez  Vázquez de Acuña,,6000000003589506980
Q118185,Beatriz  Vázquez de Acuña,,6000000003589506986
Q118187,Rui  Cunha,,6000000003589506974
Q118189,N.  N.,,6000000029486468986
Q118191,Gonzalo  Arias VII conde de Monterroso,,6000000022350467904
Q118193,Dulce  Árias de Monterroso (Balthés) Señora de Villaverde,,6000000029485964295
Q118195,Loba  Pérez,,6000000017001490695
Q118197,"Pedro  Munión Conde de Asturias, 1º Señor de Cornellana",,6000000017001237513
Q118199,Gonzalo  Munión,,6000000017001485728
Q118201,Arias  Munión Arcediano de Santiago,,6000000017001623015
Q118203,Teresa  Munión,,6000000017000999941
Q118205,Jimena  x,,6000000003268059646
Q118207,Bermudo  Fruela de Faro,,6000000004262219556
Q118209,Conde Froila  Arias de Trava,,6000000003948146691
Q118211,D. Gonçalo  Viegas de Marnel Senhor de Aveiro,,5152034876330057981
Q118213,Chamoa  Honoriques,,5152034886860057987
Q118215,Private,,6000000176844854936
Q118217,Urraca Gonçalves  de Marnel,,6000000176847190827
Q118219,Ouroana  Reimão de Portocarreiro,,6000000000040038612
Q118221,Urraca  Henriques de Portocarreiro,,6000000001412937275
Q118223,Egas  Henriques de Portocarreiro o bravo,,6000000000157684101
Q118225,Gonzalo  Sánchez de Novoa,,6000000003637342475
Q118227,Mayor  de Novoa,,6000000024487721824
Q118229,Elvira  Fernandez de Cabrera,,6000000004570903688
Q118231,Rodrigo  Fernández de Cabrera señor de Cabrera y Ribera,,6000000004571003130
Q118233,N.N. Fernández  de Aza,,6000000012260119092
Q118235,Mayor  Vermúdez,,6000000016159114886
Q118237,N,,6000000006591943102
Q118239,"Luba  Aurovélido Núñez, Contessa of County of Portugal",,6000000015781501377
Q118243,,,6000000011361462336
Q118245,Fernan El Viejo,,6000000011361426353
Q118247,Estefanía  Infanta de Navarra,,6000000086563636902
Q118249,Fernando señor de Hita y Uceda,,6000000007186471271
Q118251,Agathe  de Normandie Princess of England,,6000000010792525611
Q118253,Inés de Aquitania,,6000000004042004723
Q118258,,,6000000004042052634
Q118260,Zaida Isabel Isabel,,6000000012181625075
Q118264,Elvira  Alfónsez infanta de Castilla y León,,6000000010793082341
Q118266,Sancha  Alfónsez Infanta de Castilla y León,,322978194190001084
Q118268,"Beatrix de Aquitania, Reina consorte de León Reine consort de León",,6000000012891826785
Q118270,Iago  Ares,,6000000003300838783
Q118272,Munio  Gutiérrez,,6000000003814884708
Q118274,Ero  Gutiérrez,,6000000003814955588
Q118276,Ioan  Froilaz,,6000000003814983252
Q118278,"Atulpho II,  de la TUDESIA",,6000000003815028507
Q118280,Rosendo  Méndez,,6000000003814984349
Q118282,"Muño  Rodríguez, el feyxo",,6000000003824069921
Q118284,Brites  Anes Redondo,,6000000013884166232
Q118286,Gil  Pires Feijó,,6000000008491847925
Q118288,Maria  Gil Feijó,,6000000008492008715
Q118290,Sancha  Gil Feijó,,6000000008826308024
Q118292,Martim  Gil Feijó,,6000000015423571227
Q118294,Teresa Gil Soares,,6000000017756815600
Q118296,Urraca  Gil,,6000000015423653234
Q118298,Maria  Fernandes,,6000000013886561520
Q118300,Mór  Anes Coelho,,6000000003659008943
Q118302,Pedro Yañez Coelho meirinho-mor,,6000000003465656291
Q118304,Aldara  Anes Coelho,,6000000013886694102
Q118306,Fernão  Anes Coelho clérigo,,6000000013886538439
Q118308,Maria  Anes Coelho,,6000000013886654267
Q118310,NN,,6000000013842336783
Q118312,Garcia  Moniz,,6000000013842449685
Q118314,Ermigio I Viegas  de Ribadouro O Gasco,,6000000172725714821
Q118316,Ausenda Ermiges  de Ribadouro,,6000000172723046290
Q118319,Vivili  Ermigues,,6000000076670812042
Q118321,Aldara,,6000000137435567821
Q118323,Paio Viegas,,6000000137433153821
Q118325,Alboazar  Lovesendes,,6000000216921655858
Q118327,Unisco  Godinhes,,6000000216921750827
Q118329,Turtezendo  Galindes,,6000000216921613835
Q118331,Anímia,,6000000216921690842
Q118333,x  Ausenda,,6000000006591263683
Q118335,Fromarigo  Viegas,,6000000006591868087
Q118337,Martim  Pires de Alvelos,,6000000015335934171
Q118339,João  Pires da Veiga o da Veiga,,6000000008192256076
Q118341,Maria  Anes da Veiga (D.),,6000000003493116583
Q118343,Mem Garcia  de Sousa,,6000000000010004928
Q118345,Teresa  Mendes de Sousa,,6000000016237295976
Q118347,Constança Mendes  de Sousa,,6000000000138415297
Q118349,João  Mendes de Sousa,,6000000012439094444
Q118351,Gonçalo  Mendes de Sousa,,6000000012438820898
Q118353,Gracia  Méndez de Sousa,,6000000012439040517
Q118355,"Alfonso Téllez de Meneses, IV señor de Meneses",,6000000013745165530
Q118357,Mayor  Téllez de Meneses señora de Meneses y Villanueva,,6000000004382744674
Q118359,Tello Alfonso  De Meneses,,6000000001500899349
Q118361,Constanza  Alfonso de Meneses,,6000000013745329227
Q118365,Martín  Alonso Tellez Alcayde de Xerez,,6000000001413373952
Q118367,"Juan Alfonso ""El Tizón"" (Joâo AlonsoTelo) Alonso  Téllez de Meneses 2º senhor de Albuquerque",,6000000000034734538
Q118369,"Alfonso  Alfonso de Meneses ""Tizao""",,6000000153230684859
Q118371,Maria  Garcia de Sousa,,6000000012240151321
Q118373,Constança  Afonso de Cambra,,6000000088575000155
Q118375,Afonso  Rodrigues,,6000000088575506964
Q118377,Gomes  Gonçalves Girão rico-hombre,,6000000012261151727
Q118379,Juana  Gómez Girón,,6000000008469971723
Q118381,Leonor  Afonso de Portugal,,6000000001500870752
Q118383,"García  Gutiérrez Suárez de Meneses señor de la Ossa, Dos Barrios y Felices",,6000000000140660657
Q118385,Urraca  Gutiérrez de Meneses,,5332444257210046403
Q118387,García  Gutiérrez de Meneses,,6000000011263969043
Q118389,"Men  Rodríguez, Rico-hombre y Portero mayor",,6000000012273925177
Q118391,Aldonça  Rodrigues,,6000000002603684695
Q118393,Juan  Rodríguez de Sousa,,6000000012288874765
Q118395,Leonor  Affonsa,,6000000045919682879
Q118397,N.N.,,6000000012380668184
Q118399,Pedro  Afonso de Portugal,,6000000008316290531
Q118401,"Afonso de Portugal, Grão-Mestre da Ordem de S. João de Jerusalém",,6000000012380897381
Q118405,"Henrique, infante de Portugal",,6000000001500933837
Q118407,"Mafalda, infante de Portugal",,6000000012380785809
Q118409,Urraca  de Portugal rainha consorte de Leão,,5271489675500023723
Q118411,"Sancha, infanta de Portugal",,6000000000436259192
Q118413,João. infante de Portugal,,6000000006906697804
Q118415,Teresa (Mafalda)  de Portugal infanta de Portugal,,302306186170008225
Q118417,Abril  Peres,,6000000008316338273
Q118419,Sancha  Fernández de Traba,,6000000017807056466
Q118421,Teresa  Fernández de Traba,,6000000012274036429
Q118423,Froila  Pérez de Traba,,6000000004978951388
Q118425,Elvira  Gualtar,,6000000012890866425
Q118427,Pedro  Afonso de Portugal,,6000000012890961491
Q118431,Sibila duquessa consort de Borgonya,,6000000006240544619
Q118433,"Hugues I, duc de Bourgogne",,6000000008582898336
Q118437,"Béatrix, infante de Bourgogne",,6000000003243447118
Q118439,"Helie, infante de Bourgogne",,6000000011047386848
Q118441,Renaud  de Bourgogne abbé de Saint-Pierre à Flavigny,,6000000005029018519
Q118443,Eudes I 'Borel' duc de Bourgogne,,6000000011117297958
Q118445,Fernando  Bermúdez de Trava,,6000000004646019235
Q118447,Sancha Bermudes  de Trava,,6000000007863333055
Q118449,Dna. Tereza  Bermudez de Trava,,6000000012349064830
Q118451,Pedro  Bermúdez,,6000000004979032075
Q118453,Enrique  Bermúdez,,6000000004979032081
Q118455,Mayor  Bermúdez,,6000000004979032087
Q118457,Urraca  Bermúdez,,6000000004979101015
Q118459,D.Fernão Mendes  de Bragança II,,6000000136294612051
Q118461,Maria  Rodrigues Veloso,,6000000000386371266
Q118463,Garcia  Mendes de Sousa,,6000000000010129446
Q118465,Urraca  Mendes de Sousa,,6000000002487226409
Q118467,Gonçalo Mendes II de Sousa,,6000000014853820715
Q118469,D. Vasco Mendes  de Souza,,6000000001501032093
Q118471,Rodrigo  Mendes de Sousa senhor de Panóias,,6000000012125637485
Q118473,Henrique  Mendes de Sousa,,6000000014853871393
Q118475,Elvira  Gonçalves,,6000000014853731842
Q118477,Diogo  Lopes de Sousa,,6000000014853941119
Q118479,Fernão  Garcia de Sousa,,6000000014853948232
Q118481,N  N,,6000000014853823741
Q118483,Martim  Mendes de Sousa,,6000000012180836792
Q118487,Toda  Palazim,,6000000011822574229
Q118489,María  Rodrigues de Luesia,,6000000007377454354
Q118491,uma senhora asturiana,,6000000016236556453
Q118493,Fernão  Fernandes de Bragança,,6000000193941336928
Q118495,Maria  Gedeão,,6000000001412933228
Q118497,D. Froille  Nunes,,6000000003828011506
Q118499,D. Rui  Nunes de Bragança Coldre,,6000000013485097927
Q118501,Gontinha  Soares de Tougues,,6000000003637383639
Q118503,Elvira  Garcia de Bragança,,6000000003637361339
Q118505,Fernão  Garcia de Bragança,,6000000003637361345
Q118507,Mór Garcia de  Bragança,,6000000003637361350
Q118509,Teresa  Garcia de Bragança,,6000000008198216157
Q118511,Sancha  Pires de Baião,,6000000003637377815
Q118513,Nuno  Vasques de Bragança,,6000000008461569444
Q118515,Sancha  Vasques de Bragança,,6000000019920062304
Q118517,Elvira  Vasques de Bragança,,6000000019920050196
Q118519,Maria  Vasques de Bragança,,6000000019919968305
Q118521,Urraca  Esteves,,6000000021964648642
Q118523,"Estevão Vasques de Antas, senhor do Paço de Antas",,6000000011144677954
Q118525,Martim  Vasques de Soverosa,,6000000014863360380
Q118527,Aldonça  Vasques de Soverosa,,6000000014863364245
Q118529,Constança  Gonçalves Barroso,,6000000001435415505
Q118531,Pedro  Martins Machado,,6000000013969940778
Q118533,Fernão Martins  Machado,,6000000001435415475
Q118535,NN,,6000000013970277935
Q118537,NN  de Monroy,,6000000210271469827
Q118539,Maria  Molina,,6000000010918549548
Q118541,Mayor  de Saavedra,,4538880491660011547
Q118543,Fernán (El Viejo o El Gallego)  Pérez de Monroy I Señor de Monroy,,4538867688710081591
Q118545,Rodrigo  Fróias de Trastamara,,6000000007079832221
Q118547,Velasquita  Rodrigues de Trastamara,,6000000001864370182
Q118549,Gómez  Suárez,,6000000011913222266
Q118551,"Pedro  Suárez, Carnesmás",,6000000011913219300
Q118553,Pedro  Martínez Alcaforado,,6000000011920826075
Q118555,Maria  Soares,,6000000017878070352
Q118557,Gonçalo Pais  de Toronho Senhor de Toronho,,6000000001500958352
Q118559,Elvira  Gonçalves de Toronho,,6000000000138420343
Q118561,Aires Nunes  Fornelos,,6000000001864350664
Q118563,Maria  Aires de Fornelos,,6000000004064467901
Q118565,Fernando  Ponce el Mayor,,6000000051517293917
Q118567,Diego  Ximénez Señor de los Cameros,,6000000005931147613
Q118571,"Don Álvaro Díaz, Señor de los Cameros",,6000000005931149698
Q118573,Roldán  du Angers,,6000000078130257203
Q118575,Flora  Valtes,,6000000192795690821
Q118577,Baltodias  de Valtés,,6000000078131661420
Q118579,Sanches,,6000000193654087821
Q118581,descendência,,6000000193653787845
Q118583,Nuno  Vasques,,6000000072421335937
Q118585,Nuño  Pelaez,,6000000010913388433
Q118587,Garcia  Ovequiz,,6000000087323729905
Q118589,Adosinda  Gutiérrez,,6000000087324058874
Q118591,Juan  Castro,,6000000087177298872
Q118593,Fernando  de Limia,,6000000087177215877
Q118595,NN,,6000000011727231848
Q118597,Paio  Guterres da Silva e da Cunha,,6000000003589272124
Q118599,Ramiro  Menéndez de Valdés,,6000000078341054033
Q118601,Adonsina  Gutiérrez,,6000000078341413014
Q118605,Nuño  Pérez de Lara Señor de Monterroso,,4539361186940072347
Q118607,Mayor  Pérez de Lara,,6000000012656412146
Q118609,Maria  Pérez de Lara,,6000000012656732587
Q118611,Milia  Pérez de Lara,,6000000032178502911
Q118613,Rodrigo  Pérez de Lara conde,,6000000012656711620
Q118615,Álvaro  Pérez de Lara,,6000000012656401684
Q118617,Nuño  García,,6000000009889269669
Q118619,Maria  Garcia Daza,,6000000010896227855
Q118621,Fernan  Gomez De Aza,,6000000010896188976
Q118623,Nuña de  Amaya,,6000000003828016087
Q118625,Sancha  García de Aza,,6000000172624049821
Q118627,D. Mayor García de Aza,,6000000013009962681
Q118629,Maria  García de Aza,,6000000172623509095
Q118631,María (Leonor)  Fortunes de Soria,,6000000015539163012
Q118633,Rodrigo  Garcés de Aza 7º Maestre de Calatrava,,6000000012179011750
Q118635,Gómez  de Manzanedo,,6000000012178869123
Q118637,Diego  Sánchez de Ayala,,6000000012181528015
Q118639,Toda  Díaz,,6000000012181106653
Q118641,Sancha  Díaz de Frías,,6000000011614071093
Q118643,Gontrodo  Sol Rodriguez,,6000000026715304385
Q118645,María  Ordóñez de Carrion,,6000000003761389504
Q118647,Gundesinto  de Castrogeriz Conde de Castrogeriz,,6000000010898897858
Q118649,Teresa,,6000000006281224211
Q118651,Suero  Ferrández,,6000000006281330010
Q118653,Elvira  Suárez,,6000000006281394032
Q118655,Urraca  Fernández de Traba,,6000000017806908661
Q118657,"Gonzalo Añez ""el Bueno"", IX maestre de Calatrava",,6000000009638097582
Q118659,Fernando  Yáñez de Noboa,,6000000006988514328
Q118661,Suero  Páez,,6000000015190502285
Q118663,Rui  Pérez de Novoa,,6000000030391919066
Q118665,Elvira  Yáñez de Novoa,,6000000009970395647
Q118667,Ruy  Suárez Remóndez de Figueroa,,6000000003637383801
Q118669,Remón de Figueroa,,6000000193504377859
Q118671,Teresa  Vélez de Guevara,,6000000011038284881
Q118673,"Iñigo  Ruiz de Narváez III Señor de Narváez, Señor de Benacasin",,6000000006712820568
Q118675,María  Ruiz de Narváez,,6000000007754054030
Q118677,Raymond  de TOULOUSE IV (Comte) de TOULOUSE,,6000000000657051023
Q118681,Raymonde  de Toulouse,,6000000003828236249
Q118683,Beltrán  Raimúndez de Narbona Señor de Benacazón y Benadrón,,6000000027230303783
Q118685,Fernando  Fernández de Castro,,6000000013754387723
Q118687,Teresa  Fernández de Castro,,6000000013754545097
Q118689,Diego  Fernández,,6000000003118303715
Q118691,García  Fernández,,6000000003118411437
Q118693,BERENGUELA  RODRIGUEZ de SARRIA,,6000000010199922149
Q118695,Alvaro  Rodriguez de Sarria,,6000000003493301431
Q118697,Gontroda  Peres,,6000000208592240834
Q118699,Aldonça  Peres,,6000000012260257941
Q118701,María  Justes,,6000000017907377185
Q118703,Gontroda  de Asturias (Gontrodo Pietri),,6000000000798385365
Q118705,Alvar  Pérez,,6000000003761245356
Q118707,Constanza  de Mena,,6000000000543601990
Q118709,Maria  de Salcedo II señora de Aragunti de Salcedo,,6000000004383200035
Q118711,Unkown  de Gascogne,,6000000017639984356
Q118713,Ezi  de Marsan Vicomte de Marsan,,6000000017633507488
Q118715,Mãe Incógnita  Galindes,,6000000007069244332
Q118717,"Sanche III Mitarra Sanche, duc de Gascogne Duque de Gascuña",,6000000010535477522
Q118719,Anepalafred Sanche de Gascogne,,6000000013716560994
Q118721,"Raymond, comte de Bordeaux",,6000000013716551883
Q118723,N.N.,,6000000013717061164
Q118725,Raymond de Fézensac,,6000000019641751600
Q118727,Cme. Fredelon de Fézensac,,6000000019642037237
Q118729,"Odon, comte de Fézensac comte de Fezensac",,6000000015633072423
Q118731,Bernard  d'Armagnac comte d'Armagnac,,6000000002187596577
Q118733,"Raymond Pons, comte de Toulouse III",,6000000000012085084
Q118735,"Raymond III, comte de Toulouse comte de Tolosa",,6000000018350468659
Q118737,Lieutgarde  de Rouergue comtesse consort de Barcelone,,6000000001059203432
Q118739,N.N.,,6000000018360347012
Q118741,Guillaume III  Taillefer de Toulouse,,6000000031089810936
Q118745,Adelais  Aquitaine,,6000000020020523781
Q118747,"Odo (Eudes)  d'Aquitaine Duc d'Aquitaine & Gascogne, comte de Poitou",,6000000000437339234
Q118749,Thibault Of  Aquitaine,,6000000002187721231
Q118751,"Arnaud I, vicomte de Lomagne",,6000000003827661452
Q118753,Molher de Donat Aznar d'Auloron  NN,,6000000004868825775
Q118755,Arnaud Donat  de Gabarret,,6000000004868825755
Q118757,(Molher de Lop Aznar d'Auloron)  .,,6000000004869131037
Q118759,"Arnaud Loup I, vicomte de Dax",,6000000004869131022
Q118761,Molher d'Odon Donat de Gasconha,,6000000004869186766
Q118763,Ne  de Gimoes,,6000000004869186733
Q118765,Arnaud Raymond  de Terride,,6000000004869186712
Q118767,Pierre 'le Vieux'  de Galard,,6000000018612590104
Q118769,NN  NN,,6000000004868825762
Q118771,Guillaume Arnaud  De Gabarret,,6000000004869157982
Q118773,Agnès  de Manciet Dame de Dému & de Manciet,,6000000007150950294
Q118775,Marie  de Gavarret,,6000000014360092711
Q118777,Pierre II  de Gavarret,,332838296500005765
Q118779,(Molher d'Uc de Gavarret)  .,,6000000004869193644
Q118781,N.N.  de Gabarret,,6000000004869014690
Q118783,Marquèse  de Montlezun,,6000000015613644112
Q118785,Leonor  Gonzales de Lara,,6000000020681816539
Q118787,Fernando Rui  de Castro y Cabrera,,6000000020681513788
Q118789,Estefania Ramirez  de Trava,,6000000003493301389
Q118791,Ponce  de Minerva Conquistador de Toledo,,6000000011818257174
Q118793,Pedro  Ponce de Minerva,,6000000005943065661
Q118795,Ramiro  Ponce de Minerva,,6000000003493301407
Q118797,Maria  Ponce de Minerva,,6000000003493301413
Q118799,Sancha Ponce  de Minerva,,6000000003493301420
Q118801,Guiniguis Vizconde de Gerona,,6000000003828371088
Q118803,Jerosolima  Gudrielda,,6000000003828371095
Q118805,Miron  Mir de Tost,,6000000007151316586
Q118807,Sancha  Mir de Tost,,6000000029680706885
Q118809,Arnal  Mir de Pallars Jussà,,6000000004085623494
Q118811,,,6000000007186344294
Q118813,Estefanía  d'Urgell,,6000000007186376295
Q118815,,,6000000007151075189
Q118817,Gaucerrand de Salles  d'Urgel,,6000000003122446362
Q118819,Sancha  Núñez,,6000000008009383780
Q118821,Guerau III  de Cabrera I Vizconde de Cabrera,,6000000003827921151
Q118823,Beatriz  Ponce,,6000000051516938094
Q118825,María  Fernández de Traba,,6000000017807283028
Q118827,Elvira  Ponce de Cabrera Señora de Cabrera,,6000000003593836314
Q118829,"don Fernando Ponce, ""El menor""",,6000000013726831597
Q118831,Sancha  Diaz de Velasco,,6000000008450273692
Q118833,Diego  Díaz de Velasco II señor casa de Velasco,,6000000003774670041
Q118835,Tecla  Diaz,,6000000004673697650
Q118837,Díaz de Sandoval,,6000000007208478772
Q118839,Muño o Nuño  Gutierrez,,6000000003637361887
Q118841,Estefanía  de Cifuentes,,6000000003828011473
Q118843,Pelayo Pelayez,,6000000003827957511
Q118845,Gutierre  Rodríguez de Castro Señor de Lemos y Sarria,,6000000000529776234
Q118847,N.N.,,6000000013754192660
Q118851,"D. Álvaro Rodríguez de Castro, señor de Chantada",,6000000009579828901
Q118853,Elvira  Martinez Bermudez,,6000000099152050929
Q118855,Pelayo  Ruiz de Minaya,,6000000099154615823
Q118857,Gral. Fernan  Ruiz de Minaya Conquistador de Cuenca,,6000000099154966821
Q118859,Teresa  Fernández de Castilla,,6000000194724467898
Q118861,ELVIRA  OSORIO ( OSOREZ ) ( OSÓREZ ) ( OSSOREZ ),,6000000194724467912
Q118863,Alfonso  Muñiz,,6000000000380058406
Q118865,Ildonza  González,,6000000012913339911
Q118867,Ermengol V 'el de Mollerussa'  d'Urgell comte d'Urgell,,6000000011268290303
Q118869,Estefanía  Ermengol de Urgell,,6000000007185622035
Q118871,Pedro  de Urgel,,6000000007186057515
Q118873,"Teresa d'Urgell, Comtessa consort de Cerdanya",,6000000011267746029
Q118875,Doña María  de Armengól,,6000000018800171750
Q118877,Elvira  Sánchez señora de Villa Abduz y Villa Alan,,6000000073217202821
Q118879,Sancho  Sánchez,,6000000073217161828
Q118881,Lope  López de Carrión,,6000000073217196868
Q118883,"Álvaro Fernandez de Castro, senhor de Castro-Xerez señor de Castro Xerez",,6000000012913867866
Q118885,María  Álvarez de Castro señora de Castrojeriz,,6000000001412870915
Q118887,Fernán  García conde,,6000000030484597209
