# Entities with Geni IDs but no Wikidata QIDs
qid,english_label,english_description,geni_ids
Q99725,"Antipas I, Governor of Idumaea",,6000000003646041241
Q89776,Claudia Acilia,,6000000003828392293
Q89860,Fabia,,6000000003828392588
Q112469,مطرف  بن موسى والي وشقة,,6000000003137948870
Q112493,محمد آل الطويل  ابن عبد الملك والي وشقة,,6000000006322709728
Q113276,Gomes Pais  da Silva Señor de Alderete,,6000000003748885357
Q113278,Nuña (Muniadona) Domna  Fernández,,6000000003098232104
Q113280,Diego  González de Monzon,,6000000003827957559
Q113282,Diego  Fernández de Saldaña Infante de León y Carrión,,6000000006175853094
Q113284,Gómez  Díaz de Carrión tenente de Carrión,,6000000012913702220
Q113286,Ansur  Díaz Príncipe y Conde de Monzón,,6000000000380078234
Q113288,Cde. Fernando Díaz,,6000000012913580962
Q113290,N.N.  N.N.,,6000000007305682865
Q113292,Argilo,,6000000143203951033
Q113294,Argilo Díaz  de Brañosera,,6000000000424637434
Q113296,Diego  Muñoz Castrogeriz,,6000000003827579320
Q113299,NN  NN,,6000000001655942715
Q113301,Laín  Calvo Juez de Castilla,,6000000011727532274
Q113303,Bermudo  Lainez de Castrogeriz,,5095722400930081721
Q113305,"Fernán  Laínez señor de Castro Jerez, conde en Salamanca",,6000000006290690807
Q113307,Layn  Laynez,,6000000015456756101
Q113309,Diego  Laynez,,6000000015456646677
Q113311,Munia (Ximena)  Núñez,,6000000010751606590
Q113313,Aldonza,,6000000013262835514
Q113315,Gutierre  Rodríguez,,6000000013263051581
Q113317,Dórdia,,6000000006277494323
Q113319,"Gonzalo  Núñez Minaya de Lara ""Minaya""",,6000000015183256180
Q113321,"Nuño ""El Cuervo Andaluz""  González de Lara Señor de Lara",,6000000015529044032
Q113323,Elvira  López,,6000000009237866616
Q113325,Mawiyah  bint al-Hakam {Unsourced},,6000000000877940545
Q113327,Sarracino  Sylo,,6000000000727767196
Q113329,Astur  Sylo,,6000000000868537772
Q113331,Nuña,,6000000000727908154
Q113333,Alvar  Núñez,,6000000004988453868
Q113337,Fernando  Sánchez de Castilla,,6000000001588461195
Q113339,Tigridia  Sánchez de Castilla abadesa de Oña,,6000000001588423820
Q113341,Sancha de Castille comtessa consort de Barcelona,,6000000011051100655
Q113343,Ximena  de Castilla,,6000000010535443348
Q113345,Teresa  de Castilla,,6000000015730117776
Q113347,"García II Sánchez, conde de Castilla",,6000000002187918192
Q113349,Count Armengol II of  Urgel,,6000000002188179211
Q113351,Sancha of  Urgel,,6000000002188179227
Q113353,Fronilda  Gómez,,6000000010048295773
Q113355,Gonzalo  González,,6000000001412933079
Q113357,N.N.  Muñoz de Somiedo,,6000000003637371758
Q113359,Munio  González de Alava,,6000000000035085293
Q113361,"Ramon III, comte de Pallars Jussà",,6000000003827957300
Q113363,"Ramon IV, comte de Pallars Jussà",,6000000003827957293
Q113365,"Sunyer, Infant de Pallars Jussà",,6000000011063532109
Q113367,"Ricarda, Infanta de Pallars Jussà",,6000000011064819388
Q113369,"Abu Amir Muhammad  Ibn Abi ""Almanzor""",,6000000010048302620
Q113371,NN,,6000000017081503218
Q113373,Fernán  González de Saldaña,,6000000002010067545
Q113375,Muniadomna  González,,6000000012996619838
Q113377,Elvira  Fáfilaz,,6000000012996757112
Q113379,Elvira  Fáfilaz,,6000000087742200958
Q113381,Jimena  Fernández de León reina consorte de Navarra,,6000000000128853516
Q113383,Elvira  García de Navarra,,6000000006290748274
Q113387,García  García de Navarra,,6000000013040071447
Q113391,Abderramán Sanchuelo,,6000000022715625854
Q113393,Fronilde  Gómez,,6000000004283167088
Q113395,Fernán  González de Aza 2º Señor de Aza,,6000000004282916954
Q113397,Alvar  Fernandez de Aza,,6000000004283167095
Q113399,Aurembuiz  de Aza,,6000000004283167101
Q113401,"Ramiro ""el Velloso"" conde",,6000000015732884944
Q113403,Gonçalo  Muñoz,,6000000015733483064
Q113405,Maria  Gonzalez de Padilla,,6000000027748412131
Q113407,Fernando  Gonzalez de Pineda,,6000000027745489704
Q113409,Pedro  Fernández de Pineda,,6000000027748625136
Q113411,Donat Lope  de Gascogne Comte de Bigorre,,6000000001645583663
Q113413,Raymond I  de Bigorre Comte of Bigorre,,6000000002005880537
Q113415,"Lupo  de Bigorra, IV Count of Bigorre",,6000000000437081406
Q113417,Faquilène  de Toulouse (de Rouergue),,6000000000424707234
Q113419,Ramón I  de Ribagorza y Pallars Conde de Ribargorza y Pallars,,6000000008630658047
Q113421,Luop V Duke  Gascony V,,6000000002187798960
Q113423,Count Centulfe I of  Bearn,,6000000002187801051
Q113425,Mansion Liop  de Lavedan,,6000000009304914271
Q113427,Dat Donato II  de Bigorre Comte de Bigorre,,6000000004533672231
Q113429,Oneca  Rebelle señora de Sangüesa,,6000000000130072204
Q113431,Jimeno,,6000000039184609023
Q113433,Íñigo  Jiménez,,6000000137102096179
Q113435,,,6000000136977309038
Q113437,Sancha  Díaz de Frias,,6000000181363249825
Q113439,Íñigo  López,,6000000181361986840
Q113441,Velasquita,,6000000016170670442
Q113443,Piniolo  Vermudez,,6000000016170610865
Q113445,Jimena  Vermúdez,,6000000003828011283
Q113447,Álvaro  Vermúdez,,6000000016170620521
Q113449,Oveco  Vermúdez,,6000000016170782455
Q113451,Gonzalo  Vermúdez tenente de Luna.,,6000000013433249397
Q113453,Vela  Vermúdez,,6000000006174872994
Q113455,Fernán  Bermúdez de León,,6000000000424629902
Q113457,Froiloba  Bermúdez,,6000000013433100929
Q113459,Vela Obéquiz de  Biscaya,,6000000003828338839
Q113461,NN Galíndez  de Aragón,,6000000017235865021
Q113463,Ascrida  de Adger,,6000000011668623315
Q113465,N.N.,,6000000171737856833
Q113467,"Sanche II, duc de Gascogne II, Duc de Gascogne, Prince des Basques",,6000000000424707328
Q113469,"Sancha de Gasconha, comtessa consort de Peiregòrd comtesse consort de Peiregòrd",,6000000000822948144
Q113471,"Aznar Sanchez, comte de Gascogne conde de Gasconha",,6000000000571768821
Q113473,"Loup II, duc de Gascogne Duc de Gascogne, prince des Basques",,6000000000424646976
Q113475,N  of Cantabria,,6000000013712771768
Q113477,"Adalric, duc de Gascogne duc de Gasconha",,6000000000424693000
Q113479,Adela  de Gascuña,,6000000011658539766
Q113481,"Siguin I, duc de Gascogne duc de Gasconha",,352661220670011912
Q113483,Munia Lopez  de Gascogne,,6000000171739413903
Q113485,Aldonza  Núñez,,6000000047505418377
Q113487,Bint Ibn Musa Banu Qasi,,4069362827280123516
Q113489,Bint Ibn Musa Banu Qasi,,4069370741990010384
Q113491,Ismail ibn  Lope,,6000000002188182630
Q113493,Mutarrif  ibn Lope,,6000000006101386350
Q113495,Fatima Banu Qasi  bint Lubb b. Mūsā b. Mūsā ibn Ḳasī al-Za,,6000000008177453633
Q113497,Urraca  Flórez,,6000000010913355429
Q113499,Gonzalo  Fernández de Estrada,,6000000010914041202
Q113501,Sancho  Bermúdez,,6000000010913954409
Q113503,Vela  Ximenez,,6000000004672476978
Q113505,Nuno Moniz de Lara Señor de Castro Xerez,,6000000000033574057
Q113507,Rodrigo Nuñez  de Lara,,6000000000033487403
Q113509,Ximena  de León,,6000000000114360346
Q113511,Muniadona Ordoñez  de Galicie,,6000000009305076209
Q113513,Diego  Fernández Conde Oviedo,,6000000003828345089
Q113515,Urraca  Fernández,,6000000195121040875
Q113517,Christina  Fernández,,6000000000241508846
Q113519,Vela  Nunez de Alava Conde de Álava (2ndo),,5153067382200073653
Q113521,Todilde  Froilaz de León,,6000000001864373744
Q113523,Froila  Velaz de Alava conde de Alava,,6000000003152425037
Q113525,Gundemar  Pinióliz de Braga,,6000000006250792091
Q113527,Suero  Gundemáriz,,6000000006250612370
Q113529,Fruela  Gundemáriz,,6000000006250333661
Q113531,Bermudo  Vélaz,,6000000013432863961
Q113533,Oveco  Bermúdez,,6000000078167620414
Q113535,Pedro  Ovequiz,,6000000006250771231
Q113537,,,6000000012997819774
Q113539,Jimeno  Sánchez,,6000000000529574627
Q113541,Nuño  Munio Sonna,,6000000006250674236
Q113543,Garci  Sanchez,,6000000006250568438
Q113545,Fortes  Sanchez,,6000000006250626427
Q113547,Diego  Sanchez,,6000000006250462266
Q113549,Rodrigo  Núñez de Guzmán Señor de Guzmán,,6000000018138942515
Q113551,"Arias  Muñoz, IX Señor de Aldana",,6000000008301619837
Q113553,Diego  Rodríguez Porcelos Conde de Castilla,,6000000038729025220
Q113555,NN,,6000000015538887661
Q113557,Nuño  Páez de Sousa,,6000000011768373754
Q96888,Abbasah binte Muhammad al-Mahdī,,6000000021564067112
Q113559,NN,,6000000015539142202
Q113561,Emiso  Froylaz,,6000000011829065837
Q113563,Condessa D.Elvira Pelaez,,6000000011360512692
Q113565,Múnio  Fernández de Toro,,6000000007387506405
Q113567,Munio  Moniz Conde de Cea,,6000000003152572620
Q113569,Rufa,,6000000011580616531
Q113571,Gontinha Gonçalves  da Maia,,6000000000047609875
Q113573,D. Mem  Viegas de Souza o Sousão,,6000000000047598870
Q113575,Paio  Nunes de Sousa,,6000000011744495385
Q113577,Gomes  Viegas,,6000000011744530282
Q113579,Doña Viegas,,6000000001655946611
Q113581,Ouroama  Paes,,6000000148809189846
Q113583,Egas Ermiges de  Ribadouro,,6000000148803889821
Q113585,Gotinha Eres de Lugo,,6000000148804006822
Q113587,Hiyya ben Ya'ish ben David a-Daudi Hanasi,,6000000148803968889
Q113589,María  Pires de Ambia,,6000000006988048964
Q113591,Guterre  Alderete da Silva,,6000000006988203922
Q113593,Paio  Guterres de Acuña,,6000000001967665319
Q113595,Froille  Viegas,,6000000149586673311
Q113597,Mendo  Gonçalves 3º senhor da Maia,,6000000002908503077
Q113599,Gonçalo  Mendes da Maia o Lidador,,6000000002908558226
Q113601,Soeiro  Mendes da Maia o Bom,,6000000005789438199
Q113603,Paio  Mendes Arcebispo de Braga,,6000000014463639153
Q113605,Maria  Soares de Varzea,,6000000177616801858
Q113607,"Payo Godins, 6º Senhor do Couto de Azevedo 6.º Senhor Couto de Azevedo",,6000000000040048422
Q113609,D.Fruela Guedes,,6000000154156468837
Q113611,Ausenda  Todereis,,6000000011738255288
Q113613,Pala,,6000000076890017026
Q113615,D.Soeiro Nunes Velho,,6000000000008140311
Q113617,D.Elvira Nunes,,6000000076890231003
Q113619,Maria  Soares,,6000000000040046862
Q113621,Mor Pires  Pereira,,6000000149596842953
Q113623,Afonso Ausendes  Soares,,6000000185722521967
Q113625,D.Teodoredo Ausendes Soares,,6000000177994268821
Q113627,Eriz,,6000000011727084960
Q113629,Gontinha  Eriz,,6000000002531838996
Q113631,Egas  Ermigues o Bravo,,6000000000040034594
Q113633,Paio  Viegas,,6000000007387018987
Q113635,Mem  Fernandes d'Dantas,,6000000001412929190
Q113637,"D. Fernão  Mendes 'o Bravo', senhor de Bragança",,6000000000043501644
Q113639,D. Nuno  Perez Mendes de Bragança Senhor da Honra de Caria,,6000000003827890751
Q113641,Urraca  Méndez de Bragança,,6000000003637367931
Q113643,Rui  Mendes,,6000000003637367926
Q113645,Clara  de Baiâo,,6000000003828009503
Q113647,Afonso Hermiges  de Baião,,6000000000044331364
Q113649,Egas  Hermigues de Bayão 7º Senhor do Feudo de Baião,,6000000001412935986
Q113651,D. Andozinda,,6000000025986660115
Q113653,D. Nuno,,6000000025987014076
Q113655,Maria  Anes de Baião,,6000000001864350862
Q113657,Pedro  Nunes Velho,,6000000011921184581
Q113659,Tereza  Pires Gato,,6000000003342295232
Q113663,Mourão  Pires Velho,,6000000011921938276
Q113665,Gonzalo  Mendes de Sousa,,6000000003493284804
Q113667,"D. Afonso Viegas, O Moço o Moço",,4179186754290040655
Q113669,"D. Aldara (ou Iduaria) Peres, da Casa de Espinel",,6000000003493284645
Q113671,Egas (Duer)  Afonso de Ribadouro,,3926469189610120429
Q113673,Urraca  Afonso,,6000000006784143033
Q113675,Mendo Egas  Viegas,,6000000003493284811
Q113677,Pedro  Alonso Viegas,,6000000008462702879
Q113679,Urraca  Viegas Barroso,,6000000001542794873
Q113681,Gotinha  Soares de Melo,,6000000011649858742
Q113683,Mem  Soares de Melo 1º senhor de Melo,,6000000000040036626
Q113685,Pero Soares de  Alvim,,6000000003827902069
Q113687,Lourenço  Soares Freire,,6000000015424916066
Q113689,Teresa  Soárez de Melo,,6000000013969156266
Q113691,N  N,,6000000021745423379
Q113693,Maria Soares  de Riba-de-Vizela,,6000000013400630479
Q113695,Mem Pais  de Mogudo,,6000000001412918732
Q113697,D.Martim Mendes Mogudo,,6000000000383945714
Q113699,D. Pedro  Annes de Cerveira,,6000000015232824578
Q113701,Gonçalo  Pires de Cerveira,,6000000021693852367
Q113703,Afonso  Pires de Cerveira,,6000000015435741140
Q113705,Sancha  Pais Correia,,6000000008460814552
Q113707,Maria  Raimundes de Riba Vizela,,6000000008460842682
Q113709,Dórdia  Viegas senhora da Quinta de Sequeiros,,6000000001412921067
Q113711,Fáfila  Lucides,,6000000001435528178
Q113713,Egas  Fafes de Lanhoso,,6000000001412900128
Q113715,Dna. Gontinha  Mendes,,6000000001412921049
Q113717,D. Mem  Moniz de Riba Mouro,,6000000001412921041
Q113719,Moninha  Guterres,,6000000000160884769
Q113721,Teresa  Mendes de Ribadouro (NFP),,6000000007152206231
Q113723,Dórdia  Mendes de Ribadouro Senhora da honra de Caria,,6000000003827890744
Q113725,Elvira Mendes,,6000000008008318368
Q113727,Sancha  Mendes,,6000000011842161219
Q113729,Mor Mendes  de Ribadouro,,6000000173893732195
Q113731,Paio Soares  Correia o Velho,,6000000001412875513
Q113733,Ouroana Pais Correia,,6000000011738443377
Q113735,Sancha  Giraldes Cabrão,,6000000001412918976
Q113737,Urraca Fafes  de Lanhoso,,6000000001818689001
Q113739,Rui  Fafes,,6000000015211606226
Q113741,Godinho  Fafes,,6000000013900965645
Q113743,Mem  Fafes,,6000000013901018287
Q113745,Hermigo  Fafes abade de Refóios de Basto,,6000000013900993355
Q113747,Egas  Fafes Bispo de Coimbra,,6000000011194072885
Q113749,Soeiro  Fafes,,6000000013900428933
Q113751,Teresa  Fafes de Lanhoso,,6000000013901147006
Q113753,Goncalo Rodrigues de  Abreu,,6000000008574566104
Q113755,Godina  Gonçalves de Abreu,,6000000008574603938
Q113757,Payo  Méndez Sorrez Señor de la Casa de Sorred,,6000000004847923376
Q113759,Mendo (o Men)  Paez Sorrez de Sottomayor I señor de Sotomayor,,6000000000486080064
Q113761,D. Soeiro  Pires da Silva,,6000000007387303479
Q113763,Dna. Fruilhe  Viegas de Lanhoso,,6000000007387392346
Q113765,Teresa  Soares da Silva,,6000000001412870631
Q113767,Estevão  Soares da Silva Arcebispo de Braga,,6000000013885273918
Q113769,Pedro  Mendes de Gandarei,,6000000001435415570
Q113771,Afonso  Pires,,6000000013970243459
Q113773,Martim  Pires Machado,,6000000036839936639
Q113775,Rui  Pires de Gandarei,,6000000140223076946
Q113777,Estevainha Martins da Silva,,6000000069464533441
Q113779,Martim  Durães Riba Vizela,,4067552991300020569
Q113781,"Fernandez Pimentel dito ""de Novais""",,6000000001412921355
Q113783,Vasco  Martins Pimentel,,6000000001818652073
Q113785,Sancha  Martins Pimentel,,6000000001728253927
Q113787,Ponço  Afonso de Baião,,6000000000043353878
Q113789,Estevainha  Ponces de Baião,,6000000000010050899
Q113791,Pedro  Ponces de Baião,,6000000016236339958
Q113793,Sancha  Ponces de Baião,,6000000013997205437
Q113795,Maria  Ponces de Baião,,6000000013996954752
Q113797,Fernão  Paes de Riba de Vizela,,6000000005222341104
Q113799,Sancha Annes  Annes Paes de Riba de Vizela,,6000000005222293173
Q113801,Martim  Pires da Maia o Jami,,6000000008316124870
Q113803,João  Martins da Maia o Abana,,6000000012176764112
Q113805,Elvira  Martins da Maia,,6000000008315853743
Q113807,Martim  Martins da Maia,,6000000016236626964
Q113809,Estevão  Martins da Maia,,6000000016236800371
Q113811,Guiomar  Martins da Maia freira no mosteiro de Arouca,,6000000016236808512
Q113813,Fernão  Martins da Maia,,6000000016236782309
Q113815,Moninho,,6000000021674519319
Q113817,Urraca  Pires da Ribeira,,6000000001435528136
Q113819,Maior Alfonso  de Cambra,,6000000001699485361
Q113821,Constança  Afonso de Cambra,,6000000001435528122
Q113823,Martim  Afonso de Cambra,,6000000014466635612
Q113825,Marinha  de Cambra monja de Arouca,,6000000014466546780
Q113827,Teresa  de Cambra monja de Arouca,,6000000014466608865
Q113829,Urraca  de Cambra,,6000000014466635690
Q113831,Maria  de Cambra monja de Arouca,,6000000014466832009
Q113833,Fernão Afonso  de Cambra,,6000000003026201822
Q113835,Maria  Mendes da Silva,,6000000019600391500
Q113837,Fruilhe Fernandes  de Riba de Vizela,,6000000012176710121
Q113839,Margarida  Viegas,,6000000013885243343
Q113841,Maria  Pires de Cambra,,6000000014446849669
Q113843,Martim  Viegas de Ataíde senhor da torre de Ataíde,,6000000006988549183
Q113845,Soeiro  de Sousa o Grosso,,6000000000083126224
Q113847,NN,,6000000011513383211
Q113849,Estevainha Pais  Pais Gabere,,6000000000083066475
Q113851,João  Martins de Riba de Vizela o Chora,,6000000011910903809
Q113853,Gil  Martins de Riba de Vizela governador de Sintra,,6000000012140837603
Q113855,Tereza Martins de Riba Martins  de Vizela,,6000000004306764102
Q113857,D.Paio Viegas de Alvarenga,,6000000001412900697
Q113859,Pero  Pais de Alvarenga,,6000000008755460229
Q113861,Sancha  Pais de Alvarenga,,6000000000008124439
Q113863,"João  Soares de Paiva, o "" Trovador """,,6000000015550634455
Q113865,Soeiro  Eannes de Paiva,,6000000015550652677
Q113867,D. Pedro Anes  de Paiva I,,6000000146318350822
Q113869,D.João Anes de Paiva,,6000000146319483917
Q113871,D. Rodrigo  Anes de Paiva,,6000000022834288427
Q113873,Adosinda  Gormiri,,6000000013263038135
Q113875,Guntroda,,6000000013263165492
Q113877,Suero  Ximénez Bernardo del Caso Conde,,6000000008943814218
Q113879,Gutiérrez  Bernardo,,6000000003927558322
Q113881,Bernardo  Jiménez de Quirós conde de León,,6000000030855624219
Q113883,Bernardo  Gimenez de Quiroz,,6000000001342014295
Q113885,Mãe Incógnita Doña,,6000000017001476548
Q113887,Gontroda  Rodríguez de Aranga,,6000000017001471506
Q113889,Gundercia,,6000000018801223457
Q113891,Froilo  Fernández *,,6000000001412929376
Q113893,Arias  Muñiz,,6000000001412929336
Q113895,Hermesenda  Romaes señora de Santa Marta de Ortigueira y Monterroso,,6000000029494500014
Q113897,Aldara  Dordia Osorez,,6000000013985070107
Q113899,Arias  Núñez Señor de Casa do Sirgal,,6000000030548353871
Q113901,Arias,,6000000010904999505
Q113903,Arias,,6000000189633392838
Q113905,Dona Mor  Soares Galego,,6000000013985092006
Q113907,Rodrigo  Martins de Nomães,,6000000001699485385
Q113909,Pedro  Rodrigues V,,6000000013984979330
Q113911,Gustivo  González,,6000000006277347531
Q113913,Gonzalo  Gustioz,,6000000000803629561
Q113915,Godo  Moniz,,6000000001412921289
Q113917,D. Fáfila  Sarracines de Lanhoso,,6000000001412921205
Q113919,Dna. Mariana Doña,,6000000004251349444
Q113921,Rodrigo  Gutiérrez Conde,,6000000017001533617
Q113923,Gundesina  x,,6000000078149623173
Q113925,Ilduara  Guterrez de Aranga,,6000000003948401571
Q113927,Marina  x,,6000000078152489560
Q113929,Diego  Guterrez,,6000000003983711638
Q113931,María  de Froilaz,,6000000003593885258
Q113933,Gutier  Bermúdez,,6000000004262323164
Q113935,Gontina  Gonçalves,,6000000017137336849
Q113937,Núño  Alvites,,6000000000796210595
Q113939,Pedro  Aloítez,,6000000017137552037
Q113941,Loba  Aloítez,,6000000017137328326
Q113943,Gonçalo  Eris de Marnel,,6000000000062077268
Q113945,Urraca  Viegas de Marnel,,6000000000040037892
Q113947,Aurembiax  Fernández de Aza,,6000000010977230266
Q113949,Fernando  Pérez de Trava Conde de Trastámara,,6000000003637345226
Q113951,Fruelo  Pérez de Trava,,6000000008200469900
Q113953,"Rodrigo ""Velloso""  de Cabrera",,6000000003828011431
Q113955,Froila Guterres,,6000000006591545591
Q113957,Sarracina,,6000000006591947092
Q113959,Doña Elvira  NN,,6000000006591514748
Q113961,Conde Froila  Rodriguéz V Conde de Trástamara,,6000000003268106570
Q113963,Ilduara  Venegas,,6000000039572102976
Q113965,Iñiga  González,,6000000006277429551
Q113967,Menendo  Núñez,,6000000000796403192
Q113969,Múño  Núñez,,6000000017137368745
Q113971,Gontrodo  Núñez,,6000000017137332218
Q113973,Teresa  García,,6000000074785838890
Q113975,Mendo  González Señor de Luarca,,6000000074785748996
Q113979,"Bermudo III, rey de León",,6000000004161356895
Q113984,Arias  de Tude,,6000000003300861340
Q113986,Gutierre  de TUDE,,6000000003814991350
Q113988,Gundesina  x,,6000000039571771790
Q113991,Lupa  Rodrigues,,6000000039568198400
Q113993,Ruy Díaz  de Vasconcellos,,6000000003297930529
Q113995,María Martínez  Redonda,,6000000003298178268
Q113997,"Gonzalo  Méndez, el feyxo",,6000000003824174362
Q113999,Aldozinda  de Monterroso,,6000000008462837508
Q114001,Hero (Ero),,6000000008462869221
Q114003,Gontrode Eris,,6000000212017093824
Q114005,Cristina  Gonçalves das Asturias,,6000000001435415656
Q114007,Mór  Mendes de Gandarei,,6000000001728253430
Q114009,Rodrigo Mendes  de Gandarei,,6000000013884220106
Q114011,Gonçalo  Moniz,,6000000181882376822
Q114013,,,6000000001435226422
Q114015,Ermigio  Viegas senhor de Ribadouro,,6000000007152097436
Q114017,Moninho  Venegas,,6000000013884405797
Q114019,Toda  Erminges,,6000000216921453851
Q114021,Elvira  Gómez,,6000000003570398165
Q114023,Nuño  Suárez de Grijo,,6000000006274579773
Q114025,"Bvira (Elvira) ""Unisco"" Núñez Sisnandiz",,6000000015781579989
Q114027,Ciprianum 'Cipriano'  Sisnandiz Moniz,,6000000034999803733
Q114029,Teresa  Afonso,,6000000027969131198
Q114030,Pedro  Martins da Torre senhor da Torre de Vasconcelos,,6000000007387325320
Q114032,João  Martins (de Cabreira) Salsa Senhor da Honra de Alvelos,,6000000015342581466
Q114034,Martim  Martins de Cabreira arcediago da Sé de Braga,,6000000013885624685
Q114036,Teresa,,6000000207531451823
Q114038,Urraca  Núñez de Braganza,,6000000010570865178
Q114040,Nuno  Pais de Ribeira,,6000000003828011290
Q114042,"Martim Pais Ribeira, Governador de Lanhoso",,6000000008192122953
Q114046,Sancha  Fernandes de Lumiares,,6000000006936749205
Q114048,Urraca  Fernandes de Lumiares,,6000000001500872352
Q114051,NN  de Portugal,,6000000001435415599
Q114053,Pero  Moniz,,6000000001435415590
Q114055,"D. Pedro  Paes da Silva, o ""Escacha"" o Escracha, alcaide-mór de Coimbra",,6000000007387458269
Q114057,Dna. Mór  Pires Perna,,6000000000008148520
Q114059,Sancho  Pires da Silva,,6000000017663054612
Q114061,Teresa  Afonso de Portugal,,6000000021965971461
Q114063,D. Sancho  Nunes de Barbosa 2º conde de Barbosa,,6000000007152203213
Q114065,D. Sancha  Henriques infanta de Portugal,,6000000000386726880
Q114067,Urraca  Sanches de Celanova,,6000000000043815372
Q114069,Vasco  Sanches de Celanova,,6000000006988568013
Q114071,D. Sancho  Nunes de Barbosa,,6000000194006845821
Q114073,Fruilhe  Sanches de Celanova,,6000000000043756717
Q114075,Elvira  Pérez de Traba,,6000000016159351963
Q114077,"Fernão  Gomes, o ""Cativo""",,6000000001864350618
Q114079,Maria  Gomes de Pombeiro,,6000000008316008713
Q114081,Loba  Núñez de Guzmán y Pombeiro Maldonado y Pérez de Trava,,6000000001435415523
Q114083,D.Urraca Núñez Gomez de Guzmán y Pombeiro Maldonado y Pérez de Tr,,4538914255540011555
Q114085,Chamoa (Flâmula) Gomes  de Pombeiro Senhora da Maia,,6000000001412909956
Q114087,Fernán  Gómez de Celanova,,6000000036138292719
Q114089,Pedro  Gómez de Celanova,,6000000036138772371
Q114091,Maior  Rodriguez,,6000000006591165821
Q114092,Fronilde  Fernández,,6000000145929873934
Q114093,Arias  Páez de Chacín,,6000000003493181104
Q114094,Teresa  Añez de Deza,,6000000006277673371
Q114096,Urraca  López de Lemos,,6000000039234271548
Q114098,Aloito  Aloitez de Saavedra obispo de León,,6000000000494115029
Q114100,Dia o Diego  Valtés,,6000000078130144178
Q114102,Frunilda  Pelaez de Coimbra,,6000000004533735641
Q114104,Sancho  Ordóñez,,6000000012152843449
Q114106,Fernando  Ordóñez,,6000000012152872531
Q114108,Alfonso  Ordóñez Conde,,6000000012152677725
Q114110,Bermudo  Ordóñez,,6000000012152856351
Q114112,Pelayo  Ordóñez,,6000000012152908343
Q114114,Oveco  Ordóñez,,6000000012152667384
Q114116,"Nuño  Alfonso de Amaya Señor de Gijón, Adelantado Mayor de Asturias",,6000000004988107839
Q114118,Bermudo  Armentáriz,,6000000004285618635
Q114120,Velasquita  Bermúdez,,6000000074785638833
Q114122,Martín  Bermúdez,,6000000087741214926
Q114124,D. Payo Fruella  Fruella Infante,,6000000174357261941
Q114126,D. Payo  Paes Senhor de Cisneiros,,6000000133030742821
Q114128,Fronilda,,6000000012150704633
Q114130,Enderquina  Alonso,,6000000012996458037
Q114132,Christina  Alfonso,,6000000000549407684
Q114134,Muniadoña  de Menéndez,,6000000003493155609
Q114136,de Asturias,,6000000003982965831
Q114138,Cristina  Alonso,,6000000046650576821
Q114140,Garcia  Ordoñez Conde de Nájera,,6000000008268244687
Q114142,María Teresa  Ordóñez,,6000000004988344492
Q114144,Urraca Ordoñez  de León,,6000000003827957157
Q114146,Argilo  Ordóñez,,6000000004988344456
Q114148,Rodrigo  Ordóñez,,6000000004988344462
Q114150,Diego  Ordóñez,,6000000004988344474
Q114152,Bermudo  Ordóñez,,6000000004988344480
Q114154,Pedro  Suárez Calvo,,6000000006280646501
Q114156,María  de Andrade,,6000000003637306717
Q114158,Remón  Pérez de Figueroa 7º Señor de Figueroa,,6000000003637377630
Q114160,Ruy  Beltrán de Narbona I Señor de Narváez,,6000000000514457197
Q114162,"Sancho  Ruiz de Narváez I Señor de Narváez, Conquistador de Baeza.",,6000000011038410059
Q114164,Pedro  de Narváez,,6000000027218401809
Q114166,Gugina,,6000000005039077080
Q114168,Gundesteo Ériz  Fernández de Lugo,,6000000007191918707
Q114170,Muniadona  Moniz,,6000000047977463859
Q114172,Gontrode  Moniz Infanta de Castilla,,6000000005788959827
Q114174,Velazquita Muñoz,,6000000011301203526
Q114176,Jimena  Fernández de Castro,,6000000001588440396
Q114178,Pedro Muñoz,,6000000027968427550
Q114180,Munio Muñoz,,6000000027968857888
Q114182,Sancha  Velaz,,6000000193867969840
Q114184,Velasco Alméiuz,,6000000003827568399
Q114186,Pelayo Gómez de  Carrión,,6000000003827568298
Q114188,Munio  Peláez Carrión Conde,,6000000004978657810
Q114190,García,,6000000031736026139
Q114192,Fortún  López señor de Tetelia y Punicastro,,6000000031735683496
Q114194,Toda  Viguera,,6000000003828338406
Q114196,Fronilda  Garcés de Viguera,,6000000004678457777
Q114198,Toda  Garcia de Viguera,,6000000011621089464
Q114200,Unknown  Unknown,,6000000006784471041
Q114202,Count Salvador Perez of  Castile Conde,,6000000003051295453
Q114204,N.N.,,6000000002188307441
Q114206,"Sanche III Garcia, comte de Gascogne comde de Gasconha",,6000000009304903592
Q114208,"Gombaud, Duke de Gascony",,6000000003827661466
Q114210,Azner I Sanche  d'Oloron,,6000000004868825781
Q114212,Donat Sanche  de Gascogne,,6000000004869186773
Q114214,Udalrich  de Gascogne,,6000000011058490685
Q114216,Arnaud II I  de Lomagne Vicomte de Gascogne & d'Auvillars,,6000000015613443613
Q114218,Adélaïs  de Lomagne,,6000000007151587832
Q114220,Odon II  de Lomagne Vicomte de Lomagne,,6000000015613668017
Q114222,Hermesenda  de León,,6000000078350833140
Q114224,Rui Girardo  de Castro y Cabrera,,6000000020681764734
