# Entities lacking both identifiers and family relationships
qid,english_label,english_description,has_p39_no_identifiers,has_p39_no_relatives
Q105615,,,No,No
Q105617,,,No,No
Q105619,,,No,No
Q10562,Zhi Fu Xing Gao,,No,No
Q105621,,,No,No
Q105623,,,No,No
Q105625,,,No,No
Q105627,,,No,No
Q105629,,,No,No
Q105631,,,No,No
Q105633,,,No,No
Q105635,,,No,No
Q105637,,,No,No
Q105639,,,No,No
Q10564,Ping Ji Fang,,No,No
Q105641,,,No,No
Q105643,,,No,No
Q105645,,,No,No
Q105647,,,No,No
Q105649,,,No,No
Q10565,Yi Shi Sheng Xing,,No,No
Q105651,,,No,No
Q105653,,,No,No
Q105655,,,No,No
Q105657,,,No,No
Q105659,,,No,No
Q10566,Yi Shi Zhen Guang,,No,No
Q105661,,,No,No
Q105663,,,No,No
Q105665,,,No,No
Q105667,,,No,No
Q105669,,,No,No
Q105671,,,No,No
Q105673,,,No,No
Q105675,,,No,No
Q105677,,,No,No
Q105679,,,No,No
Q105681,,,No,No
Q105683,,,No,No
Q105685,,,No,No
Q105687,,,No,No
Q105689,,,No,No
Q10569,Ping Qing Gang  (yi Shi Ping Shi ),,No,No
Q105691,,,No,No
Q105693,,,No,No
Q105695,,,No,No
Q105697,,,No,No
Q105699,,,No,No
Q105701,,,No,No
Q105703,,,No,No
Q105705,,,No,No
Q105707,,,No,No
Q105709,,,No,No
Q105711,,,No,No
Q105713,,,No,No
Q105715,,,No,No
Q105717,,,No,No
Q105719,,,No,No
Q105721,,,No,No
Q105723,,,No,No
Q105725,,,No,No
Q105727,,,No,No
Q105729,,,No,No
Q105731,,,No,No
Q105733,,,No,No
Q105735,,,No,No
Q105737,,,No,No
Q105739,,,No,No
Q10574,Ping Zheng Zi,,No,No
Q105741,,,No,No
Q105743,,,No,No
Q105745,,,No,No
Q105747,,,No,No
Q105749,,,No,No
Q10575,Ping Jia Hong,,No,No
Q105751,,,No,No
Q105753,,,No,No
Q105755,,,No,No
Q105757,,,No,No
Q105759,,,No,No
Q105761,,,No,No
Q105763,,,No,No
Q105765,,,No,No
Q105767,,,No,No
Q105769,,,No,No
Q10577,Qing Yuan Wu Zhen,,No,No
Q105771,,,No,No
Q105773,,,No,No
Q105775,,,No,No
Q105777,,,No,No
Q105779,,,No,No
Q105781,,,No,No
Q105783,,,No,No
Q105785,,,No,No
Q105787,,,No,No
Q10579,北方平氏 (藤原清衡の継々々室),,No,No
Q105790,,,No,No
Q105792,,,No,No
Q105794,,,No,No
Q105796,,,No,No
Q105798,,,No,No
Q10580,An Bei Zong Ren Nochang Nu  (teng Yuan Ji Heng Noshi ),,No,No
Q105800,,,No,No
Q105802,,,No,No
Q105804,,,No,No
Q105806,,,No,No
Q105808,,,No,No
Q105810,,,No,No
Q105812,,,No,No
Q105814,,,No,No
Q105816,,,No,No
Q105818,,,No,No
Q10582,Shi San Xiu Rong,,No,No
Q105820,,,No,No
Q105822,,,No,No
Q105824,,,No,No
Q105826,,,No,No
Q105828,,,No,No
Q10583,Tong Zhua Jun Heng,,No,No
Q105830,,,No,No
Q105832,,,No,No
Q105834,,,No,No
Q105836,,,No,No
Q105838,,,No,No
Q10584,Yan Cheng Yi Heng,,No,No
Q105840,,,No,No
Q105842,,,No,No
Q105844,,,No,No
Q105846,,,No,No
Q105848,,,No,No
Q105849,,,No,No
Q10585,Ji Tian Sheng Gan,,No,No
Q105851,,,No,No
Q105853,,,No,No
Q105855,,,No,No
Q105857,,,No,No
Q105859,,,No,No
Q105861,,,No,No
Q105863,,,No,No
Q105865,,,No,No
Q105867,,,No,No
Q105869,,,No,No
Q10587,Ji Tian Qing Gan Noniang  (yuan Yi Guang Shi ),,No,No
Q105871,,,No,No
Q105873,,,No,No
Q105875,,,No,No
Q105877,,,No,No
Q105879,,,No,No
Q10588,Ji Tian Qing Gan Noniang  (yuan Yi Ye Shi ),,No,No
Q105881,,,No,No
Q105887,,,No,No
Q105889,,,No,No
Q10589,Cun Shan Lai Jia,,No,No
Q105891,,,No,No
Q105893,,,No,No
Q105895,,,No,No
Q105897,,,No,No
Q105899,,,No,No
Q10590,Itō Sukeie,,No,No
Q105901,,,No,No
Q105903,,,No,No
Q105905,,,No,No
Q105907,,,No,No
Q105909,,,No,No
Q105911,,,No,No
Q105913,,,No,No
Q105915,,,No,No
Q105917,,,No,No
Q105919,,,No,No
Q10592,Yi Dong You Qing,,No,No
Q105921,,,No,No
Q105923,,,No,No
Q105925,,,No,No
Q105927,,,No,No
Q105929,,,No,No
Q105931,,,No,No
Q105933,,,No,No
Q105935,,,No,No
Q105937,,,No,No
Q105939,,,No,No
Q10594,Yi Dong You Qin Noniang  (san Pu Yi Cheng Zheng Shi ),,No,No
Q105941,,,No,No
Q105943,,,No,No
Q105946,,,No,No
Q105948,,,No,No
Q105950,,,No,No
Q105952,,,No,No
Q105954,,,No,No
Q105956,,,No,No
Q105958,,,No,No
Q10596,Kudō Suketsugu,,No,No
Q105960,,,No,No
Q105962,,,No,No
Q105964,,,No,No
Q105966,,,No,No
Q105968,,,No,No
Q10597,Yu Zuo Mei You Mao,,No,No
Q105970,,,No,No
Q105972,,,No,No
Q105974,,,No,No
Q105976,,,No,No
Q105978,,,No,No
Q10598,An Ji You Chang,,No,No
Q105980,,,No,No
Q105982,,,No,No
Q105984,,,No,No
Q105986,,,No,No
Q105988,,,No,No
Q10599,Gong Teng You Chang  (yi Shi Chang Ye Gong Teng Shi ),,No,No
Q105990,,,No,No
Q105992,,,No,No
Q105994,,,No,No
Q105996,,,No,No
Q105998,,,No,No
Q10600,Gong Teng You Jing Noniang  (ri Zhao Nomu ),,No,No
Q106000,,,No,No
Q106002,,,No,No
Q106004,,,No,No
Q106006,,,No,No
Q106008,,,No,No
Q106010,,,No,No
Q106012,,,No,No
Q106014,,,No,No
Q106016,,,No,No
Q106018,,,No,No
Q106020,,,No,No
Q106022,,,No,No
Q106024,,,No,No
Q106026,,,No,No
Q106028,,,No,No
Q10603,Bōmon Hime,,No,No
Q106030,,,No,No
Q106032,,,No,No
Q106034,,,No,No
Q106036,,,No,No
Q106038,,,No,No
Q106040,,,No,No
Q106042,,,No,No
Q106044,,,No,No
Q106046,,,No,No
Q106048,,,No,No
Q10605,Ano Zenjō,,No,No
Q106050,,,No,No
Q106052,,,No,No
Q106054,,,No,No
Q106056,,,No,No
Q106058,,,No,No
Q106060,,,No,No
Q106062,,,No,No
Q106064,,,No,No
Q106066,,,No,No
Q106068,,,No,No
Q106080,,,No,No
Q106082,,,No,No
Q106084,,,No,No
Q106086,,,No,No
Q106088,,,No,No
Q106090,,,No,No
Q106092,,,No,No
Q106094,,,No,No
Q106096,,,No,No
Q106098,,,No,No
Q106100,,,No,No
Q106102,,,No,No
Q106104,,,No,No
Q106106,,,No,No
Q106108,,,No,No
Q106110,,,No,No
Q106112,,,No,No
Q106114,,,No,No
Q106116,,,No,No
Q106118,,,No,No
Q10612,Hōjō Masako,,No,No
Q106120,,,No,No
Q106121,,,No,No
Q106123,,,No,No
Q106125,,,No,No
Q106127,,,No,No
Q106129,,,No,No
Q106131,,,No,No
Q106133,,,No,No
Q106135,,,No,No
Q106137,,,No,No
Q106139,,,No,No
Q106141,,,No,No
Q106143,,,No,No
Q106145,,,No,No
Q106147,,,No,No
Q106149,,,No,No
Q106151,,,No,No
Q106153,,,No,No
Q106155,,,No,No
Q106157,,,No,No
Q106159,,,No,No
Q106161,,,No,No
Q106163,,,No,No
Q106165,,,No,No
Q106167,,,No,No
Q106169,,,No,No
Q106171,,,No,No
Q106173,,,No,No
Q106175,,,No,No
Q106177,,,No,No
Q106179,,,No,No
Q10618,Ōhime,,No,No
Q106181,,,No,No
Q106183,,,No,No
Q106185,,,No,No
Q106187,,,No,No
Q106189,,,No,No
Q106191,,,No,No
Q106193,,,No,No
Q106195,,,No,No
Q106197,,,No,No
Q106199,,,No,No
Q10620,Jōgyō,,No,No
Q106201,,,No,No
Q106203,,,No,No
Q106205,,,No,No
Q106207,,,No,No
Q106209,,,No,No
Q10621,Ōtomo Yoshinao,,No,No
Q106211,,,No,No
Q106213,,,No,No
Q106215,,,No,No
Q106217,,,No,No
Q106219,,,No,No
Q10622,Mu Xie You Lai,,No,No
Q106221,,,No,No
Q106223,,,No,No
Q106225,,,No,No
Q106227,,,No,No
Q106229,,,No,No
Q106231,,,No,No
Q106233,,,No,No
Q106235,,,No,No
Q106237,,,No,No
Q106239,,,No,No
Q10624,Yi Tiao Zhong Lai Noniang  (san Pu Yi Cun Noqi ),,No,No
Q106241,,,No,No
Q106243,,,No,No
Q106245,,,No,No
Q106247,,,No,No
Q106249,,,No,No
Q106251,,,No,No
Q106253,,,No,No
Q106255,,,No,No
Q106257,,,No,No
Q106259,,,No,No
Q106261,,,No,No
Q106263,,,No,No
Q106265,,,No,No
Q106267,,,No,No
Q106269,,,No,No
Q106271,,,No,No
Q106273,,,No,No
Q106275,,,No,No
Q106277,,,No,No
Q106279,,,No,No
Q10628,San Pu Yi Cun Noniang  (tu Qi Guang Ding Shi ),,No,No
Q106281,,,No,No
Q106283,,,No,No
Q106285,,,No,No
Q106287,,,No,No
Q106289,,,No,No
Q10629,San Pu Yi Cun Niang  (mao Li Ji Guang Shi ),,No,No
Q106291,,,No,No
Q106293,,,No,No
Q106295,,,No,No
Q106297,,,No,No
Q106299,,,No,No
Q10630,San Pu Yi Cun Noniang  (qian Xie Xiu Yin Nozheng Shi ),,No,No
Q106301,,,No,No
Q106303,,,No,No
Q106305,,,No,No
Q106307,,,No,No
Q106309,,,No,No
Q10631,San Pu Yi Cun Noniang  (bei Tiao Shi Chang Noqi ),,No,No
Q106311,,,No,No
Q106313,,,No,No
Q106315,,,No,No
Q106317,,,No,No
Q106319,,,No,No
Q106321,,,No,No
Q106323,,,No,No
Q106325,,,No,No
Q106327,,,No,No
Q106329,,,No,No
Q10633,Bei Tiao Tai Shi Noniang  (san Pu Tai Cun Nozheng Shi ),,No,No
Q106331,,,No,No
Q106333,,,No,No
Q106335,,,No,No
Q106337,,,No,No
Q106339,,,No,No
Q10634,Zhao Tian Jing Tai,,No,No
Q106341,,,No,No
Q106342,,,No,No
Q106344,,,No,No
Q106346,,,No,No
Q106348,,,No,No
Q106350,,,No,No
Q106352,,,No,No
Q106354,,,No,No
Q106356,,,No,No
Q106358,,,No,No
Q106360,,,No,No
Q106362,,,No,No
Q106364,,,No,No
Q106366,,,No,No
Q106368,,,No,No
Q10637,San Pu Yi Cheng Noniang  (gong Xiao Nomu ),,No,No
Q106370,,,No,No
Q106372,,,No,No
Q106374,,,No,No
Q106376,,,No,No
Q106378,,,No,No
Q10638,San Hu You Cheng,,No,No
Q106380,,,No,No
Q106382,,,No,No
Q106384,,,No,No
Q106386,,,No,No
Q106388,,,No,No
Q10639,San Pu Zhong Cheng,,No,No
Q106390,,,No,No
Q106392,,,No,No
Q106394,,,No,No
Q106396,,,No,No
Q106398,,,No,No
Q10640,Shan Kou You Gang,,No,No
Q106400,,,No,No
Q106402,,,No,No
Q106404,,,No,No
Q106406,,,No,No
Q106408,,,No,No
Q10641,Wu Tian Xin Guang Noniang  (zuo Yuan Yi Lian Nozheng Shi ),,No,No
Q106410,,,No,No
Q106412,,,No,No
Q106414,,,No,No
Q106416,,,No,No
Q106418,,,No,No
Q106420,,,No,No
Q106422,,,No,No
Q106424,,,No,No
Q106426,,,No,No
Q106428,,,No,No
Q10643,Zuo Yuan Jia Lian,,No,No
Q106430,,,No,No
Q106432,,,No,No
Q106434,,,No,No
Q106436,,,No,No
Q106438,,,No,No
Q106440,,,No,No
Q106442,,,No,No
Q106444,,,No,No
Q106446,,,No,No
Q106448,,,No,No
Q106450,,,No,No
Q106452,,,No,No
Q106454,,,No,No
Q106456,,,No,No
Q106458,,,No,No
Q106460,,,No,No
Q106462,,,No,No
Q106464,,,No,No
Q106466,,,No,No
Q10647,Shan Ben Yi Zong Noniang  (xiao Li Yuan Yuan Guang Shi ),,No,No
Q106470,,,No,No
Q106472,,,No,No
Q106474,,,No,No
Q106476,,,No,No
Q106478,,,No,No
Q106480,,,No,No
Q106482,,,No,No
Q106484,,,No,No
Q106486,,,No,No
Q106488,,,No,No
Q10649,Cen Shan Zhong Neng,,No,No
Q106490,,,No,No
Q106492,,,No,No
Q106494,,,No,No
Q106498,,,No,No
Q1065,Mammon Mammals,,No,No
Q106500,,,No,No
Q106502,,,No,No
Q106504,,,No,No
Q106506,,,No,No
Q106508,,,No,No
Q10651,Chang Jiang Yi Jing,,No,No
Q106510,,,No,No
Q106512,,,No,No
Q106514,,,No,No
Q106516,,,No,No
Q106518,,,No,No
Q10652,Jin Tian Lai Ci,,No,No
Q106520,,,No,No
Q106522,,,No,No
Q106524,,,No,No
Q106526,,,No,No
Q106528,,,No,No
Q10653,Yuan Wei Xing,,No,No
Q106530,,,No,No
Q106532,,,No,No
Q106534,,,No,No
Q106536,,,No,No
Q106538,,,No,No
Q10654,Heng Shan Long Jian Noniang ? (da Ting Jing Yi Nomu ),,No,No
Q106540,,,No,No
Q106542,,,No,No
Q106544,,,No,No
Q106546,,,No,No
Q106548,,,No,No
Q10655,Bo Duo Ye Yi Chang,,No,No
Q106550,,,No,No
Q106552,,,No,No
Q106554,,,No,No
Q106556,,,No,No
Q106558,,,No,No
Q106560,,,No,No
Q106562,,,No,No
Q106564,,,No,No
Q106566,,,No,No
Q106568,,,No,No
Q106570,,,No,No
Q106572,,,No,No
Q106574,,,No,No
Q106576,,,No,No
Q106578,,,No,No
Q10658,Shui Gu Qing You,,No,No
Q106580,,,No,No
Q106582,,,No,No
Q106584,,,No,No
Q106586,,,No,No
Q106588,,,No,No
Q10659,Da Si Guang You,,No,No
Q106590,,,No,No
Q106592,,,No,No
Q106594,,,No,No
Q106596,,,No,No
Q106598,,,No,No
Q10660,Chi Ban Guang Du,,No,No
Q106600,,,No,No
Q106602,,,No,No
Q106604,,,No,No
Q106606,,,No,No
Q106608,,,No,No
Q10661,Shi Chuan Guang Jia,,No,No
Q106610,,,No,No
Q106612,,,No,No
Q106614,,,No,No
Q106616,,,No,No
Q106618,,,No,No
Q10662,Ge Guan Neng Long,,No,No
Q106620,,,No,No
Q106622,,,No,No
Q106624,,,No,No
Q106626,,,No,No
Q106628,,,No,No
Q10663,Zhi Fu Zhong Long Noniang  (yuan Yi Xian Qi ),,No,No
Q106630,,,No,No
Q106632,,,No,No
Q106634,,,No,No
Q106636,,,No,No
Q106638,,,No,No
Q10664,Heng Shan Long Jian Noniang  (zhi Fu Zhong Hong Noqi ),,No,No
Q106640,,,No,No
Q106642,,,No,No
Q106644,,,No,No
Q106646,,,No,No
Q106648,,,No,No
Q10665,Xiao Shan Tian You Zhong,,No,No
Q106650,,,No,No
Q106652,,,No,No
Q106654,,,No,No
Q106656,,,No,No
Q106658,,,No,No
Q10666,Zhi Fu Zhong Hong Noniang  (qian Xie Chang Yin Nozheng Shi ),,No,No
Q106660,,,No,No
Q106662,,,No,No
Q106664,,,No,No
Q106665,,,No,No
Q106667,,,No,No
Q106669,,,No,No
Q10667,Zhi Fu Zhong Hong Noniang  (ge Xi Qing Zhong Nomu ),,No,No
Q106671,,,No,No
Q106673,,,No,No
Q106675,,,No,No
Q106677,,,No,No
Q106679,,,No,No
Q10668,Guan Zheng Jia Nu,,No,No
Q106681,,,No,No
Q106683,,,No,No
Q106685,,,No,No
Q106687,,,No,No
Q106689,,,No,No
Q10669,Xiao Shan Jing Long Niang  (jiang Hu Zhong Ji Zheng Shi ),,No,No
Q106691,,,No,No
Q106693,,,No,No
Q106695,,,No,No
Q106697,,,No,No
Q106699,,,No,No
Q106701,,,No,No
Q106703,,,No,No
Q106705,,,No,No
Q106707,,,No,No
Q106709,,,No,No
Q10671,Jiang Hu Zhong Ji Noniang  (cen Shan Zhong Neng Ce Shi ),,No,No
Q106711,,,No,No
Q106713,,,No,No
Q106715,,,No,No
Q106717,,,No,No
Q106719,,,No,No
Q10672,Jiang Hu Zhong Ji Noniang  (tai Tian Xing Guang Noqi ),,No,No
Q106721,,,No,No
Q106723,,,No,No
Q106725,,,No,No
Q106727,,,No,No
Q106729,,,No,No
Q106731,,,No,No
Q106733,,,No,No
Q106735,,,No,No
Q106737,,,No,No
Q106739,,,No,No
Q10674,Shibui Gu Zhong Zhu,,No,No
Q106741,,,No,No
Q106743,,,No,No
Q106745,,,No,No
Q106747,,,No,No
Q106749,,,No,No
Q10675,Fan Tian Jia Yi,,No,No
Q106751,,,No,No
Q106753,,,No,No
Q106755,,,No,No
Q106757,,,No,No
Q106759,,,No,No
Q10676,渋谷重国の娘 (佐々木秀義の室),,No,No
Q106761,,,No,No
Q106763,,,No,No
Q106765,,,No,No
Q106767,,,No,No
Q106769,,,No,No
Q10677,Ru Jiang Jing Cheng,,No,No
Q106771,,,No,No
Q106773,,,No,No
Q106775,,,No,No
Q106777,,,No,No
Q106779,,,No,No
Q10678,Ru Jiang Qing Shi,,No,No
Q106781,,,No,No
Q106783,,,No,No
Q106785,,,No,No
Q106787,,,No,No
Q106789,,,No,No
Q10679,Ru Jiang Jing Jian,,No,No
Q106791,,,No,No
Q106793,,,No,No
Q106795,,,No,No
Q106797,,,No,No
Q106799,,,No,No
Q10680,Kudō Suketaka,,No,No
Q106801,,,No,No
Q106803,,,No,No
Q106805,,,No,No
Q106807,,,No,No
Q106809,,,No,No
Q10681,Ju Yi Gang,,No,No
Q106811,,,No,No
Q106813,,,No,No
Q106815,,,No,No
Q106817,,,No,No
Q106819,,,No,No
Q10682,Ju Jian Yuan,,No,No
Q106821,,,No,No
Q106823,,,No,No
Q106825,,,No,No
Q106827,,,No,No
Q106829,,,No,No
Q10683,Ju Jun Qing,,No,No
Q106831,,,No,No
Q106833,,,No,No
Q106835,,,No,No
Q106837,,,No,No
Q106839,,,No,No
Q10684,Ju Cheng Jing Noniang  (teng Yuan Zong Jian Noqi ),,No,No
Q106841,,,No,No
Q106843,,,No,No
Q106845,,,No,No
Q106847,,,No,No
Q106849,,,No,No
Q10685,Yuan Wei Jia,,No,No
Q106851,,,No,No
Q106853,,,No,No
Q106855,,,No,No
Q106857,,,No,No
Q106859,,,No,No
Q10686,Yuan Zhong Qing  (yuan Qi Lai Nozi ),,No,No
Q106861,,,No,No
Q106863,,,No,No
Q106865,,,No,No
Q106867,,,No,No
Q106869,,,No,No
Q106871,,,No,No
Q106873,,,No,No
Q106875,,,No,No
Q106877,,,No,No
Q106879,,,No,No
Q10688,Satō Yasukiyo,,No,No
Q106881,,,No,No
Q106883,,,No,No
Q106885,,,No,No
Q106887,,,No,No
Q106889,,,No,No
Q10689,Teng Yuan Ji Shan,,No,No
Q106891,,,No,No
Q106893,,,No,No
Q106895,,,No,No
Q106897,,,No,No
Q106899,,,No,No
Q10690,Zhai Teng Wei Sheng,,No,No
Q106901,,,No,No
Q106903,,,No,No
Q106905,,,No,No
Q106907,,,No,No
Q106909,,,No,No
Q10691,Lin Zhen Zong,,No,No
Q106911,,,No,No
Q106913,,,No,No
Q106915,,,No,No
Q106917,,,No,No
Q106919,,,No,No
Q10692,Fu Jian Jia Guo,,No,No
Q106921,,,No,No
Q106923,,,No,No
Q106925,,,No,No
Q106927,,,No,No
Q106929,,,No,No
Q10693,Teng Yuan Jing Tong,,No,No
Q106931,,,No,No
Q106933,,,No,No
Q106935,,,No,No
Q106937,,,No,No
Q106939,,,No,No
Q10694,Nobuzane-ō,,No,No
Q106941,,,No,No
Q106943,,,No,No
Q106945,,,No,No
Q106947,,,No,No
Q106949,,,No,No
Q10695,Kiyohito-shinnō's daughter,,No,No
Q106951,,,No,No
Q106953,,,No,No
Q106955,,,No,No
Q106957,,,No,No
Q106959,,,No,No
Q10696,Teng Yuan Liang Gang Noniang  (yuan Shi Zhong Noqi ),,No,No
Q106961,,,No,No
Q106963,,,No,No
Q106965,,,No,No
Q106967,,,No,No
Q106969,,,No,No
Q10697,Yuan Shi Long,,No,No
Q106971,,,No,No
Q106973,,,No,No
Q106975,,,No,No
Q106977,,,No,No
Q106979,,,No,No
Q106981,,,No,No
Q106983,,,No,No
Q106985,,,No,No
Q106987,,,No,No
Q106989,,,No,No
Q106991,,,No,No
Q106993,,,No,No
Q106995,,,No,No
Q106997,,,No,No
Q106999,,,No,No
Q1070,,,No,No
Q10700,Daughter of Minamoto no Morotada (wife of Minamoto no Morotada),,No,No
Q107001,,,No,No
Q107003,,,No,No
Q107005,,,No,No
Q107007,,,No,No
Q107009,,,No,No
Q10701,Daughter of Minamoto no Morotada (mother of Fujiwara no Morotsuna),,No,No
Q107011,,,No,No
Q107013,,,No,No
Q107015,,,No,No
Q107017,,,No,No
Q107019,,,No,No
Q10702,Yuan Shi Chang,,No,No
Q107021,,,No,No
Q107023,,,No,No
Q107025,,,No,No
Q107027,,,No,No
Q107029,,,No,No
Q107031,,,No,No
Q107033,,,No,No
Q107035,,,No,No
Q107037,,,No,No
Q107039,,,No,No
Q107041,,,No,No
Q107043,,,No,No
Q107045,,,No,No
Q107047,,,No,No
Q107049,,,No,No
Q107051,,,No,No
Q107053,,,No,No
Q107055,,,No,No
Q107057,,,No,No
Q107059,,,No,No
Q107061,,,No,No
Q107063,,,No,No
Q107065,,,No,No
Q107067,,,No,No
Q107069,,,No,No
Q10707,Daughter of Fujiwara no Kiyotsuna (wife of Fujiwara no Tadanori),,No,No
Q107071,,,No,No
Q107073,,,No,No
Q107075,,,No,No
Q107077,,,No,No
Q107079,,,No,No
Q10708,Daughter of Fujiwara no Kiyotsuna (wife of Minamoto no Toshiyori),,No,No
Q107081,,,No,No
Q107083,,,No,No
Q107085,,,No,No
Q107087,,,No,No
Q107089,,,No,No
Q10709,Atsusuke-ō,,No,No
Q107091,,,No,No
Q107093,,,No,No
Q107095,,,No,No
Q107097,,,No,No
Q107099,,,No,No
Q107101,,,No,No
Q107103,,,No,No
Q107105,,,No,No
Q107107,,,No,No
Q107109,,,No,No
Q10711,Jian Ye Dun Lai,,No,No
Q107111,,,No,No
Q107113,,,No,No
Q107115,,,No,No
Q107117,,,No,No
Q107119,,,No,No
Q107121,,,No,No
Q107123,,,No,No
Q107125,,,No,No
Q107127,,,No,No
Q107129,,,No,No
Q10713,Yuan Zhong Dong,,No,No
Q107131,,,No,No
Q107133,,,No,No
Q107135,,,No,No
Q107137,,,No,No
Q107139,,,No,No
Q10714,Ping Qin Zi,,No,No
Q107141,,,No,No
Q107143,,,No,No
Q107145,,,No,No
Q107147,,,No,No
Q107149,,,No,No
Q10715,Fujiwara no Iemichi (Lord of the Imperial Household),,No,No
Q107151,,,No,No
Q107153,,,No,No
Q107155,,,No,No
Q107157,,,No,No
Q107159,,,No,No
Q107161,,,No,No
Q107163,,,No,No
Q107165,,,No,No
Q107167,,,No,No
Q107169,,,No,No
Q10717,Fujiwara no Kaneko (third rank in Iyo),,No,No
Q107171,,,No,No
Q107173,,,No,No
Q107175,,,No,No
Q107177,,,No,No
Q107179,,,No,No
Q10718,Teng Yuan You Zuo,,No,No
Q107181,,,No,No
Q107183,,,No,No
Q107185,,,No,No
Q107187,,,No,No
Q107189,,,No,No
Q107191,,,No,No
Q107193,,,No,No
Q107195,,,No,No
Q107197,,,No,No
Q107199,,,No,No
Q10720,Ling Mu Zhong Li,,No,No
Q107201,,,No,No
Q107203,,,No,No
Q107205,,,No,No
Q107207,,,No,No
Q107209,,,No,No
Q10721,Zhan Kuai,,No,No
Q107211,,,No,No
Q107213,,,No,No
Q107215,,,No,No
Q107217,,,No,No
Q107219,,,No,No
Q10722,Naganori (chief of Kumano),,No,No
Q107221,,,No,No
Q107223,,,No,No
Q107225,,,No,No
Q107227,,,No,No
Q107229,,,No,No
Q10723,Daughter of Tachibana Atsutaka (second wife of Minamoto no Toshiyori),,No,No
Q107231,,,No,No
Q107233,,,No,No
Q107235,,,No,No
Q107237,,,No,No
Q107239,,,No,No
Q107241,,,No,No
Q107243,,,No,No
Q107245,,,No,No
Q107247,,,No,No
Q107249,,,No,No
Q10725,Daughter of Minamoto no Toshiyori (wife of Ryūkaku),,No,No
Q107251,,,No,No
Q107253,,,No,No
Q107255,,,No,No
Q107257,,,No,No
Q107259,,,No,No
Q10726,Daughter of Minamoto no Toshiyori (wife of Minamoto no Shitoshi),,No,No
Q107261,,,No,No
Q107263,,,No,No
Q107265,,,No,No
Q107267,,,No,No
Q107269,,,No,No
Q107271,,,No,No
Q107273,,,No,No
Q107275,,,No,No
Q107277,,,No,No
Q107279,,,No,No
Q107281,,,No,No
Q107283,,,No,No
Q107285,,,No,No
Q107287,,,No,No
Q107289,,,No,No
Q107291,,,No,No
Q107293,,,No,No
Q107295,,,No,No
Q107296,,,No,No
Q107298,,,No,No
Q10730,Yuan Shi Jun,,No,No
Q107300,,,No,No
Q107302,,,No,No
Q107304,,,No,No
Q107306,,,No,No
Q107308,,,No,No
Q10731,Yuan Dun Jing,,No,No
Q107310,,,No,No
Q107312,,,No,No
Q107314,,,No,No
Q107316,,,No,No
Q107318,,,No,No
Q107320,,,No,No
Q107322,,,No,No
Q107324,,,No,No
Q107326,,,No,No
Q107328,,,No,No
Q10733,Daughter of Takashina Nagayoshi (wife of Fujiwara no Kinzane),,No,No
Q107330,,,No,No
Q107332,,,No,No
Q107334,,,No,No
Q107336,,,No,No
Q107338,,,No,No
Q107342,,,No,No
Q107346,,,No,No
Q107348,,,No,No
Q10735,Teng Yuan Ji Fang,,No,No
Q107350,,,No,No
Q107352,,,No,No
Q107354,,,No,No
Q10736,Yasusuke-ō,,No,No
Q107360,,,No,No
Q107368,,,No,No
Q10737,Gao Jie Jing Min,,No,No
Q107370,,,No,No
Q107372,,,No,No
Q107374,,,No,No
Q107376,,,No,No
Q107378,,,No,No
Q10738,Daughter of Takashina Tsunenari (wife of Fujiwara no Morizane),,No,No
Q107380,,,No,No
Q107382,,,No,No
Q107384,,,No,No
Q107386,,,No,No
Q107388,,,No,No
Q107390,,,No,No
Q107392,,,No,No
Q107394,,,No,No
Q107396,,,No,No
Q107398,,,No,No
Q107400,,,No,No
Q107402,,,No,No
Q107404,,,No,No
Q107406,,,No,No
Q107408,,,No,No
Q10741,Gao Jie Ye Zi,,No,No
Q107410,,,No,No
Q107412,,,No,No
Q107414,,,No,No
Q107416,,,No,No
Q107418,,,No,No
Q10742,Daughter of Takashina Tameie (wife of Minamoto no Iezane),,No,No
Q107420,,,No,No
Q107422,,,No,No
Q107424,,,No,No
Q107426,,,No,No
Q107428,,,No,No
Q107429,,,No,No
Q107430,,,No,No
Q107432,,,No,No
Q107433,,,No,No
Q107434,,,No,No
Q107436,,,No,No
Q107438,,,No,No
Q10744,Gao Jie Zhang Xun,,No,No
Q107440,,,No,No
Q107442,,,No,No
Q107444,,,No,No
Q107446,,,No,No
Q107448,,,No,No
Q10745,Teng Yuan Tong Zong,,No,No
Q107450,,,No,No
Q107452,,,No,No
Q107454,,,No,No
Q107456,,,No,No
Q107458,,,No,No
Q10746,Daughter of Fujiwara no Yoshitsuna (wife of Takashina Yasunaka),,No,No
Q107460,,,No,No
Q107462,,,No,No
Q107464,,,No,No
Q107466,,,No,No
Q107468,,,No,No
Q10747,Gao Jie Zhong Zhong,,No,No
Q107470,,,No,No
Q107472,,,No,No
Q107474,,,No,No
Q107476,,,No,No
Q107478,,,No,No
Q10748,Gao Jie Tai Jian,,No,No
Q107480,,,No,No
Q107482,,,No,No
Q107484,,,No,No
Q107486,,,No,No
Q107488,,,No,No
Q10749,Gao Jie Zhong Fan,,No,No
Q107490,,,No,No
Q107492,,,No,No
Q107494,,,No,No
Q107496,,,No,No
Q107498,,,No,No
Q10750,Liang Cen Gao Cheng,,No,No
Q107500,,,No,No
Q107502,,,No,No
Q107504,,,No,No
Q107506,,,No,No
Q107508,,,No,No
Q107510,,,No,No
Q107512,,,No,No
