id,label_en,translation
Q373,Chlorovos bar Chloros,Chlorovos son of Chloros
Q374,Pyramona bar Chloros,Pyramona son of Chloros
Q375,Utico bar Chloros,Utico son of Chloros
Q376,Chlorodendrus bar Chloros,Chlorodendrus son of Chloros
Q377,Palmos bar Chloros,Palmos son of Chloros
Q381,Valonius bar Chloros,Valonius son of Chloros
Q382,Acetabuler bar Chloros,Acetabuler son of Chloros
Q383,Codius bar Chloros,Codius son of Chloros
Q384,Lettus bar Chloros,Lettus son of Chloros
Q385,Cladofer bar Chloros,Cladofer son of Chloros
Q386,Torasampe bar Chloros,Torasampe son of Chloros
Q387,Noriko bar Chloros,Noriko son of Chloros
Q388,Prasiola bar Chloros,Prasiola son of Chloros
Q389,Volvox I bar Chloros,Volvox I son of Chloros
Q390,Nival bar Chloros,Nival son of Chloros
Q391,Chlorococcus bar Chloros,Chlorococcus son of Chloros
Q392,Oophila bar Chloros,Oophila son of Chloros
Q393,Tetraselma bar Chloros,Tetraselma son of Chloros
Q1682,[55] Indudewi bint Wijayarajasa,[55] Indudewi daughter of Wijayarajasa
Q1708,[50] Ratna Wisesa bint Rakryan Jayagiri,[50] Ratna Wisesa daughter of Rakryan Jayagiri
Q1714,[49] NN (Ket. ke-5 Sangrama-Vijayottunggawarman) bint NN (Ket. ke-4 Sangrama-Vijayottunggawarman,[49] NN (Ket. ke-5 Sangrama-Vijayottunggawarman) daughter of NN (Ket. ke-4 Sangrama-Vijayottunggawarman
Q1715,Jayagiri bin Langlangbumi,Jayagiri son of Langlangbumi
Q1716,[49] Darmawisaya bin Sudakarmawisesa,[49] Darmawisaya son of Sudakarmawisesa
Q1720,[49] Sri Kameswara bin Sri Jayawarsa,[49] Sri Kameswara son of Sri Jayawarsa
Q1721,[49] Sri Kirana bint Fulan,[49] Sri Kirana daughter of Fulan
Q1722,NN (Cicit Sangrama-Vijayottunggawarman) bin NN (Cicit Sangrama-Vijayottunggawarman),NN (Cicit Sangrama-Vijayottunggawarman) son of NN (Cicit Sangrama-Vijayottunggawarman)
Q1723,Langlangbumi bin Darmaraja,Langlangbumi son of Darmaraja
Q1724,[48] Dewi Puspawati bint Purnawijaya,[48] Dewi Puspawati daughter of Purnawijaya
Q1725,Dewi Citrawati bint Birth Surname,Dewi Citrawati daughter of Birth Surname
Q1729,Sri Jayawarsa bin Sri Samarawijaya,Sri Jayawarsa son of Sri Samarawijaya
Q1731,NN (Cucu Sangrama-Vijayottunggawarman) bin NN (Cucu Sangrama-Vijayottunggawarman),NN (Cucu Sangrama-Vijayottunggawarman) son of NN (Cucu Sangrama-Vijayottunggawarman)
Q1732,Dewi Surastri bint Arya Tunggalningrat,Dewi Surastri daughter of Arya Tunggalningrat
Q1733,[47] Darmaraja bin Sri Jayabupati,[47] Darmaraja son of Sri Jayabupati
Q1734,Purnawijaya bin Sri Jayabupati,Purnawijaya son of Sri Jayabupati
Q1738,[47] Sri Samarawijaya bin Airlangga,[47] Sri Samarawijaya son of Airlangga
Q1739,Samarotsaha bin Airlangga,Samarotsaha son of Airlangga
Q1740,NN (Putra Sangrama-Vijayottunggawarman) bin NN (Putra Sangrama-Vijayottunggawarman),NN (Putra Sangrama-Vijayottunggawarman) son of NN (Putra Sangrama-Vijayottunggawarman)
Q1741,Arya Tunggalningrat bin NN (Suami Dewi Sumbrada),Arya Tunggalningrat son of NN (Suami Dewi Sumbrada)
Q1742,[46] Dewi Wulansari bint Dharmawangsa Teguh,[46] Dewi Wulansari daughter of Dharmawangsa Teguh
Q1743,[46] Sri Jayabupati bin Sanghyang Ageung,[46] Sri Jayabupati son of Sanghyang Ageung
Q1744,[46] Bhatari Prethiwi bint Fulan,[46] Bhatari Prethiwi daughter of Fulan
Q1748,[46] Airlangga bin Udayana,[46] Airlangga son of Udayana
Q1749,[45] NN (Putra Sangrama-Vijayottunggawarman) bin Sangrama-Vijayottunggawarman,[45] NN (Putra Sangrama-Vijayottunggawarman) son of Sangrama-Vijayottunggawarman
Q1750,Dewi Sumbrada bint Fulan,Dewi Sumbrada daughter of Fulan
Q1751,[45] Dharmawangsa Teguh bin Wijayamreta Wardhana,[45] Dharmawangsa Teguh son of Wijayamreta Wardhana
Q1752,[45] Sanghyang Ageung bin Dewa Sanghyang,[45] Sanghyang Ageung son of Dewa Sanghyang
Q1753,[45] Putri Sriwijaya 1 bint Fulan,[45] Putri Sriwijaya 1 daughter of Fulan
Q1754,[45] Darmasatyadewa bin Linggasakti Jayawiguna,[45] Darmasatyadewa son of Linggasakti Jayawiguna
Q1759,Udayana bin Bali 1011-1022,Udayana son of Bali 1011-1022
Q1760,[44] Sangrama-Vijayottunggawarman bin Sri Mara-Wijayottunggawarman,[44] Sangrama-Vijayottunggawarman son of Sri Mara-Wijayottunggawarman
Q1763,Makutawangsawardhana bin Sri Lokapala,Makutawangsawardhana son of Sri Lokapala
Q1764,[44] Dewa Sanghyang bin Rakryan Gendang,[44] Dewa Sanghyang son of Rakryan Gendang
Q1765,[44] Dewi Rukmawati bint Rakryan Gendang,[44] Dewi Rukmawati daughter of Rakryan Gendang
Q1770,[43] Sri Mara-Wijayottunggawarman bin Sri Cudamani Warmadewa,[43] Sri Mara-Wijayottunggawarman son of Sri Cudamani Warmadewa
Q1773,Sri Isyana Tunggawijaya bint Mpu Sindok,Sri Isyana Tunggawijaya daughter of Mpu Sindok
Q1774,[43] Rakryan Gendang bin Rakryan Wulung Gadung,[43] Rakryan Gendang son of Rakryan Wulung Gadung
Q1779,[42] Sri Cudamani Warmadewa bin Sri Udayaditya Warmadewa,[42] Sri Cudamani Warmadewa son of Sri Udayaditya Warmadewa
Q1782,Mpu Sindok bin Rakai Hino,Mpu Sindok son of Rakai Hino
Q1783,[42] Dewi Somja bint Rakryan Limbur Kancana,[42] Dewi Somja daughter of Rakryan Limbur Kancana
Q1787,[41] Sri Udayaditya Warmadewa bin NN (Keturunan ke-4 Balaputradewa),[41] Sri Udayaditya Warmadewa son of NN (Keturunan ke-4 Balaputradewa)
Q1790,Mpu Daksa bin Mpu Teguh,Mpu Daksa son of Mpu Teguh
Q1791,Limbur Kancana bin Rakryan Kamuning Gading,Limbur Kancana son of Rakryan Kamuning Gading
Q1795,[40] NN (Keturunan ke-4 Balaputradewa) bin NN (Cicit Balaputradewa),[40] NN (Keturunan ke-4 Balaputradewa) son of NN (Cicit Balaputradewa)
Q1798,Mpu Teguh bin Rakai Watuhumalang,Mpu Teguh son of Rakai Watuhumalang
Q1799,[40] Rakryan Kamuning Gading bin Rakryan Windusakti,[40] Rakryan Kamuning Gading son of Rakryan Windusakti
Q1800,[40] Dewi Sundara bint Guruwisuda,[40] Dewi Sundara daughter of Guruwisuda
Q1804,Cicit Balaputradewa bin Cucu Balaputradewa,Cicit Balaputradewa son of Cucu Balaputradewa
Q1808,Rakryan Windusakti bin Arya Kadaton,Rakryan Windusakti son of Arya Kadaton
Q1809,Dewi Sawitri bint Rakryan Wuwus,Dewi Sawitri daughter of Rakryan Wuwus
Q1810,Guruwisuda bin Rakryan Wuwus,Guruwisuda son of Rakryan Wuwus
Q1814,Cucu Balaputradewa bin Putra Balaputradewa,Cucu Balaputradewa son of Putra Balaputradewa
Q1817,Keturunan ke-4 Sanjaya bin Cicit Sanjaya,Keturunan ke-4 Sanjaya son of Cicit Sanjaya
Q1818,Arya Kadaton bin Rakryan Diwus,Arya Kadaton son of Rakryan Diwus
Q1819,Dewi Kirana bint Welengan,Dewi Kirana daughter of Welengan
Q1820,Rakryan Wuwus bin Rakryan Diwus,Rakryan Wuwus son of Rakryan Diwus
Q1825,Putra Balaputradewa bin Balaputradewa,Putra Balaputradewa son of Balaputradewa
Q1828,Cicit Sanjaya bin Cucu Sanjaya,Cicit Sanjaya son of Cucu Sanjaya
Q1829,Dewi Arista bint Hujungkulon,Dewi Arista daughter of Hujungkulon
Q1830,Welengan bin Tariwulan,Welengan son of Tariwulan
Q1836,Balaputradewa bin Samaragrawira,Balaputradewa son of Samaragrawira
Q1839,Samaratungga bin Rakai Garung,Samaratungga son of Rakai Garung
Q1840,Cucu Sanjaya bin Putra Sanjaya,Cucu Sanjaya son of Putra Sanjaya
Q1841,Dewi Samatha bint Hulukujang,Dewi Samatha daughter of Hulukujang
Q1842,Hujungkulon bin Manisri,Hujungkulon son of Manisri
Q1843,Dewi Saraswati bint Keturunan ke-4 Demunawan,Dewi Saraswati daughter of Keturunan ke-4 Demunawan
Q1844,Tariwulan bin Manisri,Tariwulan son of Manisri
Q1853,Putra Sanjaya bin Sanjaya,Putra Sanjaya son of Sanjaya
Q1854,Hulukujang bin Kamarasa,Hulukujang son of Kamarasa
Q1855,Puspasari bint Manarah,Puspasari daughter of Manarah
Q1863,Dharanindra bin Rakai Panunggalan,Dharanindra son of Rakai Panunggalan
Q1865,Sanjaya bin Bratasenawa,Sanjaya son of Bratasenawa
Q1866,Kamarasa bin Tamperan Barmawijaya,Kamarasa son of Tamperan Barmawijaya
Q1867,Kancanasari bint Cucu Demunawan,Kancanasari daughter of Cucu Demunawan
Q1868,Manarah bin Surotama,Manarah son of Surotama
Q1869,Kancanawangi bint Cucu Demunawan,Kancanawangi daughter of Cucu Demunawan
Q1870,Cicit Demunawan bin Cucu Demunawan,Cicit Demunawan son of Cucu Demunawan
Q1879,Sanaha bint Amara,Sanaha daughter of Amara
Q1880,Bratasenawa bin Amara,Bratasenawa son of Amara
Q1881,Tamperan Barmawijaya bin Sanjaya,Tamperan Barmawijaya son of Sanjaya
Q1882,Dewi Pangreyep bint Anggada,Dewi Pangreyep daughter of Anggada
Q1884,Cucu Demunawan bin Putra Demunawan,Cucu Demunawan son of Putra Demunawan
Q1885,Naganingrum bint Putra Bimaraksa,Naganingrum daughter of Putra Bimaraksa
Q1886,Premana Dikusuma bin Wijayakusuma,Premana Dikusuma son of Wijayakusuma
Q1899,Teja Kancana Ayupurnawangi bint Putra Tarusbawa,Teja Kancana Ayupurnawangi daughter of Putra Tarusbawa
Q1900,Mayangsari bint Putra Tarusbawa,Mayangsari daughter of Putra Tarusbawa
Q1901,Putra Demunawan bin Demunawan,Putra Demunawan son of Demunawan
Q1902,Putra Bimaraksa bin Bimaraksa,Putra Bimaraksa son of Bimaraksa
Q1904,Wijayakusuma bin Purbasora,Wijayakusuma son of Purbasora
Q1918,Putra Tarusbawa bin Tarusbawa,Putra Tarusbawa son of Tarusbawa
Q1919,Demunawan bin Sempakwaja,Demunawan son of Sempakwaja
Q1920,Bimaraksa bin Jantaka,Bimaraksa son of Jantaka
Q1921,Putri Purbasora bint Purbasora,Putri Purbasora daughter of Purbasora
Q1922,Purbasora bin Sempakwaja,Purbasora son of Sempakwaja
Q1934,Kandiawan bin Rajaputra Suraliman Sakti,Kandiawan son of Rajaputra Suraliman Sakti
Q1935,Dewi Manasih bint Linggawarman,Dewi Manasih daughter of Linggawarman
Q1937,Sempakwaja bin Wretikandayun,Sempakwaja son of Wretikandayun
Q1938,Jantaka bin Wretikandayun,Jantaka son of Wretikandayun
Q1949,Rajaputra Suraliman Sakti bin Manikmaya,Rajaputra Suraliman Sakti son of Manikmaya
Q1951,Linggawarman bin Nagajaya,Linggawarman son of Nagajaya
Q1963,Tirtakancana bint Suryawarman,Tirtakancana daughter of Suryawarman
Q1964,Mayasari bint Dewamurti,Mayasari daughter of Dewamurti
Q1975,Suryawarman bin Candrawarman,Suryawarman son of Candrawarman
Q1976,Dewamurti bin Sudawarman,Dewamurti son of Sudawarman
Q1986,Candrawarman bin Indrawarman,Candrawarman son of Indrawarman
Q1987,Sudawarman bin Suryawarman,Sudawarman son of Suryawarman
Q1997,Indrawarman bin Wisnuwarman,Indrawarman son of Wisnuwarman
Q2008,Wisnuwarman bin Purnawarman,Wisnuwarman son of Purnawarman
Q2009,Suklawatidewi bint Wiryabanyu,Suklawatidewi daughter of Wiryabanyu
Q2011,"bint Honeydew ""wasp waist"" Apocrita (ants, bees, wasps)","daughter of Honeydew ""wasp waist"" Apocrita (ants, bees, wasps)"
Q17216,Bin-hime,son of-hime
Q23523,Li Bin,Li son of
Q26517,Mu Bin,Mu son of
Q29857,Hui-bin Hong,Hui-son of Hong
Q29861,Chang-bin Ahn,Chang-son of Ahn
Q31322,On-bin Han ssi,On-son of Han ssi
Q33715,Myeong-bin Bak,Myeong-son of Bak
Q34910,Gyeong Bin-gim-ssi,Gyeong son of-gim-ssi
Q48275,[55] NN (Suami Indudewi) bin  Fulan,[55] NN (Suami Indudewi) son of  Fulan
Q48351,Waning Hyun (Jayawardhani) Bint  .,Waning Hyun (Jayawardhani) daughter of  .
Q48363,[52] NN (Istri Mahisa Campaka) bint  Fulan,[52] NN (Istri Mahisa Campaka) daughter of  Fulan
Q48403,[51] NN (Istri Anusapati) Bint  Fulan,[51] NN (Istri Anusapati) daughter of  Fulan
Q48411,[51] NN (Istri Mahesa Wong Ateleng) bint  Fulan,[51] NN (Istri Mahesa Wong Ateleng) daughter of  Fulan
Q48472,Ratna Satya bint  Fulan,Ratna Satya daughter of  Fulan
Q48481,[49] NN (Istri Darmawisaya) bint  Fulan,[49] NN (Istri Darmawisaya) daughter of  Fulan
Q48513,Gajah Para bin  Fulan,Gajah Para son of  Fulan
Q48521,[48] NN (Istri NN (Ket. ke-4 Sangrama-Vijayottunggawarman)) bint  Fulan,[48] NN (Istri NN (Ket. ke-4 Sangrama-Vijayottunggawarman)) daughter of  Fulan
Q48529,[48] Sudakarmawisesa bin  Fulan,[48] Sudakarmawisesa son of  Fulan
Q48554,[49] NN (Istri Sri Jayawarsa) bint  Fulan,[49] NN (Istri Sri Jayawarsa) daughter of  Fulan
Q48566,Mpu Wiranatha bin  Mpu Wiradnyana,Mpu Wiranatha son of  Mpu Wiradnyana
Q48570,Dewi Amertha Manggali bint  Fulan,Dewi Amertha Manggali daughter of  Fulan
Q48578,[47] NN (Istri NN (Cicit Sangrama-Vijayottunggawarman)) bint  Fulan,[47] NN (Istri NN (Cicit Sangrama-Vijayottunggawarman)) daughter of  Fulan
Q48586,[47] NN (Istri Batara Hyang Purnawijaya) bint  Fulan,[47] NN (Istri Batara Hyang Purnawijaya) daughter of  Fulan
Q48622,Mpu Wiradnyana bin  Mpu Gnijaya,Mpu Wiradnyana son of  Mpu Gnijaya
Q48626,NN (Putri Mpu Panataran) bint  Mpu Panataran,NN (Putri Mpu Panataran) daughter of  Mpu Panataran
Q48634,[46] NN (Istri NN (Cucu Sangrama-Vijayottunggawarman)) bint  Fulan,[46] NN (Istri NN (Cucu Sangrama-Vijayottunggawarman)) daughter of  Fulan
Q48638,NN (Istri Arya Tunggalningrat) bint  Fulan,NN (Istri Arya Tunggalningrat) daughter of  Fulan
Q48666,[46] NN (Istri ke-2 Airlangga) bint  Fulan,[46] NN (Istri ke-2 Airlangga) daughter of  Fulan
Q48670,NN (Istri ke-3 Airlangga) bint  Fulan,NN (Istri ke-3 Airlangga) daughter of  Fulan
Q48686,Mpu AGnijaya bin  Fulan,Mpu AGnijaya son of  Fulan
Q48690,Dewi Manik Geni bint  Fulan,Dewi Manik Geni daughter of  Fulan
Q48694,NN (Istri Mpu Panataran) bint  Fulan,NN (Istri Mpu Panataran) daughter of  Fulan
Q48698,Mpu Panataran bin  Fulan,Mpu Panataran son of  Fulan
Q48706,[45] NN (Istri NN (Putra Sangrama-Vijayottunggawarman)) bint  Fulan,[45] NN (Istri NN (Putra Sangrama-Vijayottunggawarman)) daughter of  Fulan
Q48710,NN (Suami Dewi Sumbrada) bin  Fulan,NN (Suami Dewi Sumbrada) son of  Fulan
Q48718,[45] NN (Istri Dharmawangsa Teguh) bint  Fulan,[45] NN (Istri Dharmawangsa Teguh) daughter of  Fulan
Q48762,[44] NN (Istri Sangrama-Vijayottunggawarman) bint  Fulan,[44] NN (Istri Sangrama-Vijayottunggawarman) daughter of  Fulan
Q48778,[44] NN (Istri Sri Makutawangsawardhana) bint  Fulan,[44] NN (Istri Sri Makutawangsawardhana) daughter of  Fulan
Q48786,[44] NN (Istri Dewa Sanghyang) bint  Fulan,[44] NN (Istri Dewa Sanghyang) daughter of  Fulan
Q48790,Linggasakti Jayawiguna bin  Fulan,Linggasakti Jayawiguna son of  Fulan
Q48830,[43] NN (Istri Sri Mara-Wijayottunggawarman) bint  Fulan,[43] NN (Istri Sri Mara-Wijayottunggawarman) daughter of  Fulan
Q48846,Sri Lokapala bin  Fulan,Sri Lokapala son of  Fulan
Q48858,[43] NN (Istri Rakryan Gendang) bint  Fulan,[43] NN (Istri Rakryan Gendang) daughter of  Fulan
Q48910,[42] NN (Istri Sri Cudamani Warmadewa) bint  Fulan,[42] NN (Istri Sri Cudamani Warmadewa) daughter of  Fulan
Q48926,Dyah Kebi bint  Dyah Wawa,Dyah Kebi daughter of  Dyah Wawa
Q48938,[42] Rakryan Wulung Gadung bin  Fulan,[42] Rakryan Wulung Gadung son of  Fulan
Q49002,[41] NN (Istri Sri Udayaditya Warmadewa) bint  Fulan,[41] NN (Istri Sri Udayaditya Warmadewa) daughter of  Fulan
Q49014,NN (Istri Dyah Wawa) bint  Fulan,NN (Istri Dyah Wawa) daughter of  Fulan
Q49018,Dyah Wawa bin  Fulan,Dyah Wawa son of  Fulan
Q49031,[41] NN (Istri Rakryan Limbur Kancana) bint  Fulan,[41] NN (Istri Rakryan Limbur Kancana) daughter of  Fulan
Q49091,[40] NN (Istri Keturunan ke-4 Balaputradewa) bint  Fulan,[40] NN (Istri Keturunan ke-4 Balaputradewa) daughter of  Fulan
Q49103,Istri Mpu Teguh bint  Fulan,Istri Mpu Teguh daughter of  Fulan
Q49156,Istri Cicit Balaputradewa bint  Fulan,Istri Cicit Balaputradewa daughter of  Fulan
Q49164,Mpu Tamer bint  Rakai Watan,Mpu Tamer daughter of  Rakai Watan
Q49176,Istri Guruwisuda bint  Fulan,Istri Guruwisuda daughter of  Fulan
Q49211,Istri Cucu Balaputradewa bint  Fulan,Istri Cucu Balaputradewa daughter of  Fulan
Q49215,Istri Keturunan ke-4 Sanjaya bint  Fulan,Istri Keturunan ke-4 Sanjaya daughter of  Fulan
Q49223,Dewi Widyasari bint  Fulan,Dewi Widyasari daughter of  Fulan
Q49247,Istri Putra Balaputradewa bint  Fulan,Istri Putra Balaputradewa daughter of  Fulan
Q49251,Istri Cicit Sanjaya bint  Fulan,Istri Cicit Sanjaya daughter of  Fulan
Q49259,Rakryan Diwus bin  Fulan,Rakryan Diwus son of  Fulan
Q49263,Istri Welengan bint  Fulan,Istri Welengan daughter of  Fulan
Q49279,Istri Balaputradewa bint  Fulan,Istri Balaputradewa daughter of  Fulan
Q49287,Istri Cucu Sanjaya bint  Fulan,Istri Cucu Sanjaya daughter of  Fulan
Q49307,Dewi Tara bint  Sri Dharmasetu,Dewi Tara daughter of  Sri Dharmasetu
Q49319,Istri Putra Sanjaya bint  Fulan,Istri Putra Sanjaya daughter of  Fulan
Q49323,Istri Hulukujang bint  Fulan,Istri Hulukujang daughter of  Fulan
Q49327,Manisri bin  Fulan,Manisri son of  Fulan
Q49331,Istri Keturunan ke-4 Demunawan bint  Fulan,Istri Keturunan ke-4 Demunawan daughter of  Fulan
Q49355,NN (Sri Dharmasetu) bint  Fulan,NN (Sri Dharmasetu) daughter of  Fulan
Q49359,Sri Dharmasetu bin  Fulan,Sri Dharmasetu son of  Fulan
Q49363,Istri Dharanindra bint  Fulan,Istri Dharanindra daughter of  Fulan
Q49367,Sudiwara bint  Dewasinga,Sudiwara daughter of  Dewasinga
Q49371,Istri Cicit Demunawan bint  Fulan,Istri Cicit Demunawan daughter of  Fulan
Q49399,Istri Dyaḥ Pañcapana bint  Fulan,Istri Dyaḥ Pañcapana daughter of  Fulan
Q49407,NN (Istri Dewasinga) bint  Fulan,NN (Istri Dewasinga) daughter of  Fulan
Q49411,Istri Cucu Demunawan bint  Fulan,Istri Cucu Demunawan daughter of  Fulan
Q49444,NN (Istri Narayana) bint  Fulan,NN (Istri Narayana) daughter of  Fulan
Q49448,Narayana bin  Kartikeyasinga,Narayana son of  Kartikeyasinga
Q49452,Dewi Parwati bint  Kartikeyasinga,Dewi Parwati daughter of  Kartikeyasinga
Q49456,Pohaci Rababu bint  Fulan,Pohaci Rababu daughter of  Fulan
Q49460,Anggada bin  Wangsanagara,Anggada son of  Wangsanagara
Q49464,Istri Putra Demunawan bint  Fulan,Istri Putra Demunawan daughter of  Fulan
Q49468,Istri Putra Bimaraksa bint  Fulan,Istri Putra Bimaraksa daughter of  Fulan
Q49472,Istri Wijayakusuma bint  Fulan,Istri Wijayakusuma daughter of  Fulan
Q49512,Kartikeyasinga bin  Fulan,Kartikeyasinga son of  Fulan
Q49516,Sima bint  Fulan,Sima daughter of  Fulan
Q49520,Manawati bint  Resi Makandria,Manawati daughter of  Resi Makandria
Q49524,Istri Putra Tarusbawa bint  Fulan,Istri Putra Tarusbawa daughter of  Fulan
Q49528,Sangkari bint  Wiragati,Sangkari daughter of  Wiragati
Q49533,Citra Kirana bint  Padmahariwangsa,Citra Kirana daughter of  Padmahariwangsa
Q49570,[28] NN (Istri Kandiawati) bint  Fulan,[28] NN (Istri Kandiawati) daughter of  Fulan
Q49574,Tarusbawa bin  Fulan,Tarusbawa son of  Fulan
Q49578,Wiragati bin  Fulan,Wiragati son of  Fulan
Q49582,Istri Wiragati bint  Fulan,Istri Wiragati daughter of  Fulan
Q49586,Istri Jantaka bint  Fulan,Istri Jantaka daughter of  Fulan
Q49590,Padmahariwangsa bin  Tunggulnagara,Padmahariwangsa son of  Tunggulnagara
Q49594,Istri Padmahariwangsa bint  Fulan,Istri Padmahariwangsa daughter of  Fulan
Q49622,Ganggasari bint  Wisnumurti,Ganggasari daughter of  Wisnumurti
Q49626,Tunggulnagara bin  Wisnumurti,Tunggulnagara son of  Wisnumurti
Q49630,Istri Tunggulnagara bint  Fulan,Istri Tunggulnagara daughter of  Fulan
Q49667,Manikmaya bin  Fulan,Manikmaya son of  Fulan
Q49675,Nagajaya bin  Keturunan ke-7 Satyaguna,Nagajaya son of  Keturunan ke-7 Satyaguna
Q49679,Wisnumurti bin  Andhabuana,Wisnumurti son of  Andhabuana
Q49683,Istri Wisnumurti bint  Fulan,Istri Wisnumurti daughter of  Fulan
Q49739,Mutya Sakti bint  Fulan,Mutya Sakti daughter of  Fulan
Q49743,istri Dewamurti bint  Fulan,istri Dewamurti daughter of  Fulan
Q49747,Keturunan ke-7 Satyaguna bin  Keturunan ke-6 Satyaguna,Keturunan ke-7 Satyaguna son of  Keturunan ke-6 Satyaguna
Q49751,Istri Keturunan ke-7 Satyaguna bint  Fulan,Istri Keturunan ke-7 Satyaguna daughter of  Fulan
Q49755,Andhabuana bin  Padmayasa,Andhabuana son of  Padmayasa
Q49759,Istri Andhabuana bint  Fulan,Istri Andhabuana daughter of  Fulan
Q49775,Istri Candrawarman bint  Fulan,Istri Candrawarman daughter of  Fulan
Q49779,Daughter of Simhavishnu bint  Simhavishnu,Daughter of Simhavishnu daughter of  Simhavishnu
Q49783,Keturunan ke-6 Satyaguna bin  Keturunan ke-5 Satyaguna,Keturunan ke-6 Satyaguna son of  Keturunan ke-5 Satyaguna
Q49787,Istri Keturunan ke-6 Satyaguna bint  Fulan,Istri Keturunan ke-6 Satyaguna daughter of  Fulan
Q49791,Padmayasa bin  Astadewa,Padmayasa son of  Astadewa
Q49795,Istri Padmayasa bint  Fulan,Istri Padmayasa daughter of  Fulan
Q49823,Istri Indrawarman) bint  Fulan,Istri Indrawarman) daughter of  Fulan
Q49835,NN (Wife of Simhavishnu) bint  Fulan,NN (Wife of Simhavishnu) daughter of  Fulan
Q49839,Keturunan ke-5 Satyaguna bin  Keturunan ke-4 Satyaguna,Keturunan ke-5 Satyaguna son of  Keturunan ke-4 Satyaguna
Q49843,Istri NN (Keturunan ke-5 Satyaguna bint  Fulan,Istri NN (Keturunan ke-5 Satyaguna daughter of  Fulan
Q49847,Astadewa bin  Tirtamangga,Astadewa son of  Tirtamangga
Q49851,Istri Astadewa bint  Fulan,Istri Astadewa daughter of  Fulan
Q49875,NN (Wife of Simhavarman III) bint  Fulan,NN (Wife of Simhavarman III) daughter of  Fulan
Q49879,Keturunan ke-4 Satyaguna bin  Cicit Satyaguna,Keturunan ke-4 Satyaguna son of  Cicit Satyaguna
Q49883,Istri Keturunan ke-4 Satyaguna bint  Fulan,Istri Keturunan ke-4 Satyaguna daughter of  Fulan
Q49887,Rasmi bint  Rakhariwangsa,Rasmi daughter of  Rakhariwangsa
Q49891,Tirtamangga bin  Fulan,Tirtamangga son of  Fulan
Q49911,Purnawarman bin  Dharmayawarman,Purnawarman son of  Dharmayawarman
Q49919,Dewi Jwalita bint  Wirawarman,Dewi Jwalita daughter of  Wirawarman
Q49931,Wiryabanyu bin  Jayasatyanagara,Wiryabanyu son of  Jayasatyanagara
Q49935,Nilem Sari bint  Welutbraja,Nilem Sari daughter of  Welutbraja
Q49943,NN (Wife of Kumaravishnu III) bint  Fulan,NN (Wife of Kumaravishnu III) daughter of  Fulan
Q49947,Kumaravishnu III bin  Bhuddavarman,Kumaravishnu III son of  Bhuddavarman
Q49951,Cicit Satyaguna bin  Cucu Satyaguna,Cicit Satyaguna son of  Cucu Satyaguna
Q49955,Istri Cicit Satyaguna bint  Fulan,Istri Cicit Satyaguna daughter of  Fulan
Q49959,Rakhariwangsa bin  Warmadesaji,Rakhariwangsa son of  Warmadesaji
Q49963,Istri Rakhariwangsa bint  Fulan,Istri Rakhariwangsa daughter of  Fulan
Q49992,Istri ke-1 Dharmayawarman bint  Fulan,Istri ke-1 Dharmayawarman daughter of  Fulan
Q49996,Dharmayawarman bin  Jayasingawarman,Dharmayawarman son of  Jayasingawarman
Q50008,Dewi Candika bint  Yudhadana,Dewi Candika daughter of  Yudhadana
Q50012,Wirawarman bin  Aswawarman,Wirawarman son of  Aswawarman
Q50024,Ratna Manik bint  Wisnubumi,Ratna Manik daughter of  Wisnubumi
Q50028,Jayasatyanagara bin  Sentanu,Jayasatyanagara son of  Sentanu
Q50040,Buddhavarman bin  Kumaravishnu II,Buddhavarman son of  Kumaravishnu II
Q50044,NN (Wife of Buddhavarman) bint  Fulan,NN (Wife of Buddhavarman) daughter of  Fulan
Q50048,Putra ke-2 Satyaguna bin  Satyaguna,Putra ke-2 Satyaguna son of  Satyaguna
Q50052,Istri Putra ke-2 Satyaguna bint  Fulan,Istri Putra ke-2 Satyaguna daughter of  Fulan
Q50056,Warmadesaji bin  Wiryabanyu,Warmadesaji son of  Wiryabanyu
Q50060,Istri Warmadesaji bint  Fulan,Istri Warmadesaji daughter of  Fulan
Q50104,Iswari Tunggal Pertiwi Warmandewi bint  Darmawirya Dewawarman,Iswari Tunggal Pertiwi Warmandewi daughter of  Darmawirya Dewawarman
Q50108,Jayasingawarman bin  Fulan,Jayasingawarman son of  Fulan
Q50112,Yudhadana bin  Fulan,Yudhadana son of  Fulan
Q50116,Istri Yudhadana bint  Fulan,Istri Yudhadana daughter of  Fulan
Q50120,Sri Gari bint  Kudungga,Sri Gari daughter of  Kudungga
Q50124,Aswawarman bin  Darmawirya Dewawarman,Aswawarman son of  Darmawirya Dewawarman
Q50128,Spatikarnawa Warmandewi bint  Bima Digwijaya Satyaganapati,Spatikarnawa Warmandewi daughter of  Bima Digwijaya Satyaganapati
Q50144,[19] Wisnubumi bin  NN (Adik Aki Sugiwanca),[19] Wisnubumi son of  NN (Adik Aki Sugiwanca)
Q50148,[19] NN (Istri Wisnubumi) bint  Fulan,[19] NN (Istri Wisnubumi) daughter of  Fulan
Q50152,Dewi Indari bint  Darmawirya Dewawarman,Dewi Indari daughter of  Darmawirya Dewawarman
Q50156,Sentanu bin  Fulan,Sentanu son of  Fulan
Q50160,NN (Wife of Kumaravishnu II) bint  Fulan,NN (Wife of Kumaravishnu II) daughter of  Fulan
