id,label_en,translation
Q142197,Gwilym ab Ieuan ap Caradog ab Ynyr ab Ifor of Gwy,Gwilym son of Ieuan ap Caradog son of Ynyr son of Ifor of Gwy
Q142198,Jonet ferch Iorwerth Fawr ap Caradog ab Ynyr,Jonet ferch Iorwerth Fawr ap Caradog son of Ynyr
Q142199,Gruffudd ap Rhys ab Arod ab Owain,Gruffudd ap Rhys son of Arod son of Owain
Q142200,Ieuan ap Gruffudd ab Elidir ap Rhys,Ieuan ap Gruffudd son of Elidir ap Rhys
Q142201,Elen ferch Maredudd ap Cadwgan Fantach,Elen ferch Maredudd son of Cadwgan Fantach
Q142202,NN ferch Maredudd Gam ap Maredudd Fychan ap Maredudd,NN ferch Maredudd Gam son of Maredudd Fychan son of Maredudd
Q142203,Llywelyn ap Maredudd Gam ap Maredudd Fychan ap Maredudd,Llywelyn son of Maredudd Gam son of Maredudd Fychan son of Maredudd
Q142204,Richard ap Maredudd Gam ap Maredudd Fychan,Richard son of Maredudd Gam son of Maredudd Fychan
Q142236,Susanna ferch Llywelyn,Susanna daughter of Llywelyn
Q142243,Dafydd ap Dafydd ap Llywelyn,Dafydd son of Dafydd son of Llywelyn
Q142244,Tangwystl ferch Dafydd,Tangwystl daughter of Dafydd
Q142245,Helen ferch Daffyd,Helen daughter of Daffyd
Q142246,Annes ferch Dafydd ap Llywelyn ap Iorwerth,Annes ferch Dafydd son of Llywelyn son of Iorwerth
Q142247,"Llywelyn ap Dafydd, Constable of Rhuddlau","Llywelyn son of Dafydd, Constable of Rhuddlau"
Q142248,Llywarch ap Dafydd ap Llywelyn,Llywarch son of Dafydd son of Llywelyn
Q142249,Senana ferch Caradog,Senana daughter of Caradog
Q142250,Llywelyn ap Gruffudd,Llywelyn son of Gruffudd
Q142251,Owain Goch ap Gruffydd,Owain Goch son of Gruffydd
Q142252,Dafydd ap Gruffudd,Dafydd son of Gruffudd
Q142253,Rhodri ap Gruffudd,Rhodri son of Gruffudd
Q142254,Margaret ferch Gruffudd ap Llywelyn Fawr,Margaret ferch Gruffudd son of Llywelyn Fawr
Q142255,Catrin ferch Gruffudd,Catrin daughter of Gruffudd
Q142340,Isabel ferch Gruffudd ap Madog Fychan ap Madog Crupl,Isabel ferch Gruffudd son of Madog Fychan son of Madog Crupl
Q142341,"Gruffydd II ap Madog, Lord of Dinas Bran","Gruffydd II son of Madog, Lord of Dinas Bran"
Q142343,"Madog II ap Gruffydd, Lord of Dinas Bran","Madog II son of Gruffydd, Lord of Dinas Bran"
Q142346,Llywelyn ab Ynyr,Llywelyn son of Ynyr
Q142349,Myfawny ferch Hwfa ab Iorwerth ab Ieuaf,Myfawny ferch Hwfa son of Iorwerth son of Ieuaf
Q142350,Margred ferch Hwfa ab Iorwerth ab Ieuaf,Margred ferch Hwfa son of Iorwerth son of Ieuaf
Q142351,Lleucu ferch Hwfa ab Iorwerth,Lleucu ferch Hwfa son of Iorwerth
Q142352,Madog yr Athro ap Hwfa ab Iorwerth ap Niniaf of Yr Bistog,Madog yr Athro ap Hwfa son of Iorwerth ap Niniaf of Yr Bistog
Q142353,Gruffudd ap Hwfa ab Iorwerth ab Ieuaf of Rhiwlo,Gruffudd ap Hwfa son of Iorwerth son of Ieuaf of Rhiwlo
Q142354,Hywel ap Hwfa ab Iorwerth ap Gruffudd,Hywel ap Hwfa son of Iorwerth ap Gruffudd
Q142355,Maredudd ap Llywelyn ab Ynyr,Maredudd ap Llywelyn son of Ynyr
Q142356,Llywelyn ap Gruffudd Llwyd ap Maredudd ap Llywelyn ab Ynyr of Bod,Llywelyn ap Gruffudd Llwyd ap Maredudd ap Llywelyn son of Ynyr of Bod
Q142357,Maredudd ap Gruffudd Llwyd ap Llywelyn ab Ynyr of Plâs Maen,Maredudd ap Gruffudd Llwyd ap Llywelyn son of Ynyr of Plâs Maen
Q142358,Nest ferch Gruffudd Llwyd ap Llywelyn ab Ynyr,Nest ferch Gruffudd Llwyd ap Llywelyn son of Ynyr
Q142359,Madog Foel ap Gruffudd ap Llywelyn ab Ynyr of Bryn Iorcyn,Madog Foel ap Gruffudd ap Llywelyn son of Ynyr of Bryn Iorcyn
Q142360,Madog Fychan ap Madog ap Rhirid ab Owain,Madog Fychan ap Madog ap Rhirid son of Owain
Q142361,Angharad ferch Llywelyn,Angharad daughter of Llywelyn
Q142362,Maredudd ap Llywelyn Ddû ap Gruffudd of Maelor Saesneg,Maredudd son of Llywelyn Ddû son of Gruffudd of Maelor Saesneg
Q142363,Annes ferch Llywelyn Ddu ap Gruffudd ab Iorwerth Foel,Annes ferch Llywelyn Ddu ap Gruffudd son of Iorwerth Foel
Q142364,Margred ferch Llywelyn Ddû ap Gruffudd ab Iorwerth Foel,Margred ferch Llywelyn Ddû ap Gruffudd son of Iorwerth Foel
Q142365,Jane ferch Owain ap Bleddyn ab Owain Brogyntyn,Jane ferch Owain ap Bleddyn son of Owain Brogyntyn
Q142366,Hywel ap Llywelyn ab Iorwerth ap Gruffudd of Llwyn-on,Hywel ap Llywelyn son of Iorwerth ap Gruffudd of Llwyn-on
Q142367,Margred ferch Llywelyn ab Iorwerth ap Gruffudd,Margred ferch Llywelyn son of Iorwerth ap Gruffudd
Q142368,Iolyn ap Dafydd ap Madog Foel ab Ieuaf of Hope,Iolyn ap Dafydd ap Madog Foel son of Ieuaf of Hope
Q142369,Gruffudd ab Owain ap Bleddyn of Dinmael,Gruffudd son of Owain ap Bleddyn of Dinmael
Q142370,Dafydd ap Hywel ap Gruffudd ab Owain of Maesmor,Dafydd ap Hywel ap Gruffudd son of Owain of Maesmor
Q142371,Gruffudd Gethin ap Meurig ab Ynyr ap Meurig,Gruffudd Gethin ap Meurig son of Ynyr ap Meurig
Q142372,Nest ferch Cynwrig Fychan ap Cynwrig ab Ithel Fychan,Nest ferch Cynwrig Fychan ap Cynwrig son of Ithel Fychan
Q142373,Dafydd Dinllaes ap Dafydd ap Madog ap Richard,Dafydd Dinllaes son of Dafydd son of Madog son of Richard
Q142374,NN (1) ferch Bleddyn Llwyd ap Bleddyn Fychan ap Bleddyn,NN (1) ferch Bleddyn Llwyd son of Bleddyn Fychan son of Bleddyn
Q142375,Dafydd ap Bleddyn 'Fychan',Dafydd son of Bleddyn 'Fychan'
Q142377,Gruffudd ap Jenkin Hanmer,Gruffudd son of Jenkin Hanmer
Q142378,Angharad ferch Ednyfed,Angharad daughter of Ednyfed
Q142379,Madog ap Hywel ap Gruffudd ap Gronwy of Craig Fryn Hywel,Madog son of Hywel son of Gruffudd son of Gronwy of Craig Fryn Hywel
Q142380,Arddun ferch Celynin ap Rhirid,Arddun ferch Celynin son of Rhirid
Q142381,Philip Dorddu ap Hywel ap Madog,Philip Dorddu son of Hywel son of Madog
Q142382,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Ffore","Einion Sais son of Hywel son of Madog of Crugeryr, o'r Graig ag o'r Ffore"
Q142383,Meurig ap Maredudd ap Cadwgan ap Hywel of Tre'rdelyn,Meurig son of Maredudd son of Cadwgan son of Hywel of Tre'rdelyn
Q142384,Jane ferch Dafydd ap Rhys ap Dafydd Fychan,Jane ferch Dafydd son of Rhys son of Dafydd Fychan
Q142385,Ieuan ap Dafydd ap Gruffudd ap Gwrgeneu Fychan,Ieuan son of Dafydd son of Gruffudd son of Gwrgeneu Fychan
Q142386,Dafydd ap Gruffudd ap Dafydd ap Gwrgeneu Fychan,Dafydd son of Gruffudd son of Dafydd son of Gwrgeneu Fychan
Q142387,Gwilym ap Gruffudd ap Dafydd ap Gwrgeneu Fychan,Gwilym son of Gruffudd son of Dafydd son of Gwrgeneu Fychan
Q142388,Elinor ferch Ieuan ap Dafydd ap Gwrgeneu Fychan ap Gwrgeneu,Elinor ferch Ieuan son of Dafydd son of Gwrgeneu Fychan son of Gwrgeneu
Q142389,Gwerful ferch Maredudd ab Uchdryd,Gwerful ferch Maredudd son of Uchdryd
Q142390,Margred ferch Gwrwared ap Gwilym ap Gwrwared,Margred ferch Gwrwared son of Gwilym son of Gwrwared
Q142391,Joan ferch Gwilym ap Gwgon ap Hywel,Joan ferch Gwilym son of Gwgon son of Hywel
Q142392,Isabel ferch Dafydd Fras ab Einion Gôch,Isabel ferch Dafydd Fras son of Einion Gôch
Q142393,Gwilym Fychan ap Gwilym ap Gruffudd Ddû ap Gruffudd Foel of o'r G,Gwilym Fychan son of Gwilym son of Gruffudd Ddû son of Gruffudd Foel of o'r G
Q142461,Madog ab Iarddur of Castellior,Madog son of Iarddur of Castellior
Q142462,NN ferch Iorwerth ab Owain Brogyntyn,NN ferch Iorwerth son of Owain Brogyntyn
Q142463,Gwenhwyfar ferch Gruffudd Maelor,Gwenhwyfar daughter of Gruffudd Maelor
Q142464,Angharad ferch Tudur ap Dafydd ap Tudur,Angharad ferch Tudur son of Dafydd son of Tudur
Q142465,Hywel ap Gruffudd ap Dafydd ap Tudur,Hywel son of Gruffudd son of Dafydd son of Tudur
Q142466,Dafydd ap Gruffudd ap Tudur,Dafydd son of Gruffudd son of Tudur
Q142467,Madog ap Hywel ap Dafydd ap Tudur,Madog son of Hywel son of Dafydd son of Tudur
Q142468,Gruffudd Llwyd ap Tudur Llwyd ap Hywel ab Iarddur of Penhwnllys,Gruffudd Llwyd ap Tudur Llwyd ap Hywel son of Iarddur of Penhwnllys
Q142469,Ieuan ap Tudur Llwyd ap Hywel ap Tudur,Ieuan son of Tudur Llwyd son of Hywel son of Tudur
Q142470,Hywel ap Dafydd Llwyd,Hywel son of Dafydd Llwyd
Q142471,Robert ap Dafydd ap Rhys ap Tudur,Robert son of Dafydd son of Rhys son of Tudur
Q142472,Madog ap Jenkin Havard,Madog son of Jenkin Havard
Q142473,"Jenkin Hên ap Maredudd ap Madog ap Jenkin Havard, of Pontwilym","Jenkin Hên son of Maredudd son of Madog son of Jenkin Havard, of Pontwilym"
Q142474,Lucy ferch Maredudd ap Madog ap Jenkin Havard,Lucy ferch Maredudd son of Madog son of Jenkin Havard
Q142475,NN ferch Ieuan ap Madog ap Jenkin Havard,NN ferch Ieuan son of Madog son of Jenkin Havard
Q142476,Hywel ap Philip ab Ieuan ap Hywel Gam,Hywel ap Philip son of Ieuan ap Hywel Gam
Q142477,Maredudd ap Gruffudd ap Hywel Benfras ap Maredudd,Maredudd son of Gruffudd son of Hywel Benfras son of Maredudd
Q142478,Llywelyn 'o'r Cwmwd' ap Hywel Hên ap Cadwgon ap Trahaearn,Llywelyn 'o'r Cwmwd' son of Hywel Hên son of Cadwgon son of Trahaearn
Q142479,Gruffudd ap Rhys ap Hywel ab Einion Fychan,Gruffudd ap Rhys ap Hywel son of Einion Fychan
Q142480,Hywel ap Rhys ap Hywel ab Einion Fychan of Morgannwg,Hywel ap Rhys ap Hywel son of Einion Fychan of Morgannwg
Q142481,Annes ferch Philip Fychan ap Philip ap Trahaearn,Annes ferch Philip Fychan son of Philip son of Trahaearn
Q142482,"NN ferch Philip Fychan ap Philip ap Trahaearn of Cantref Selyf, B","NN ferch Philip Fychan son of Philip son of Trahaearn of Cantref Selyf, B"
Q142483,NN ferch Gwilym Gôch ab Ieuan ab Einion Fychan,NN ferch Gwilym Gôch son of Ieuan son of Einion Fychan
Q142484,NN ferch Dafydd,NN daughter of Dafydd
Q142485,Tangwystl ferch Ieuan Ddû ap Dafydd Fongam ap Dafydd,Tangwystl ferch Ieuan Ddû son of Dafydd Fongam son of Dafydd
Q142486,Einion ap Dafydd ap Gwilym ab Einion Cest,Einion ap Dafydd ap Gwilym son of Einion Cest
Q142487,Gwenllian ferch Gruffudd Llwyd ab Rhys ap Dafydd,Gwenllian ferch Gruffudd Llwyd son of Rhys ap Dafydd
Q142488,Gruffudd ap Cydifor ap Selyf ab Irfelyn,Gruffudd ap Cydifor ap Selyf son of Irfelyn
Q142489,Nest ferch Cadwallon,Nest daughter of Cadwallon
Q142490,Dafydd ap Meurig Gôch ap Gruffudd ap Cydifor,Dafydd son of Meurig Gôch son of Gruffudd son of Cydifor
Q142491,Maredudd ap Meurig Gôch ap Gruffudd ap Cydifor,Maredudd son of Meurig Gôch son of Gruffudd son of Cydifor
Q142492,Hywel ap Rhys Foel ap Rhys ap Rhydderch,Hywel son of Rhys Foel son of Rhys son of Rhydderch
Q142493,Dafydd Fychan ap Dafydd Foel ap Rhys ap Rhydderch,Dafydd Fychan son of Dafydd Foel son of Rhys son of Rhydderch
Q142494,Gruffudd Gôch ap Gwilym ap Rhys ap Rhydderch of Bodrychan,Gruffudd Gôch son of Gwilym son of Rhys son of Rhydderch of Bodrychan
Q142495,Gwenllian ferch Gruffudd ap Cadwgan Hên ap Gruffudd,Gwenllian ferch Gruffudd son of Cadwgan Hên son of Gruffudd
Q142496,Thomas ap Gruffudd ap Cadwgan Hên ap Gruffudd,Thomas son of Gruffudd son of Cadwgan Hên son of Gruffudd
Q142497,Margred (2) ferch Llywelyn ap Cunedda ab Elidir,Margred (2) ferch Llywelyn ap Cunedda son of Elidir
Q142499,Einion ap Morgan ab Einion ap Hywel Gôch of Ynys Wen,Einion ap Morgan son of Einion ap Hywel Gôch of Ynys Wen
Q142500,Dafydd ap Gwilym ab Einion Cest ap Llywelyn,Dafydd ap Gwilym son of Einion Cest ap Llywelyn
Q142501,Gwenllian ferch Henry ab Einion ap Hywel Gôch,Gwenllian ferch Henry son of Einion ap Hywel Gôch
Q142502,John ap Cadwgan ap Morgan Llwyd ap Gruffudd,John son of Cadwgan son of Morgan Llwyd son of Gruffudd
Q142503,Lleucu ferch Llywelyn ap Rhys Ddû ap Llywelyn ap Cadwgan of Lland,Lleucu ferch Llywelyn son of Rhys Ddû son of Llywelyn son of Cadwgan of Lland
Q142504,Gruffudd ap Llywelyn ap Rhys Ddû ap Llywelyn,Gruffudd son of Llywelyn son of Rhys Ddû son of Llywelyn
Q142505,Margred ferch Llywelyn ap Rhys Ddû ap Llywelyn,Margred ferch Llywelyn son of Rhys Ddû son of Llywelyn
Q142506,Margred ferch Ieuan ab Einion ap Gruffudd,Margred ferch Ieuan son of Einion ap Gruffudd
Q142507,Lleucu Fychan ferch Rhys Fychan ap Rhys Ddû,Lleucu Fychan ferch Rhys Fychan son of Rhys Ddû
Q142508,Rhys Gôch ab Ieuan ap Rhys Ddû ap Llywelyn of Creuddyn,Rhys Gôch son of Ieuan ap Rhys Ddû ap Llywelyn of Creuddyn
Q142509,Gruffudd Dew ab Ieuan ab Einion Fychan ap Llywarch of Plas Fendig,Gruffudd Dew son of Ieuan son of Einion Fychan ap Llywarch of Plas Fendig
Q142510,Ednyfed ab Aron ab Ednyfed ap Llywelyn of Peniarth,Ednyfed son of Aron son of Ednyfed ap Llywelyn of Peniarth
Q142511,Ednyfed ab Urien Y Wefl ap Tegwared ap Rhys,Ednyfed son of Urien Y Wefl ap Tegwared ap Rhys
Q142512,Ieuan ap Llywelyn ab Ednyfed,Ieuan ap Llywelyn son of Ednyfed
Q142513,Mali ferch Hywel ab Ieuan Llwyd,Mali ferch Hywel son of Ieuan Llwyd
Q142514,Maredudd ap Thomas ap Llywelyn ab Owain,Maredudd ap Thomas ap Llywelyn son of Owain
Q142515,Gwenllian Wen ferch Gruffudd ab Ieuan ap Gruffudd ap Dafydd,Gwenllian Wen ferch Gruffudd son of Ieuan ap Gruffudd ap Dafydd
Q142516,Rhys ap Gruffudd ab Ieuan ap Gruffudd of Llwyn Dafydd,Rhys ap Gruffudd son of Ieuan ap Gruffudd of Llwyn Dafydd
Q142517,Ieuan ap Jenkin Llwyd ab Ieuan Fychan ab Ieuan Llwyd of Llwyn Daf,Ieuan ap Jenkin Llwyd son of Ieuan Fychan son of Ieuan Llwyd of Llwyn Daf
Q142518,Einion ap Jenkin Llwyd ab Ieuan Fychan ab Ieuan Llwyd,Einion ap Jenkin Llwyd son of Ieuan Fychan son of Ieuan Llwyd
Q142519,Ieuan Bwl ap Madog ap Henry ap Cydifor,Ieuan Bwl son of Madog son of Henry son of Cydifor
Q142520,Margred ferch Gruffudd ap Dafydd y Parc ab Ieuan Llwyd,Margred ferch Gruffudd ap Dafydd y Parc son of Ieuan Llwyd
Q142521,Thomas ap Watkin ap Rhys Fychan ap Dafydd of Rhiw-bren,Thomas son of Watkin son of Rhys Fychan son of Dafydd of Rhiw-bren
Q142522,Tangwystl ferch Ieuan ap Gwilym ap Llywelyn Fychan,Tangwystl ferch Ieuan son of Gwilym son of Llywelyn Fychan
Q142523,Einion ap Hywel Gôch ap Cynwrig ap Cydifor Fawr,Einion son of Hywel Gôch son of Cynwrig son of Cydifor Fawr
Q142524,Maredudd Fychan ab Aron ab Einion ap Hywel Gôch,Maredudd Fychan son of Aron son of Einion ap Hywel Gôch
Q142525,Cadwgan ab Ieuan ap Philip ap Trahaearn,Cadwgan son of Ieuan ap Philip ap Trahaearn
Q142526,Annes verch Ieuan Llwyd ap Llywelyn ab Ieuan Llwyd ap Llywelyn Fo,Annes verch Ieuan Llwyd ap Llywelyn son of Ieuan Llwyd ap Llywelyn Fo
Q142529,Jonet ferch Maredudd ap Henry Dwnn ap Gruffudd Dwnn,Jonet ferch Maredudd son of Henry Dwnn son of Gruffudd Dwnn
Q142530,Ieuan Fychan ap Philip ap Meurig Trwyn ap Meurig Foel,Ieuan Fychan son of Philip son of Meurig Trwyn son of Meurig Foel
Q142531,Dafydd (2) ap .. Gruffudd ab Ieuan Fychan,Dafydd (2) ap .. Gruffudd son of Ieuan Fychan
Q142532,Gruffudd ap Maredudd Ddû ap Gruffudd ap Maredudd,Gruffudd son of Maredudd Ddû son of Gruffudd son of Maredudd
Q142533,Ieuan ab Einion ap Jenkin Llwyd,Ieuan son of Einion ap Jenkin Llwyd
Q142535,Joyce ferch John Walbyf,Joyce daughter of John Walbyf
Q142536,"Roger Hên ap Gwallter Sais ap Roger Ieuanc Roger Fawr, of Bredwar","Roger Hên son of Gwallter Sais son of Roger Ieuanc Roger Fawr, of Bredwar"
Q142537,Hywel ap Dafydd ap Llywelyn ap Hywel,Hywel son of Dafydd son of Llywelyn son of Hywel
Q142538,Gruffudd Hir ap Dafydd ap Gruffudd Foel,Gruffudd Hir son of Dafydd son of Gruffudd Foel
Q142539,Maud ferch Ieuan ap Gruffudd Hir ap Dafydd,Maud ferch Ieuan son of Gruffudd Hir son of Dafydd
Q142540,Ieuan Llwyd ab Ieuan ap Gruffudd Hir ap Dafydd of Llanfair Clydog,Ieuan Llwyd son of Ieuan ap Gruffudd Hir ap Dafydd of Llanfair Clydog
Q142541,Ann ferch Rhys ap John Gôch ap Dafydd ap Maredudd Gôch,Ann ferch Rhys son of John Gôch son of Dafydd son of Maredudd Gôch
Q142542,Llywelyn ap Gruffudd ap Gollwyn ap Cadrod,Llywelyn son of Gruffudd son of Gollwyn son of Cadrod
Q142543,NN ferch Gwilym ap Gronwy Fychan ap Gronwy ap Cathaearn,NN ferch Gwilym son of Gronwy Fychan son of Gronwy son of Cathaearn
Q142544,Philip ab Ieuan ap Dafydd ab Adam Fychan,Philip son of Ieuan ap Dafydd son of Adam Fychan
Q142546,Gwyn ap Collwyn ap Llawrodd Dyfed ap Seisyll,Gwyn son of Collwyn son of Llawrodd Dyfed son of Seisyll
Q142547,Cadwgan Fawr ap Gruffudd ap Cadwgan ap Llywelyn,Cadwgan Fawr son of Gruffudd son of Cadwgan son of Llywelyn
Q142548,Philip ap Gruffudd ap Cadwgan ap Llywelyn,Philip son of Gruffudd son of Cadwgan son of Llywelyn
Q142549,Gwlhafed ab Einion ap Llywarch ap Cynhaethwy,Gwlhafed son of Einion ap Llywarch ap Cynhaethwy
Q142550,Lleision ab Einion ap Llywarch ap Cynhaethwy,Lleision son of Einion ap Llywarch ap Cynhaethwy
Q142551,Meurig Trwyn ap Meurig Foel ap Gruffudd ab Elidir Marchog,Meurig Trwyn ap Meurig Foel ap Gruffudd son of Elidir Marchog
Q142552,Ieuan ap Gwlhafed Fychan ap Gwlhafed ab Einion,Ieuan ap Gwlhafed Fychan ap Gwlhafed son of Einion
Q142553,Hywel Sais ab Iorwerth ap Gronwy ap Dafydd,Hywel Sais son of Iorwerth ap Gronwy ap Dafydd
Q142554,Jane ferch Gwilym ap John ap Jenkin,Jane ferch Gwilym son of John son of Jenkin
Q142555,Elis ferch Gwilym ap John ap Jenkin,Elis ferch Gwilym son of John son of Jenkin
Q142556,Gwilym Hopkin ab Einion ap Lleisan ap Rhys,Gwilym Hopkin son of Einion ap Lleisan ap Rhys
Q142557,Llywelyn Anwyl ap Rhys Vwya ap Llywelyn Fychan of Pont Rhun,Llywelyn Anwyl son of Rhys Vwya son of Llywelyn Fychan of Pont Rhun
Q142558,Philip ap Rhys ap Llywelyn Fychan ap Llywelyn,Philip son of Rhys son of Llywelyn Fychan son of Llywelyn
Q142559,Iorwerth ab Ieuan ap Meurig ap Hywel Gâm,Iorwerth son of Ieuan ap Meurig ap Hywel Gâm
Q142560,Gruffudd ab Ieuan ap Meurig,Gruffudd son of Ieuan ap Meurig
Q142561,Gwilym ab Ieuan ap Meurig ap Hywel Gâm,Gwilym son of Ieuan ap Meurig ap Hywel Gâm
Q142562,Hywel ab Ieuan ap Meurig ap Hywel Gâm,Hywel son of Ieuan ap Meurig ap Hywel Gâm
Q142564,Gronwy ab Ifor Hir ap Hywel ab Ifor Fychan of Glamorgan,Gronwy son of Ifor Hir ap Hywel son of Ifor Fychan of Glamorgan
Q142565,Thomas ab Ieuan Gwyn ap Gwilym Fwya ab Ieuan of Priscedwin,Thomas son of Ieuan Gwyn ap Gwilym Fwya son of Ieuan of Priscedwin
Q142566,Jenkin ap Gwrgi ap Guyon ap Gwrgi,Jenkin son of Gwrgi son of Guyon son of Gwrgi
Q142567,Llywelyn ap Gwilym ap Jenkin ap Gwrgi,Llywelyn son of Gwilym son of Jenkin son of Gwrgi
Q142570,"Dafydd ab Ieuan ap Jenkin ap John ap Henry Kemeys, of Cefn Mably","Dafydd son of Ieuan ap Jenkin ap John ap Henry Kemeys, of Cefn Mably"
Q142571,"Morgan ab Ieuan Kemeys, of Begansley","Morgan son of Ieuan Kemeys, of Begansley"
Q142572,Harry ab Ieuan Kemeys,Harry son of Ieuan Kemeys
Q142574,Catrin ferch Thomas ab Ieuan ap Lleision,Catrin ferch Thomas son of Ieuan ap Lleision
Q142575,Richard ap Thomas ab Ieuan ap Lleision,Richard ap Thomas son of Ieuan ap Lleision
Q142576,Ffelis ferch Lleision ab Ieuan ap Lleision,Ffelis ferch Lleision son of Ieuan ap Lleision
Q142577,Dafydd ab Einion Gôch ab Einion ap Dafydd of Llwyn Gwyn,Dafydd son of Einion Gôch son of Einion ap Dafydd of Llwyn Gwyn
Q142578,Ieuan ap Rhys Gôch ap Rhys ... ap Lleision,Ieuan son of Rhys Gôch son of Rhys ... son of Lleision
Q142579,Ieuan Llwyd ab Ieuan ap Gruffudd Foel Odwyn,Ieuan Llwyd son of Ieuan ap Gruffudd Foel Odwyn
Q142580,Angharad Hael ferch Richard ab Einion ap Gruffudd,Angharad Hael ferch Richard son of Einion ap Gruffudd
Q142581,Gwenllian ferch Gwilym,Gwenllian daughter of Gwilym
Q142582,Gwenllian ferch Hywel Melyn ap Gwilym Gam ap Hywel Fychan ap Hywe,Gwenllian ferch Hywel Melyn son of Gwilym Gam son of Hywel Fychan son of Hywe
Q142583,Gruffudd ap Hywel Melyn ap Gwilym Gam ap Hywel Fychan,Gruffudd son of Hywel Melyn son of Gwilym Gam son of Hywel Fychan
Q142584,Ieuan Fwya ap Gwilyn Ddû ap Gwilyn Gam ap Hywel Fychan,Ieuan Fwya son of Gwilyn Ddû son of Gwilyn Gam son of Hywel Fychan
Q142585,Hopkin ap Thomas ab Einion Gên ap Hywel Fychan of Glyntawe,Hopkin ap Thomas son of Einion Gên ap Hywel Fychan of Glyntawe
Q142586,NN ferch Llywelyn ap Hywel Hên,NN ferch Llywelyn son of Hywel Hên
Q142587,Ieuan ap Gwilym ap Hywel Sais ap Hywel Fychan of Caerwent,Ieuan son of Gwilym son of Hywel Sais son of Hywel Fychan of Caerwent
Q142588,Elen ferch Ieuan ab Einion ap Gwgon,Elen ferch Ieuan son of Einion ap Gwgon
Q142589,NN ferch Ieuan ap Dafydd ap Madog Goweyth,NN ferch Ieuan son of Dafydd son of Madog Goweyth
Q142590,Gruffudd ap Madog,Gruffudd son of Madog
Q142591,Gwyn ap Madog ab Iorwerth ap Madog,Gwyn ap Madog son of Iorwerth ap Madog
Q142592,Lleucu ferch Madog ab Iorwerth ab Madog,Lleucu ferch Madog son of Iorwerth son of Madog
Q142594,Elen ferch Llywelyn 'o'r Cwmwd' ap Hywel Hên ap Cadwgon ap Trahae,Elen ferch Llywelyn 'o'r Cwmwd' son of Hywel Hên son of Cadwgon son of Trahae
Q142595,Alice ferch Llywelyn ap Hywel Hên ap Cadwgon ap Trahaearn,Alice ferch Llywelyn son of Hywel Hên son of Cadwgon son of Trahaearn
Q142597,Jonet ferch Llywelyn ap Hywel Fychan ap Hywel,Jonet ferch Llywelyn son of Hywel Fychan son of Hywel
Q142598,Gwilym ap Llywelyn,Gwilym son of Llywelyn
Q142599,Thomas ap Llywelyn ap Hywel Fychan ap Hywel ab Einion Sais,Thomas ap Llywelyn ap Hywel Fychan ap Hywel son of Einion Sais
Q142600,Morgan ap Llywelyn ap Hywel Fychan ap Hywel of Brecon,Morgan son of Llywelyn son of Hywel Fychan son of Hywel of Brecon
Q142601,Hywel ap Llywelyn ap Hywel Fychan,Hywel son of Llywelyn son of Hywel Fychan
Q142602,Jenkin ap Llywelyn ap Hywel Fychan,Jenkin son of Llywelyn son of Hywel Fychan
Q142603,Elen ferch Llywelyn ap Hywel Fychan,Elen ferch Llywelyn son of Hywel Fychan
Q142604,Jane ferch Dafydd ap Hywel Fychan ap Hywel,Jane ferch Dafydd son of Hywel Fychan son of Hywel
Q142605,Angharad ferch Gruffudd ab Iorwerth ap Dafydd 'y Hen' of Burton,Angharad ferch Gruffudd son of Iorwerth ap Dafydd 'y Hen' of Burton
Q142606,Elsbeth ferch Ieuan ap Hywel Fychan ap Hywel,Elsbeth ferch Ieuan son of Hywel Fychan son of Hywel
Q142607,Cecily ferch Gwilym ap Hywel Fychan ap Hywel,Cecily ferch Gwilym son of Hywel Fychan son of Hywel
Q142608,Gwenllian ferch Thomas ap Bleddyn ap Hywel,Gwenllian ferch Thomas son of Bleddyn son of Hywel
Q142610,Roger ap Thomas ap Dafydd Llwyd ap Hywel,Roger son of Thomas son of Dafydd Llwyd son of Hywel
Q142611,Watkin ap Thomas ap Dafydd Llwyd,Watkin son of Thomas son of Dafydd Llwyd
Q142612,Dafydd ap Meurig ap Gruffudd ap Cadwgan of Llanddewi-yn-Heiob,Dafydd son of Meurig son of Gruffudd son of Cadwgan of Llanddewi-yn-Heiob
Q142613,Hywel Blaene ap Meurig ap Gruffudd ap Cadwgan of Heyop,Hywel Blaene son of Meurig son of Gruffudd son of Cadwgan of Heyop
Q142614,Deio Bach ap Hywel ap Gruffudd ap Cadwgan,Deio Bach son of Hywel son of Gruffudd son of Cadwgan
Q142615,Gwenllian (1) ferch Gwilym ap Jenkin ab Adam,Gwenllian (1) ferch Gwilym ap Jenkin son of Adam
Q142616,"Owain ap Gruffudd ab Owain Gethin ab Owain of Glynyawe, Defynnog","Owain ap Gruffudd son of Owain Gethin son of Owain of Glynyawe, Defynnog"
Q142617,Hywel ap Dafydd ab Owain Gethin ab Owain,Hywel ap Dafydd son of Owain Gethin son of Owain
Q142618,Ieuan Ddû ap Dafydd ab Owain Gethin,Ieuan Ddû ap Dafydd son of Owain Gethin
Q142619,Maredudd Bwl ap Dafydd Ddû ap Dafydd ap Rhys,Maredudd Bwl son of Dafydd Ddû son of Dafydd son of Rhys
